,aruco_IDs,aruco_Corners,Timestamps
379,[[4]],"(array([[[890., 776.],
        [988., 778.],
        [983., 873.],
        [888., 872.]]], dtype=float32),)",15187
380,[[4]],"(array([[[893., 774.],
        [990., 777.],
        [985., 871.],
        [889., 870.]]], dtype=float32),)",15227
381,[[4]],"(array([[[891., 773.],
        [988., 776.],
        [982., 871.],
        [887., 870.]]], dtype=float32),)",15267
382,[[4]],"(array([[[889., 775.],
        [986., 777.],
        [981., 872.],
        [885., 871.]]], dtype=float32),)",15307
383,[[4]],"(array([[[886., 776.],
        [983., 778.],
        [977., 874.],
        [882., 872.]]], dtype=float32),)",15348
384,[[4]],"(array([[[885., 777.],
        [982., 780.],
        [976., 875.],
        [881., 873.]]], dtype=float32),)",15388
385,[[4]],"(array([[[887., 779.],
        [984., 782.],
        [978., 877.],
        [883., 874.]]], dtype=float32),)",15428
386,[[4]],"(array([[[889., 782.],
        [986., 784.],
        [981., 880.],
        [885., 878.]]], dtype=float32),)",15468
387,[[4]],"(array([[[889., 782.],
        [986., 785.],
        [981., 880.],
        [885., 878.]]], dtype=float32),)",15508
388,[[4]],"(array([[[890., 780.],
        [986., 783.],
        [981., 878.],
        [885., 877.]]], dtype=float32),)",15548
389,[[4]],"(array([[[890., 779.],
        [987., 781.],
        [982., 877.],
        [887., 875.]]], dtype=float32),)",15588
390,[[4]],"(array([[[892., 778.],
        [990., 780.],
        [985., 875.],
        [889., 874.]]], dtype=float32),)",15628
391,[[4]],"(array([[[894., 778.],
        [991., 780.],
        [985., 876.],
        [891., 874.]]], dtype=float32),)",15668
392,[[4]],"(array([[[895., 778.],
        [993., 781.],
        [987., 876.],
        [892., 875.]]], dtype=float32),)",15708
393,[[4]],"(array([[[896., 778.],
        [993., 780.],
        [989., 875.],
        [892., 874.]]], dtype=float32),)",15748
394,[[4]],"(array([[[897., 776.],
        [994., 778.],
        [989., 873.],
        [893., 872.]]], dtype=float32),)",15788
395,[[4]],"(array([[[898., 774.],
        [996., 776.],
        [991., 871.],
        [895., 870.]]], dtype=float32),)",15828
396,[[4]],"(array([[[900., 773.],
        [998., 776.],
        [993., 871.],
        [897., 870.]]], dtype=float32),)",15868
397,[[4]],"(array([[[902., 772.],
        [999., 775.],
        [994., 870.],
        [897., 868.]]], dtype=float32),)",15908
398,[[4]],"(array([[[901., 770.],
        [998., 773.],
        [993., 868.],
        [897., 867.]]], dtype=float32),)",15948
399,[[4]],"(array([[[899., 769.],
        [997., 772.],
        [992., 867.],
        [896., 866.]]], dtype=float32),)",15988
400,[[4]],"(array([[[898., 767.],
        [996., 770.],
        [990., 865.],
        [894., 863.]]], dtype=float32),)",16029
401,[[4]],"(array([[[898., 765.],
        [995., 768.],
        [989., 863.],
        [894., 862.]]], dtype=float32),)",16069
402,[[4]],"(array([[[896., 764.],
        [994., 767.],
        [988., 862.],
        [892., 860.]]], dtype=float32),)",16109
403,[[4]],"(array([[[895., 763.],
        [993., 766.],
        [988., 860.],
        [891., 859.]]], dtype=float32),)",16149
404,[[4]],"(array([[[894., 761.],
        [991., 764.],
        [986., 859.],
        [890., 858.]]], dtype=float32),)",16189
405,[[4]],"(array([[[893., 761.],
        [990., 764.],
        [985., 859.],
        [889., 857.]]], dtype=float32),)",16229
406,[[4]],"(array([[[893., 762.],
        [990., 765.],
        [985., 860.],
        [889., 859.]]], dtype=float32),)",16269
407,[[4]],"(array([[[894., 763.],
        [991., 766.],
        [986., 861.],
        [890., 860.]]], dtype=float32),)",16309
408,"[[  4]
 [190]]","(array([[[894., 763.],
        [991., 765.],
        [987., 860.],
        [890., 859.]]], dtype=float32), array([[[1164.,   87.],
        [1482.,  127.],
        [1411.,  169.],
        [1126.,  146.]]], dtype=float32))",16349
409,[[4]],"(array([[[894., 762.],
        [991., 764.],
        [986., 859.],
        [890., 858.]]], dtype=float32),)",16389
410,[[4]],"(array([[[894., 761.],
        [992., 764.],
        [986., 859.],
        [891., 857.]]], dtype=float32),)",16429
411,[[4]],"(array([[[894., 761.],
        [992., 763.],
        [987., 858.],
        [891., 857.]]], dtype=float32),)",16470
412,[[4]],"(array([[[893., 761.],
        [991., 763.],
        [986., 858.],
        [889., 856.]]], dtype=float32),)",16510
413,[[4]],"(array([[[892., 761.],
        [990., 764.],
        [984., 859.],
        [889., 857.]]], dtype=float32),)",16550
414,[[4]],"(array([[[892., 762.],
        [990., 764.],
        [985., 859.],
        [889., 858.]]], dtype=float32),)",16590
415,[[4]],"(array([[[893., 762.],
        [991., 764.],
        [986., 859.],
        [890., 858.]]], dtype=float32),)",16630
416,[[4]],"(array([[[893., 764.],
        [991., 766.],
        [986., 861.],
        [890., 860.]]], dtype=float32),)",16670
417,[[4]],"(array([[[893., 767.],
        [991., 769.],
        [986., 865.],
        [890., 864.]]], dtype=float32),)",16710
418,[[4]],"(array([[[893., 771.],
        [991., 774.],
        [985., 869.],
        [890., 868.]]], dtype=float32),)",16750
419,[[4]],"(array([[[892., 772.],
        [990., 774.],
        [985., 870.],
        [889., 869.]]], dtype=float32),)",16790
420,[[4]],"(array([[[892., 770.],
        [989., 772.],
        [984., 868.],
        [888., 866.]]], dtype=float32),)",16830
421,[[4]],"(array([[[891., 769.],
        [989., 772.],
        [984., 867.],
        [887., 865.]]], dtype=float32),)",16870
422,[[4]],"(array([[[890., 771.],
        [988., 775.],
        [983., 869.],
        [886., 868.]]], dtype=float32),)",16910
423,[[4]],"(array([[[890., 779.],
        [987., 782.],
        [980., 880.],
        [885., 877.]]], dtype=float32),)",16950
424,,(),16990
425,[[4]],"(array([[[889., 815.],
        [987., 818.],
        [982., 922.],
        [885., 918.]]], dtype=float32),)",17030
426,[[4]],"(array([[[890., 829.],
        [989., 831.],
        [984., 932.],
        [886., 931.]]], dtype=float32),)",17070
427,[[4]],"(array([[[890., 836.],
        [990., 838.],
        [984., 939.],
        [887., 938.]]], dtype=float32),)",17111
428,[[4]],"(array([[[889., 838.],
        [989., 839.],
        [984., 940.],
        [886., 940.]]], dtype=float32),)",17151
429,[[4]],"(array([[[888., 836.],
        [988., 839.],
        [982., 939.],
        [884., 937.]]], dtype=float32),)",17191
430,[[4]],"(array([[[885., 834.],
        [986., 836.],
        [981., 936.],
        [882., 935.]]], dtype=float32),)",17231
431,[[4]],"(array([[[883., 831.],
        [984., 832.],
        [978., 933.],
        [880., 932.]]], dtype=float32),)",17271
432,"[[  4]
 [190]]","(array([[[882., 828.],
        [983., 830.],
        [978., 930.],
        [878., 928.]]], dtype=float32), array([[[1148.,  150.],
        [1464.,  183.],
        [1401.,  223.],
        [1100.,  200.]]], dtype=float32))",17311
433,[[4]],"(array([[[882., 825.],
        [983., 827.],
        [978., 926.],
        [879., 925.]]], dtype=float32),)",17351
434,[[4]],"(array([[[884., 818.],
        [984., 820.],
        [980., 918.],
        [880., 918.]]], dtype=float32),)",17391
435,[[4]],"(array([[[886., 812.],
        [986., 815.],
        [980., 912.],
        [881., 911.]]], dtype=float32),)",17431
436,[[4]],"(array([[[887., 806.],
        [986., 809.],
        [980., 907.],
        [881., 906.]]], dtype=float32),)",17471
437,[[4]],"(array([[[886., 804.],
        [986., 806.],
        [980., 905.],
        [882., 905.]]], dtype=float32),)",17511
438,[[4]],"(array([[[886., 804.],
        [987., 808.],
        [981., 905.],
        [882., 905.]]], dtype=float32),)",17552
439,[[4]],"(array([[[887., 805.],
        [986., 808.],
        [980., 907.],
        [882., 907.]]], dtype=float32),)",17592
440,[[4]],"(array([[[884., 808.],
        [985., 809.],
        [980., 908.],
        [881., 908.]]], dtype=float32),)",17632
441,[[4]],"(array([[[884., 809.],
        [984., 812.],
        [978., 911.],
        [880., 910.]]], dtype=float32),)",17672
442,[[4]],"(array([[[884., 811.],
        [984., 814.],
        [979., 912.],
        [880., 912.]]], dtype=float32),)",17712
443,[[4]],"(array([[[884., 812.],
        [985., 814.],
        [979., 913.],
        [880., 912.]]], dtype=float32),)",17752
444,[[4]],"(array([[[884., 813.],
        [985., 814.],
        [980., 913.],
        [881., 913.]]], dtype=float32),)",17792
445,[[4]],"(array([[[885., 812.],
        [985., 813.],
        [981., 912.],
        [882., 912.]]], dtype=float32),)",17832
446,[[4]],"(array([[[886., 810.],
        [986., 812.],
        [981., 910.],
        [882., 909.]]], dtype=float32),)",17872
447,[[4]],"(array([[[886., 808.],
        [987., 811.],
        [982., 909.],
        [883., 908.]]], dtype=float32),)",17912
448,[[4]],"(array([[[888., 807.],
        [988., 811.],
        [982., 909.],
        [884., 908.]]], dtype=float32),)",17952
449,[[4]],"(array([[[888., 808.],
        [989., 811.],
        [984., 909.],
        [884., 907.]]], dtype=float32),)",17992
450,[[4]],"(array([[[889., 811.],
        [990., 814.],
        [985., 912.],
        [885., 910.]]], dtype=float32),)",18032
451,[[4]],"(array([[[891., 811.],
        [991., 814.],
        [985., 913.],
        [887., 911.]]], dtype=float32),)",18072
452,[[4]],"(array([[[894., 809.],
        [994., 812.],
        [988., 911.],
        [890., 909.]]], dtype=float32),)",18112
453,[[4]],"(array([[[899., 812.],
        [998., 814.],
        [994., 914.],
        [895., 911.]]], dtype=float32),)",18152
454,[[4]],"(array([[[ 907.,  817.],
        [1006.,  821.],
        [1002.,  920.],
        [ 903.,  917.]]], dtype=float32),)",18192
455,[[4]],"(array([[[ 913.,  825.],
        [1014.,  828.],
        [1010.,  928.],
        [ 912.,  926.]]], dtype=float32),)",18233
456,[[4]],"(array([[[ 920.,  833.],
        [1021.,  835.],
        [1017.,  936.],
        [ 919.,  934.]]], dtype=float32),)",18273
457,[[4]],"(array([[[ 926.,  836.],
        [1028.,  839.],
        [1023.,  939.],
        [ 924.,  936.]]], dtype=float32),)",18313
458,[[4]],"(array([[[ 933.,  833.],
        [1034.,  835.],
        [1030.,  935.],
        [ 931.,  933.]]], dtype=float32),)",18353
459,[[4]],"(array([[[ 942.,  828.],
        [1042.,  832.],
        [1036.,  931.],
        [ 938.,  927.]]], dtype=float32),)",18393
460,[[4]],"(array([[[ 948.,  825.],
        [1047.,  829.],
        [1043.,  928.],
        [ 944.,  925.]]], dtype=float32),)",18433
461,[[4]],"(array([[[ 949.,  825.],
        [1049.,  829.],
        [1044.,  928.],
        [ 945.,  925.]]], dtype=float32),)",18473
462,[[4]],"(array([[[ 950.,  827.],
        [1049.,  830.],
        [1044.,  931.],
        [ 946.,  928.]]], dtype=float32),)",18513
463,[[4]],"(array([[[ 950.,  831.],
        [1050.,  835.],
        [1044.,  935.],
        [ 946.,  932.]]], dtype=float32),)",18553
464,[[4]],"(array([[[ 948.,  835.],
        [1049.,  839.],
        [1044.,  939.],
        [ 945.,  935.]]], dtype=float32),)",18593
465,[[4]],"(array([[[ 948.,  837.],
        [1047.,  841.],
        [1043.,  941.],
        [ 944.,  939.]]], dtype=float32),)",18633
466,[[4]],"(array([[[ 946.,  838.],
        [1047.,  842.],
        [1042.,  941.],
        [ 942.,  938.]]], dtype=float32),)",18674
467,[[4]],"(array([[[ 946.,  838.],
        [1046.,  841.],
        [1042.,  941.],
        [ 942.,  938.]]], dtype=float32),)",18714
468,[[4]],"(array([[[ 946.,  836.],
        [1046.,  840.],
        [1041.,  939.],
        [ 942.,  937.]]], dtype=float32),)",18754
469,[[4]],"(array([[[ 945.,  833.],
        [1045.,  836.],
        [1040.,  936.],
        [ 941.,  932.]]], dtype=float32),)",18794
470,[[4]],"(array([[[ 944.,  829.],
        [1045.,  833.],
        [1039.,  932.],
        [ 941.,  928.]]], dtype=float32),)",18834
471,[[4]],"(array([[[ 944.,  824.],
        [1043.,  827.],
        [1038.,  927.],
        [ 939.,  922.]]], dtype=float32),)",18874
472,[[4]],"(array([[[ 942.,  821.],
        [1041.,  825.],
        [1036.,  924.],
        [ 937.,  920.]]], dtype=float32),)",18914
473,[[4]],"(array([[[ 939.,  822.],
        [1038.,  825.],
        [1033.,  925.],
        [ 934.,  921.]]], dtype=float32),)",18954
474,[[4]],"(array([[[ 934.,  823.],
        [1033.,  826.],
        [1028.,  925.],
        [ 929.,  922.]]], dtype=float32),)",18994
475,[[4]],"(array([[[ 927.,  823.],
        [1026.,  826.],
        [1021.,  925.],
        [ 922.,  922.]]], dtype=float32),)",19034
476,[[4]],"(array([[[ 920.,  822.],
        [1019.,  826.],
        [1014.,  924.],
        [ 915.,  922.]]], dtype=float32),)",19074
477,[[4]],"(array([[[ 913.,  821.],
        [1013.,  824.],
        [1007.,  923.],
        [ 909.,  920.]]], dtype=float32),)",19114
478,[[4]],"(array([[[ 909.,  819.],
        [1008.,  823.],
        [1002.,  921.],
        [ 904.,  918.]]], dtype=float32),)",19154
479,[[4]],"(array([[[ 904.,  817.],
        [1003.,  821.],
        [ 997.,  919.],
        [ 899.,  916.]]], dtype=float32),)",19194
480,[[4]],"(array([[[898., 816.],
        [998., 819.],
        [992., 917.],
        [894., 915.]]], dtype=float32),)",19234
481,[[4]],"(array([[[896., 814.],
        [996., 818.],
        [990., 915.],
        [892., 914.]]], dtype=float32),)",19274
482,[[4]],"(array([[[896., 812.],
        [995., 815.],
        [990., 913.],
        [892., 912.]]], dtype=float32),)",19315
483,[[4]],"(array([[[897., 810.],
        [997., 813.],
        [992., 910.],
        [893., 909.]]], dtype=float32),)",19355
484,[[4]],"(array([[[898., 809.],
        [998., 812.],
        [992., 910.],
        [895., 909.]]], dtype=float32),)",19395
485,[[4]],"(array([[[899., 810.],
        [998., 812.],
        [993., 910.],
        [896., 910.]]], dtype=float32),)",19435
486,[[4]],"(array([[[899., 811.],
        [999., 813.],
        [995., 911.],
        [896., 910.]]], dtype=float32),)",19475
487,[[4]],"(array([[[ 900.,  811.],
        [1000.,  813.],
        [ 996.,  911.],
        [ 897.,  910.]]], dtype=float32),)",19515
488,[[4]],"(array([[[ 902.,  810.],
        [1001.,  813.],
        [ 996.,  911.],
        [ 898.,  909.]]], dtype=float32),)",19555
489,[[4]],"(array([[[ 902.,  810.],
        [1002.,  813.],
        [ 997.,  911.],
        [ 899.,  909.]]], dtype=float32),)",19595
490,[[4]],"(array([[[ 903.,  809.],
        [1003.,  813.],
        [ 997.,  910.],
        [ 899.,  909.]]], dtype=float32),)",19635
491,[[4]],"(array([[[ 902.,  809.],
        [1002.,  812.],
        [ 996.,  910.],
        [ 898.,  908.]]], dtype=float32),)",19675
492,[[4]],"(array([[[ 901.,  808.],
        [1000.,  811.],
        [ 995.,  909.],
        [ 897.,  908.]]], dtype=float32),)",19715
493,[[4]],"(array([[[900., 808.],
        [999., 810.],
        [995., 908.],
        [896., 908.]]], dtype=float32),)",19756
494,[[4]],"(array([[[900., 808.],
        [999., 810.],
        [994., 909.],
        [896., 907.]]], dtype=float32),)",19796
495,[[4]],"(array([[[ 901.,  808.],
        [1000.,  810.],
        [ 995.,  909.],
        [ 897.,  907.]]], dtype=float32),)",19836
496,[[4]],"(array([[[ 902.,  809.],
        [1001.,  811.],
        [ 996.,  909.],
        [ 898.,  908.]]], dtype=float32),)",19876
497,[[4]],"(array([[[ 902.,  809.],
        [1001.,  811.],
        [ 996.,  910.],
        [ 898.,  908.]]], dtype=float32),)",19916
498,[[4]],"(array([[[ 902.,  812.],
        [1001.,  814.],
        [ 996.,  913.],
        [ 898.,  911.]]], dtype=float32),)",19956
499,[[4]],"(array([[[ 903.,  814.],
        [1002.,  817.],
        [ 997.,  915.],
        [ 899.,  914.]]], dtype=float32),)",19996
500,[[4]],"(array([[[ 902.,  817.],
        [1001.,  819.],
        [ 996.,  918.],
        [ 898.,  916.]]], dtype=float32),)",20036
501,[[4]],"(array([[[ 902.,  818.],
        [1001.,  820.],
        [ 996.,  919.],
        [ 898.,  917.]]], dtype=float32),)",20076
502,[[4]],"(array([[[ 902.,  818.],
        [1001.,  820.],
        [ 996.,  919.],
        [ 898.,  918.]]], dtype=float32),)",20116
503,"[[  4]
 [127]]","(array([[[ 903.,  818.],
        [1001.,  820.],
        [ 997.,  919.],
        [ 898.,  917.]]], dtype=float32), array([[[1033.,  358.],
        [1171.,  355.],
        [1188.,  378.],
        [1036.,  381.]]], dtype=float32))",20156
504,[[4]],"(array([[[ 903.,  819.],
        [1002.,  822.],
        [ 997.,  920.],
        [ 899.,  918.]]], dtype=float32),)",20196
505,[[4]],"(array([[[ 903.,  820.],
        [1002.,  822.],
        [ 997.,  921.],
        [ 899.,  919.]]], dtype=float32),)",20236
506,[[4]],"(array([[[ 905.,  821.],
        [1004.,  824.],
        [ 999.,  922.],
        [ 901.,  921.]]], dtype=float32),)",20276
507,[[4]],"(array([[[ 906.,  823.],
        [1005.,  825.],
        [1001.,  924.],
        [ 902.,  922.]]], dtype=float32),)",20316
508,[[4]],"(array([[[ 904.,  825.],
        [1003.,  827.],
        [ 998.,  926.],
        [ 900.,  924.]]], dtype=float32),)",20356
509,[[4]],"(array([[[ 902.,  827.],
        [1001.,  829.],
        [ 996.,  928.],
        [ 898.,  927.]]], dtype=float32),)",20396
510,[[4]],"(array([[[ 900.,  829.],
        [1000.,  831.],
        [ 996.,  929.],
        [ 897.,  928.]]], dtype=float32),)",20437
511,[[4]],"(array([[[ 901.,  828.],
        [1000.,  831.],
        [ 996.,  929.],
        [ 897.,  928.]]], dtype=float32),)",20477
512,[[4]],"(array([[[ 900.,  829.],
        [1000.,  830.],
        [ 996.,  929.],
        [ 897.,  928.]]], dtype=float32),)",20517
513,[[4]],"(array([[[ 901.,  829.],
        [1000.,  830.],
        [ 996.,  930.],
        [ 897.,  928.]]], dtype=float32),)",20557
514,[[4]],"(array([[[ 901.,  830.],
        [1000.,  832.],
        [ 995.,  932.],
        [ 897.,  931.]]], dtype=float32),)",20597
515,[[4]],"(array([[[900., 832.],
        [999., 834.],
        [995., 933.],
        [896., 932.]]], dtype=float32),)",20637
516,[[4]],"(array([[[898., 835.],
        [998., 836.],
        [994., 936.],
        [896., 936.]]], dtype=float32),)",20677
517,[[4]],"(array([[[899., 836.],
        [998., 838.],
        [993., 938.],
        [895., 937.]]], dtype=float32),)",20717
518,[[4]],"(array([[[898., 836.],
        [998., 837.],
        [993., 937.],
        [895., 936.]]], dtype=float32),)",20757
519,[[4]],"(array([[[899., 833.],
        [998., 834.],
        [995., 933.],
        [896., 933.]]], dtype=float32),)",20797
520,[[4]],"(array([[[900., 828.],
        [999., 829.],
        [995., 928.],
        [896., 928.]]], dtype=float32),)",20837
521,[[4]],"(array([[[ 901.,  821.],
        [1000.,  822.],
        [ 996.,  920.],
        [ 898.,  920.]]], dtype=float32),)",20878
522,[[4]],"(array([[[ 903.,  813.],
        [1001.,  815.],
        [ 996.,  913.],
        [ 899.,  913.]]], dtype=float32),)",20918
523,[[4]],"(array([[[ 902.,  806.],
        [1001.,  808.],
        [ 996.,  906.],
        [ 898.,  903.]]], dtype=float32),)",20958
524,[[4]],"(array([[[ 903.,  800.],
        [1001.,  802.],
        [ 996.,  899.],
        [ 899.,  898.]]], dtype=float32),)",20998
525,[[4]],"(array([[[ 903.,  795.],
        [1002.,  797.],
        [ 996.,  894.],
        [ 900.,  892.]]], dtype=float32),)",21038
526,[[4]],"(array([[[ 904.,  789.],
        [1003.,  790.],
        [ 998.,  887.],
        [ 902.,  886.]]], dtype=float32),)",21078
527,[[4]],"(array([[[ 907.,  779.],
        [1004.,  781.],
        [ 999.,  877.],
        [ 903.,  876.]]], dtype=float32),)",21118
528,[[4]],"(array([[[ 907.,  769.],
        [1005.,  771.],
        [ 999.,  867.],
        [ 904.,  866.]]], dtype=float32),)",21158
529,[[4]],"(array([[[ 908.,  760.],
        [1005.,  762.],
        [1000.,  858.],
        [ 904.,  856.]]], dtype=float32),)",21198
530,[[4]],"(array([[[ 910.,  756.],
        [1007.,  759.],
        [1002.,  854.],
        [ 906.,  853.]]], dtype=float32),)",21238
531,[[4]],"(array([[[ 910.,  757.],
        [1009.,  759.],
        [1004.,  854.],
        [ 907.,  852.]]], dtype=float32),)",21278
532,[[4]],"(array([[[ 912.,  755.],
        [1010.,  758.],
        [1005.,  853.],
        [ 908.,  851.]]], dtype=float32),)",21318
533,[[4]],"(array([[[ 912.,  755.],
        [1010.,  758.],
        [1005.,  853.],
        [ 909.,  852.]]], dtype=float32),)",21358
534,[[4]],"(array([[[ 911.,  752.],
        [1010.,  755.],
        [1004.,  850.],
        [ 908.,  848.]]], dtype=float32),)",21398
535,[[4]],"(array([[[ 911.,  749.],
        [1009.,  752.],
        [1004.,  847.],
        [ 908.,  845.]]], dtype=float32),)",21438
536,[[4]],"(array([[[ 911.,  748.],
        [1009.,  750.],
        [1004.,  846.],
        [ 908.,  843.]]], dtype=float32),)",21478
537,[[4]],"(array([[[ 912.,  749.],
        [1010.,  752.],
        [1004.,  847.],
        [ 909.,  845.]]], dtype=float32),)",21518
538,[[4]],"(array([[[ 912.,  751.],
        [1011.,  754.],
        [1005.,  849.],
        [ 909.,  846.]]], dtype=float32),)",21559
539,[[4]],"(array([[[ 912.,  754.],
        [1010.,  757.],
        [1005.,  852.],
        [ 908.,  850.]]], dtype=float32),)",21599
540,[[4]],"(array([[[ 912.,  759.],
        [1010.,  762.],
        [1004.,  858.],
        [ 908.,  856.]]], dtype=float32),)",21639
541,[[4]],"(array([[[ 912.,  764.],
        [1010.,  768.],
        [1004.,  863.],
        [ 908.,  861.]]], dtype=float32),)",21679
542,[[4]],"(array([[[ 912.,  770.],
        [1010.,  772.],
        [1005.,  869.],
        [ 908.,  866.]]], dtype=float32),)",21719
543,[[4]],"(array([[[ 914.,  773.],
        [1011.,  777.],
        [1006.,  873.],
        [ 909.,  870.]]], dtype=float32),)",21759
544,"[[  4]
 [190]]","(array([[[ 913.,  776.],
        [1012.,  780.],
        [1006.,  875.],
        [ 910.,  873.]]], dtype=float32), array([[[1179.,  106.],
        [1505.,  128.],
        [1445.,  172.],
        [1110.,  150.]]], dtype=float32))",21799
545,[[4]],"(array([[[ 913.,  777.],
        [1011.,  780.],
        [1006.,  876.],
        [ 909.,  874.]]], dtype=float32),)",21839
546,[[4]],"(array([[[ 913.,  777.],
        [1011.,  780.],
        [1006.,  876.],
        [ 909.,  874.]]], dtype=float32),)",21879
547,[[4]],"(array([[[ 913.,  777.],
        [1011.,  780.],
        [1006.,  876.],
        [ 908.,  874.]]], dtype=float32),)",21919
548,[[4]],"(array([[[ 912.,  778.],
        [1011.,  781.],
        [1006.,  877.],
        [ 908.,  874.]]], dtype=float32),)",21959
549,[[4]],"(array([[[ 913.,  778.],
        [1011.,  781.],
        [1006.,  878.],
        [ 909.,  876.]]], dtype=float32),)",22000
550,[[4]],"(array([[[ 912.,  780.],
        [1011.,  783.],
        [1006.,  879.],
        [ 909.,  877.]]], dtype=float32),)",22040
551,[[4]],"(array([[[ 913.,  781.],
        [1011.,  784.],
        [1006.,  880.],
        [ 908.,  878.]]], dtype=float32),)",22080
552,[[4]],"(array([[[ 912.,  782.],
        [1011.,  785.],
        [1006.,  881.],
        [ 908.,  878.]]], dtype=float32),)",22120
553,[[4]],"(array([[[ 913.,  782.],
        [1011.,  785.],
        [1005.,  882.],
        [ 909.,  880.]]], dtype=float32),)",22160
554,[[4]],"(array([[[ 912.,  782.],
        [1011.,  786.],
        [1006.,  881.],
        [ 909.,  880.]]], dtype=float32),)",22200
555,[[4]],"(array([[[ 912.,  782.],
        [1011.,  785.],
        [1005.,  881.],
        [ 908.,  879.]]], dtype=float32),)",22240
556,[[4]],"(array([[[ 912.,  781.],
        [1011.,  785.],
        [1005.,  881.],
        [ 908.,  878.]]], dtype=float32),)",22280
557,[[4]],"(array([[[ 911.,  783.],
        [1010.,  786.],
        [1004.,  883.],
        [ 907.,  880.]]], dtype=float32),)",22320
558,"[[  4]
 [216]]","(array([[[ 910.,  789.],
        [1009.,  792.],
        [1003.,  889.],
        [ 906.,  887.]]], dtype=float32), array([[[1541.,  612.],
        [1531.,  609.],
        [1532.,  541.],
        [1550.,  607.]]], dtype=float32))",22360
559,[[4]],"(array([[[ 910.,  794.],
        [1009.,  796.],
        [1003.,  895.],
        [ 906.,  891.]]], dtype=float32),)",22400
560,[[4]],"(array([[[ 912.,  799.],
        [1011.,  803.],
        [1005.,  900.],
        [ 908.,  898.]]], dtype=float32),)",22440
561,[[4]],"(array([[[ 912.,  803.],
        [1011.,  806.],
        [1006.,  904.],
        [ 908.,  901.]]], dtype=float32),)",22480
562,[[4]],"(array([[[ 913.,  805.],
        [1012.,  808.],
        [1006.,  906.],
        [ 909.,  904.]]], dtype=float32),)",22520
563,[[4]],"(array([[[ 912.,  804.],
        [1011.,  807.],
        [1006.,  905.],
        [ 908.,  903.]]], dtype=float32),)",22560
564,[[4]],"(array([[[ 911.,  805.],
        [1011.,  809.],
        [1005.,  906.],
        [ 907.,  904.]]], dtype=float32),)",22600
565,[[4]],"(array([[[ 910.,  807.],
        [1009.,  810.],
        [1003.,  909.],
        [ 905.,  905.]]], dtype=float32),)",22641
566,[[4]],"(array([[[ 909.,  808.],
        [1008.,  811.],
        [1002.,  909.],
        [ 904.,  906.]]], dtype=float32),)",22681
567,[[4]],"(array([[[ 908.,  806.],
        [1007.,  810.],
        [1001.,  907.],
        [ 903.,  904.]]], dtype=float32),)",22721
568,[[4]],"(array([[[ 908.,  803.],
        [1006.,  806.],
        [1000.,  904.],
        [ 903.,  901.]]], dtype=float32),)",22761
569,[[4]],"(array([[[ 908.,  801.],
        [1007.,  806.],
        [1001.,  902.],
        [ 903.,  899.]]], dtype=float32),)",22801
570,[[4]],"(array([[[ 908.,  799.],
        [1007.,  804.],
        [1001.,  900.],
        [ 903.,  897.]]], dtype=float32),)",22841
571,[[4]],"(array([[[ 907.,  796.],
        [1006.,  799.],
        [1000.,  896.],
        [ 903.,  894.]]], dtype=float32),)",22881
572,[[4]],"(array([[[ 907.,  792.],
        [1006.,  795.],
        [1000.,  892.],
        [ 903.,  890.]]], dtype=float32),)",22921
573,[[4]],"(array([[[ 908.,  789.],
        [1007.,  792.],
        [1001.,  889.],
        [ 904.,  887.]]], dtype=float32),)",22961
574,[[4]],"(array([[[ 908.,  787.],
        [1007.,  791.],
        [1001.,  887.],
        [ 904.,  885.]]], dtype=float32),)",23001
575,[[4]],"(array([[[ 908.,  786.],
        [1006.,  789.],
        [1000.,  887.],
        [ 903.,  884.]]], dtype=float32),)",23041
576,[[4]],"(array([[[ 907.,  786.],
        [1006.,  790.],
        [1000.,  886.],
        [ 903.,  883.]]], dtype=float32),)",23082
577,[[4]],"(array([[[ 908.,  785.],
        [1006.,  790.],
        [1000.,  886.],
        [ 902.,  882.]]], dtype=float32),)",23122
578,[[4]],"(array([[[ 907.,  787.],
        [1005.,  791.],
        [ 999.,  888.],
        [ 902.,  885.]]], dtype=float32),)",23162
579,[[4]],"(array([[[ 906.,  789.],
        [1005.,  793.],
        [ 999.,  889.],
        [ 902.,  887.]]], dtype=float32),)",23202
580,[[4]],"(array([[[ 907.,  787.],
        [1005.,  792.],
        [ 999.,  887.],
        [ 902.,  885.]]], dtype=float32),)",23242
581,[[4]],"(array([[[ 906.,  784.],
        [1004.,  787.],
        [ 999.,  883.],
        [ 901.,  881.]]], dtype=float32),)",23282
582,[[4]],"(array([[[ 905.,  781.],
        [1004.,  785.],
        [ 998.,  881.],
        [ 901.,  879.]]], dtype=float32),)",23322
583,[[4]],"(array([[[ 905.,  781.],
        [1004.,  785.],
        [ 997.,  881.],
        [ 901.,  879.]]], dtype=float32),)",23362
584,[[4]],"(array([[[ 906.,  782.],
        [1004.,  785.],
        [ 998.,  882.],
        [ 901.,  879.]]], dtype=float32),)",23402
585,"[[  4]
 [190]]","(array([[[ 906.,  782.],
        [1005.,  786.],
        [ 999.,  882.],
        [ 902.,  880.]]], dtype=float32), array([[[1181.,  101.],
        [1500.,  141.],
        [1451.,  182.],
        [1141.,  174.]]], dtype=float32))",23442
