,aruco_IDs,aruco_Corners,Timestamps
5648,[[4]],"(array([[[1066.,  763.],
        [1165.,  768.],
        [1160.,  866.],
        [1063.,  860.]]], dtype=float32),)",226329
5649,[[4]],"(array([[[1066.,  762.],
        [1165.,  767.],
        [1161.,  864.],
        [1063.,  858.]]], dtype=float32),)",226369
5650,[[4]],"(array([[[1065.,  761.],
        [1165.,  767.],
        [1159.,  864.],
        [1062.,  857.]]], dtype=float32),)",226409
5651,[[4]],"(array([[[1064.,  761.],
        [1164.,  766.],
        [1159.,  863.],
        [1062.,  857.]]], dtype=float32),)",226449
5652,[[4]],"(array([[[1064.,  761.],
        [1164.,  766.],
        [1160.,  863.],
        [1061.,  856.]]], dtype=float32),)",226490
5653,[[4]],"(array([[[1064.,  762.],
        [1164.,  767.],
        [1160.,  864.],
        [1062.,  858.]]], dtype=float32),)",226530
5654,[[4]],"(array([[[1065.,  763.],
        [1165.,  769.],
        [1160.,  866.],
        [1062.,  860.]]], dtype=float32),)",226570
5655,[[4]],"(array([[[1066.,  764.],
        [1165.,  770.],
        [1161.,  867.],
        [1062.,  861.]]], dtype=float32),)",226610
5656,[[4]],"(array([[[1065.,  765.],
        [1165.,  770.],
        [1160.,  868.],
        [1062.,  861.]]], dtype=float32),)",226650
5657,[[4]],"(array([[[1065.,  765.],
        [1165.,  770.],
        [1161.,  867.],
        [1062.,  861.]]], dtype=float32),)",226690
5658,[[4]],"(array([[[1065.,  764.],
        [1165.,  770.],
        [1160.,  867.],
        [1062.,  860.]]], dtype=float32),)",226730
5659,[[4]],"(array([[[1065.,  764.],
        [1165.,  770.],
        [1160.,  867.],
        [1062.,  860.]]], dtype=float32),)",226770
5660,[[4]],"(array([[[1065.,  764.],
        [1165.,  770.],
        [1161.,  867.],
        [1062.,  860.]]], dtype=float32),)",226810
5661,[[4]],"(array([[[1066.,  764.],
        [1165.,  770.],
        [1161.,  867.],
        [1062.,  860.]]], dtype=float32),)",226850
5662,[[4]],"(array([[[1066.,  764.],
        [1165.,  770.],
        [1161.,  867.],
        [1062.,  861.]]], dtype=float32),)",226890
5663,[[4]],"(array([[[1065.,  765.],
        [1165.,  771.],
        [1159.,  868.],
        [1062.,  862.]]], dtype=float32),)",226930
5664,[[4]],"(array([[[1064.,  766.],
        [1164.,  771.],
        [1159.,  869.],
        [1062.,  863.]]], dtype=float32),)",226970
5665,[[4]],"(array([[[1065.,  766.],
        [1165.,  772.],
        [1161.,  869.],
        [1062.,  862.]]], dtype=float32),)",227010
5666,[[4]],"(array([[[1066.,  767.],
        [1166.,  773.],
        [1162.,  869.],
        [1063.,  864.]]], dtype=float32),)",227050
5667,[[4]],"(array([[[1066.,  767.],
        [1166.,  773.],
        [1161.,  870.],
        [1063.,  864.]]], dtype=float32),)",227090
5668,[[4]],"(array([[[1066.,  767.],
        [1166.,  773.],
        [1160.,  870.],
        [1063.,  864.]]], dtype=float32),)",227130
5669,[[4]],"(array([[[1065.,  768.],
        [1165.,  773.],
        [1161.,  870.],
        [1062.,  864.]]], dtype=float32),)",227171
5670,[[4]],"(array([[[1066.,  768.],
        [1165.,  774.],
        [1161.,  871.],
        [1062.,  865.]]], dtype=float32),)",227211
5671,[[4]],"(array([[[1066.,  769.],
        [1165.,  775.],
        [1161.,  872.],
        [1062.,  866.]]], dtype=float32),)",227251
5672,[[4]],"(array([[[1066.,  770.],
        [1165.,  775.],
        [1161.,  873.],
        [1062.,  867.]]], dtype=float32),)",227291
5673,[[4]],"(array([[[1066.,  771.],
        [1165.,  776.],
        [1161.,  874.],
        [1062.,  868.]]], dtype=float32),)",227331
5674,[[4]],"(array([[[1066.,  771.],
        [1165.,  777.],
        [1160.,  875.],
        [1063.,  868.]]], dtype=float32),)",227371
5675,[[4]],"(array([[[1066.,  771.],
        [1165.,  777.],
        [1161.,  874.],
        [1063.,  868.]]], dtype=float32),)",227411
5676,[[4]],"(array([[[1066.,  771.],
        [1165.,  776.],
        [1161.,  874.],
        [1063.,  868.]]], dtype=float32),)",227451
5677,[[4]],"(array([[[1066.,  771.],
        [1166.,  777.],
        [1161.,  874.],
        [1063.,  868.]]], dtype=float32),)",227491
5678,[[4]],"(array([[[1066.,  771.],
        [1165.,  777.],
        [1161.,  874.],
        [1063.,  868.]]], dtype=float32),)",227531
5679,[[4]],"(array([[[1065.,  771.],
        [1165.,  776.],
        [1160.,  874.],
        [1063.,  868.]]], dtype=float32),)",227571
5680,[[4]],"(array([[[1066.,  770.],
        [1165.,  776.],
        [1161.,  873.],
        [1062.,  866.]]], dtype=float32),)",227612
5681,[[4]],"(array([[[1065.,  770.],
        [1165.,  775.],
        [1160.,  873.],
        [1063.,  867.]]], dtype=float32),)",227652
5682,[[4]],"(array([[[1065.,  770.],
        [1165.,  776.],
        [1160.,  873.],
        [1062.,  867.]]], dtype=float32),)",227692
5683,[[4]],"(array([[[1065.,  770.],
        [1165.,  776.],
        [1161.,  873.],
        [1062.,  867.]]], dtype=float32),)",227732
5684,[[4]],"(array([[[1065.,  771.],
        [1165.,  776.],
        [1160.,  874.],
        [1062.,  867.]]], dtype=float32),)",227772
5685,[[4]],"(array([[[1065.,  771.],
        [1165.,  776.],
        [1161.,  873.],
        [1062.,  867.]]], dtype=float32),)",227812
5686,[[4]],"(array([[[1065.,  770.],
        [1165.,  776.],
        [1159.,  874.],
        [1062.,  868.]]], dtype=float32),)",227852
5687,[[4]],"(array([[[1065.,  770.],
        [1164.,  776.],
        [1160.,  873.],
        [1062.,  868.]]], dtype=float32),)",227892
5688,[[4]],"(array([[[1065.,  770.],
        [1165.,  776.],
        [1160.,  873.],
        [1062.,  867.]]], dtype=float32),)",227932
5689,[[4]],"(array([[[1064.,  770.],
        [1164.,  775.],
        [1160.,  873.],
        [1062.,  867.]]], dtype=float32),)",227972
5690,[[4]],"(array([[[1065.,  769.],
        [1164.,  775.],
        [1160.,  872.],
        [1061.,  866.]]], dtype=float32),)",228012
5691,[[4]],"(array([[[1064.,  769.],
        [1164.,  775.],
        [1159.,  872.],
        [1061.,  867.]]], dtype=float32),)",228052
5692,[[4]],"(array([[[1064.,  769.],
        [1163.,  774.],
        [1159.,  872.],
        [1061.,  867.]]], dtype=float32),)",228092
5693,[[4]],"(array([[[1063.,  769.],
        [1163.,  774.],
        [1159.,  871.],
        [1061.,  866.]]], dtype=float32),)",228132
5694,[[4]],"(array([[[1063.,  769.],
        [1163.,  774.],
        [1159.,  871.],
        [1061.,  866.]]], dtype=float32),)",228172
5695,[[4]],"(array([[[1063.,  769.],
        [1163.,  774.],
        [1158.,  872.],
        [1060.,  865.]]], dtype=float32),)",228212
5696,[[4]],"(array([[[1063.,  769.],
        [1163.,  774.],
        [1159.,  872.],
        [1060.,  866.]]], dtype=float32),)",228253
5697,[[4]],"(array([[[1063.,  769.],
        [1163.,  773.],
        [1159.,  871.],
        [1060.,  865.]]], dtype=float32),)",228293
5698,[[4]],"(array([[[1063.,  768.],
        [1163.,  773.],
        [1159.,  870.],
        [1060.,  864.]]], dtype=float32),)",228333
5699,[[4]],"(array([[[1063.,  767.],
        [1163.,  773.],
        [1158.,  870.],
        [1060.,  864.]]], dtype=float32),)",228373
5700,[[4]],"(array([[[1063.,  767.],
        [1163.,  772.],
        [1158.,  870.],
        [1060.,  864.]]], dtype=float32),)",228413
5701,[[4]],"(array([[[1063.,  767.],
        [1163.,  772.],
        [1159.,  870.],
        [1060.,  864.]]], dtype=float32),)",228453
5702,[[4]],"(array([[[1064.,  767.],
        [1163.,  772.],
        [1159.,  870.],
        [1060.,  864.]]], dtype=float32),)",228493
5703,[[4]],"(array([[[1064.,  767.],
        [1163.,  772.],
        [1159.,  870.],
        [1060.,  864.]]], dtype=float32),)",228533
5704,[[4]],"(array([[[1063.,  767.],
        [1163.,  773.],
        [1159.,  870.],
        [1060.,  864.]]], dtype=float32),)",228573
5705,[[4]],"(array([[[1062.,  768.],
        [1163.,  773.],
        [1158.,  870.],
        [1060.,  864.]]], dtype=float32),)",228613
5706,[[4]],"(array([[[1062.,  768.],
        [1163.,  774.],
        [1158.,  871.],
        [1060.,  865.]]], dtype=float32),)",228653
5707,[[4]],"(array([[[1062.,  769.],
        [1163.,  774.],
        [1159.,  871.],
        [1060.,  866.]]], dtype=float32),)",228694
5708,[[4]],"(array([[[1062.,  770.],
        [1163.,  775.],
        [1158.,  873.],
        [1060.,  867.]]], dtype=float32),)",228734
5709,[[4]],"(array([[[1062.,  771.],
        [1163.,  776.],
        [1158.,  874.],
        [1060.,  868.]]], dtype=float32),)",228774
5710,[[4]],"(array([[[1062.,  771.],
        [1162.,  776.],
        [1158.,  874.],
        [1060.,  869.]]], dtype=float32),)",228814
5711,[[4]],"(array([[[1062.,  771.],
        [1163.,  777.],
        [1158.,  874.],
        [1060.,  869.]]], dtype=float32),)",228854
5712,[[4]],"(array([[[1062.,  771.],
        [1162.,  776.],
        [1158.,  874.],
        [1060.,  868.]]], dtype=float32),)",228894
5713,[[4]],"(array([[[1062.,  771.],
        [1162.,  776.],
        [1158.,  874.],
        [1060.,  868.]]], dtype=float32),)",228934
5714,[[4]],"(array([[[1062.,  771.],
        [1163.,  777.],
        [1157.,  874.],
        [1060.,  868.]]], dtype=float32),)",228974
5715,[[4]],"(array([[[1063.,  769.],
        [1162.,  775.],
        [1157.,  873.],
        [1060.,  867.]]], dtype=float32),)",229014
5716,[[4]],"(array([[[1061.,  769.],
        [1162.,  775.],
        [1158.,  871.],
        [1059.,  865.]]], dtype=float32),)",229054
5717,[[4]],"(array([[[1061.,  768.],
        [1161.,  773.],
        [1156.,  871.],
        [1059.,  865.]]], dtype=float32),)",229094
5718,[[4]],"(array([[[1061.,  769.],
        [1161.,  774.],
        [1156.,  872.],
        [1058.,  865.]]], dtype=float32),)",229134
5719,[[4]],"(array([[[1061.,  770.],
        [1161.,  774.],
        [1157.,  873.],
        [1059.,  867.]]], dtype=float32),)",229174
5720,[[4]],"(array([[[1062.,  770.],
        [1162.,  776.],
        [1157.,  874.],
        [1059.,  867.]]], dtype=float32),)",229214
5721,[[4]],"(array([[[1062.,  771.],
        [1162.,  776.],
        [1157.,  874.],
        [1059.,  867.]]], dtype=float32),)",229254
5722,[[4]],"(array([[[1061.,  770.],
        [1161.,  775.],
        [1157.,  873.],
        [1058.,  866.]]], dtype=float32),)",229294
5723,[[4]],"(array([[[1061.,  769.],
        [1161.,  774.],
        [1156.,  872.],
        [1058.,  866.]]], dtype=float32),)",229334
5724,[[4]],"(array([[[1061.,  768.],
        [1161.,  774.],
        [1156.,  871.],
        [1058.,  865.]]], dtype=float32),)",229375
5725,[[4]],"(array([[[1061.,  768.],
        [1161.,  773.],
        [1156.,  871.],
        [1058.,  864.]]], dtype=float32),)",229415
5726,[[4]],"(array([[[1061.,  768.],
        [1161.,  774.],
        [1157.,  871.],
        [1058.,  865.]]], dtype=float32),)",229455
5727,[[4]],"(array([[[1061.,  769.],
        [1161.,  774.],
        [1157.,  872.],
        [1058.,  865.]]], dtype=float32),)",229495
5728,[[4]],"(array([[[1061.,  770.],
        [1161.,  775.],
        [1156.,  873.],
        [1058.,  866.]]], dtype=float32),)",229535
5729,[[4]],"(array([[[1062.,  770.],
        [1161.,  775.],
        [1157.,  873.],
        [1058.,  867.]]], dtype=float32),)",229575
5730,[[4]],"(array([[[1062.,  770.],
        [1161.,  775.],
        [1157.,  873.],
        [1059.,  867.]]], dtype=float32),)",229615
5731,[[4]],"(array([[[1061.,  770.],
        [1161.,  775.],
        [1157.,  873.],
        [1059.,  867.]]], dtype=float32),)",229655
5732,[[4]],"(array([[[1062.,  769.],
        [1161.,  774.],
        [1157.,  872.],
        [1059.,  867.]]], dtype=float32),)",229695
5733,[[4]],"(array([[[1062.,  769.],
        [1161.,  774.],
        [1157.,  872.],
        [1059.,  866.]]], dtype=float32),)",229735
5734,[[4]],"(array([[[1061.,  769.],
        [1161.,  774.],
        [1157.,  872.],
        [1058.,  866.]]], dtype=float32),)",229775
5735,[[4]],"(array([[[1062.,  769.],
        [1161.,  775.],
        [1156.,  873.],
        [1058.,  867.]]], dtype=float32),)",229816
5736,[[4]],"(array([[[1061.,  770.],
        [1161.,  776.],
        [1157.,  873.],
        [1058.,  868.]]], dtype=float32),)",229856
5737,[[4]],"(array([[[1060.,  772.],
        [1161.,  777.],
        [1156.,  875.],
        [1058.,  869.]]], dtype=float32),)",229896
5738,[[4]],"(array([[[1062.,  772.],
        [1161.,  778.],
        [1157.,  875.],
        [1058.,  870.]]], dtype=float32),)",229936
5739,[[4]],"(array([[[1062.,  772.],
        [1161.,  777.],
        [1157.,  875.],
        [1058.,  869.]]], dtype=float32),)",229976
5740,[[4]],"(array([[[1061.,  771.],
        [1161.,  776.],
        [1157.,  873.],
        [1058.,  867.]]], dtype=float32),)",230016
5741,[[4]],"(array([[[1061.,  768.],
        [1160.,  773.],
        [1156.,  871.],
        [1057.,  864.]]], dtype=float32),)",230056
5742,[[4]],"(array([[[1061.,  766.],
        [1160.,  771.],
        [1156.,  869.],
        [1057.,  863.]]], dtype=float32),)",230096
5743,[[4]],"(array([[[1060.,  766.],
        [1160.,  771.],
        [1156.,  869.],
        [1057.,  862.]]], dtype=float32),)",230136
5744,[[4]],"(array([[[1060.,  767.],
        [1160.,  772.],
        [1156.,  869.],
        [1058.,  864.]]], dtype=float32),)",230176
5745,[[4]],"(array([[[1060.,  768.],
        [1160.,  773.],
        [1155.,  871.],
        [1057.,  864.]]], dtype=float32),)",230216
5746,[[4]],"(array([[[1060.,  769.],
        [1160.,  774.],
        [1156.,  872.],
        [1057.,  865.]]], dtype=float32),)",230256
5747,[[4]],"(array([[[1060.,  770.],
        [1160.,  775.],
        [1156.,  873.],
        [1058.,  868.]]], dtype=float32),)",230296
5748,[[4]],"(array([[[1060.,  771.],
        [1161.,  777.],
        [1156.,  874.],
        [1058.,  868.]]], dtype=float32),)",230336
5749,[[4]],"(array([[[1061.,  771.],
        [1161.,  776.],
        [1157.,  874.],
        [1058.,  868.]]], dtype=float32),)",230376
5750,[[4]],"(array([[[1061.,  771.],
        [1161.,  776.],
        [1157.,  874.],
        [1058.,  868.]]], dtype=float32),)",230416
5751,[[4]],"(array([[[1061.,  771.],
        [1161.,  777.],
        [1156.,  875.],
        [1058.,  869.]]], dtype=float32),)",230457
5752,[[4]],"(array([[[1060.,  772.],
        [1161.,  777.],
        [1156.,  875.],
        [1058.,  869.]]], dtype=float32),)",230497
5753,[[4]],"(array([[[1061.,  772.],
        [1161.,  778.],
        [1156.,  875.],
        [1058.,  870.]]], dtype=float32),)",230537
5754,[[4]],"(array([[[1060.,  773.],
        [1160.,  777.],
        [1156.,  875.],
        [1058.,  870.]]], dtype=float32),)",230577
5755,[[4]],"(array([[[1061.,  773.],
        [1160.,  778.],
        [1156.,  876.],
        [1058.,  871.]]], dtype=float32),)",230617
5756,[[4]],"(array([[[1060.,  774.],
        [1161.,  780.],
        [1156.,  877.],
        [1058.,  872.]]], dtype=float32),)",230657
5757,[[4]],"(array([[[1061.,  775.],
        [1161.,  780.],
        [1156.,  878.],
        [1058.,  871.]]], dtype=float32),)",230697
5758,[[4]],"(array([[[1062.,  775.],
        [1162.,  781.],
        [1157.,  879.],
        [1059.,  872.]]], dtype=float32),)",230737
5759,[[4]],"(array([[[1062.,  776.],
        [1162.,  781.],
        [1158.,  879.],
        [1059.,  873.]]], dtype=float32),)",230777
5760,[[4]],"(array([[[1062.,  777.],
        [1162.,  783.],
        [1157.,  881.],
        [1059.,  875.]]], dtype=float32),)",230817
5761,[[4]],"(array([[[1062.,  779.],
        [1162.,  785.],
        [1157.,  883.],
        [1059.,  877.]]], dtype=float32),)",230857
5762,[[4]],"(array([[[1062.,  783.],
        [1162.,  789.],
        [1158.,  887.],
        [1059.,  881.]]], dtype=float32),)",230898
5763,[[4]],"(array([[[1062.,  789.],
        [1162.,  795.],
        [1158.,  893.],
        [1059.,  887.]]], dtype=float32),)",230938
5764,[[4]],"(array([[[1062.,  795.],
        [1163.,  801.],
        [1159.,  899.],
        [1060.,  894.]]], dtype=float32),)",230978
5765,[[4]],"(array([[[1062.,  798.],
        [1163.,  804.],
        [1158.,  903.],
        [1060.,  897.]]], dtype=float32),)",231018
5766,[[4]],"(array([[[1061.,  795.],
        [1162.,  801.],
        [1158.,  898.],
        [1059.,  892.]]], dtype=float32),)",231058
5767,[[4]],"(array([[[1061.,  787.],
        [1160.,  793.],
        [1156.,  891.],
        [1058.,  885.]]], dtype=float32),)",231098
5768,[[4]],"(array([[[1060.,  782.],
        [1160.,  787.],
        [1155.,  885.],
        [1058.,  879.]]], dtype=float32),)",231138
5769,[[4]],"(array([[[1061.,  779.],
        [1161.,  785.],
        [1156.,  883.],
        [1058.,  877.]]], dtype=float32),)",231178
5770,[[4]],"(array([[[1061.,  781.],
        [1161.,  787.],
        [1156.,  885.],
        [1058.,  879.]]], dtype=float32),)",231218
5771,[[4]],"(array([[[1061.,  784.],
        [1161.,  790.],
        [1156.,  888.],
        [1058.,  882.]]], dtype=float32),)",231258
5772,[[4]],"(array([[[1060.,  786.],
        [1161.,  792.],
        [1156.,  890.],
        [1058.,  884.]]], dtype=float32),)",231298
5773,[[4]],"(array([[[1060.,  786.],
        [1160.,  791.],
        [1156.,  889.],
        [1057.,  883.]]], dtype=float32),)",231338
5774,[[4]],"(array([[[1059.,  785.],
        [1159.,  790.],
        [1155.,  888.],
        [1056.,  882.]]], dtype=float32),)",231378
5775,[[4]],"(array([[[1059.,  784.],
        [1159.,  790.],
        [1154.,  888.],
        [1056.,  882.]]], dtype=float32),)",231418
5776,[[4]],"(array([[[1059.,  783.],
        [1159.,  789.],
        [1154.,  887.],
        [1056.,  881.]]], dtype=float32),)",231458
5777,[[4]],"(array([[[1058.,  782.],
        [1159.,  788.],
        [1154.,  885.],
        [1056.,  879.]]], dtype=float32),)",231498
5778,[[4]],"(array([[[1058.,  781.],
        [1159.,  786.],
        [1154.,  884.],
        [1056.,  878.]]], dtype=float32),)",231538
5779,[[4]],"(array([[[1058.,  781.],
        [1158.,  786.],
        [1154.,  884.],
        [1056.,  879.]]], dtype=float32),)",231579
5780,[[4]],"(array([[[1058.,  782.],
        [1158.,  787.],
        [1153.,  886.],
        [1055.,  879.]]], dtype=float32),)",231619
5781,[[4]],"(array([[[1058.,  784.],
        [1158.,  789.],
        [1153.,  888.],
        [1055.,  881.]]], dtype=float32),)",231659
5782,[[4]],"(array([[[1057.,  786.],
        [1158.,  790.],
        [1153.,  889.],
        [1055.,  882.]]], dtype=float32),)",231699
5783,[[4]],"(array([[[1058.,  785.],
        [1158.,  791.],
        [1154.,  888.],
        [1055.,  882.]]], dtype=float32),)",231739
5784,[[4]],"(array([[[1058.,  783.],
        [1157.,  788.],
        [1152.,  887.],
        [1055.,  880.]]], dtype=float32),)",231779
5785,[[4]],"(array([[[1057.,  781.],
        [1157.,  786.],
        [1153.,  884.],
        [1054.,  877.]]], dtype=float32),)",231819
5786,[[4]],"(array([[[1057.,  778.],
        [1156.,  783.],
        [1153.,  881.],
        [1054.,  876.]]], dtype=float32),)",231859
5787,[[4]],"(array([[[1056.,  777.],
        [1156.,  782.],
        [1152.,  880.],
        [1054.,  875.]]], dtype=float32),)",231899
5788,[[4]],"(array([[[1057.,  777.],
        [1156.,  783.],
        [1152.,  881.],
        [1053.,  874.]]], dtype=float32),)",231939
5789,[[4]],"(array([[[1057.,  779.],
        [1156.,  784.],
        [1152.,  883.],
        [1054.,  877.]]], dtype=float32),)",231979
5790,[[4]],"(array([[[1057.,  780.],
        [1156.,  785.],
        [1152.,  884.],
        [1054.,  878.]]], dtype=float32),)",232020
5791,[[4]],"(array([[[1057.,  780.],
        [1156.,  785.],
        [1152.,  884.],
        [1054.,  878.]]], dtype=float32),)",232060
5792,[[4]],"(array([[[1056.,  779.],
        [1156.,  784.],
        [1152.,  882.],
        [1053.,  876.]]], dtype=float32),)",232100
5793,[[4]],"(array([[[1055.,  777.],
        [1156.,  782.],
        [1152.,  880.],
        [1053.,  874.]]], dtype=float32),)",232140
5794,[[4]],"(array([[[1055.,  775.],
        [1155.,  780.],
        [1151.,  878.],
        [1053.,  872.]]], dtype=float32),)",232180
5795,[[4]],"(array([[[1056.,  774.],
        [1155.,  779.],
        [1152.,  876.],
        [1053.,  871.]]], dtype=float32),)",232220
5796,[[4]],"(array([[[1056.,  774.],
        [1156.,  779.],
        [1151.,  877.],
        [1053.,  871.]]], dtype=float32),)",232260
5797,[[4]],"(array([[[1056.,  774.],
        [1156.,  780.],
        [1152.,  877.],
        [1053.,  871.]]], dtype=float32),)",232300
5798,[[4]],"(array([[[1056.,  775.],
        [1155.,  780.],
        [1151.,  879.],
        [1053.,  872.]]], dtype=float32),)",232340
5799,[[4]],"(array([[[1055.,  777.],
        [1155.,  782.],
        [1151.,  880.],
        [1053.,  874.]]], dtype=float32),)",232380
5800,[[4]],"(array([[[1056.,  777.],
        [1155.,  782.],
        [1152.,  880.],
        [1053.,  875.]]], dtype=float32),)",232420
5801,[[4]],"(array([[[1056.,  777.],
        [1155.,  782.],
        [1152.,  880.],
        [1053.,  875.]]], dtype=float32),)",232460
5802,[[4]],"(array([[[1056.,  777.],
        [1155.,  782.],
        [1151.,  880.],
        [1053.,  874.]]], dtype=float32),)",232500
5803,[[4]],"(array([[[1056.,  776.],
        [1155.,  781.],
        [1151.,  879.],
        [1053.,  873.]]], dtype=float32),)",232540
5804,[[4]],"(array([[[1056.,  775.],
        [1155.,  780.],
        [1151.,  878.],
        [1053.,  872.]]], dtype=float32),)",232580
5805,[[4]],"(array([[[1056.,  775.],
        [1156.,  780.],
        [1151.,  878.],
        [1053.,  872.]]], dtype=float32),)",232620
5806,[[4]],"(array([[[1056.,  775.],
        [1156.,  781.],
        [1151.,  878.],
        [1053.,  872.]]], dtype=float32),)",232660
5807,[[4]],"(array([[[1056.,  776.],
        [1156.,  781.],
        [1152.,  879.],
        [1053.,  873.]]], dtype=float32),)",232701
5808,[[4]],"(array([[[1056.,  777.],
        [1156.,  782.],
        [1152.,  880.],
        [1054.,  875.]]], dtype=float32),)",232741
5809,[[4]],"(array([[[1056.,  777.],
        [1156.,  782.],
        [1152.,  880.],
        [1054.,  875.]]], dtype=float32),)",232781
5810,[[4]],"(array([[[1056.,  776.],
        [1156.,  782.],
        [1152.,  880.],
        [1053.,  874.]]], dtype=float32),)",232821
5811,[[4]],"(array([[[1055.,  776.],
        [1156.,  781.],
        [1151.,  879.],
        [1053.,  873.]]], dtype=float32),)",232861
5812,[[4]],"(array([[[1056.,  775.],
        [1156.,  781.],
        [1152.,  878.],
        [1053.,  873.]]], dtype=float32),)",232901
5813,[[4]],"(array([[[1056.,  775.],
        [1156.,  780.],
        [1152.,  879.],
        [1054.,  873.]]], dtype=float32),)",232941
5814,[[4]],"(array([[[1056.,  776.],
        [1156.,  781.],
        [1152.,  879.],
        [1054.,  873.]]], dtype=float32),)",232981
5815,[[4]],"(array([[[1056.,  776.],
        [1156.,  781.],
        [1152.,  879.],
        [1053.,  872.]]], dtype=float32),)",233021
5816,[[4]],"(array([[[1056.,  776.],
        [1156.,  782.],
        [1151.,  879.],
        [1053.,  873.]]], dtype=float32),)",233061
5817,[[4]],"(array([[[1055.,  777.],
        [1155.,  781.],
        [1150.,  880.],
        [1053.,  874.]]], dtype=float32),)",233101
5818,"[[ 4]
 [37]]","(array([[[1055.,  777.],
        [1155.,  781.],
        [1152.,  879.],
        [1053.,  873.]]], dtype=float32), array([[[1734.,  519.],
        [1758.,  564.],
        [1763.,  608.],
        [1742.,  603.]]], dtype=float32))",233142
5819,[[4]],"(array([[[1056.,  776.],
        [1156.,  782.],
        [1152.,  879.],
        [1053.,  873.]]], dtype=float32),)",233182
5820,[[4]],"(array([[[1056.,  776.],
        [1156.,  782.],
        [1152.,  879.],
        [1053.,  873.]]], dtype=float32),)",233222
5821,[[4]],"(array([[[1056.,  776.],
        [1156.,  781.],
        [1152.,  878.],
        [1053.,  872.]]], dtype=float32),)",233262
5822,[[4]],"(array([[[1056.,  775.],
        [1156.,  781.],
        [1152.,  878.],
        [1053.,  872.]]], dtype=float32),)",233302
5823,[[4]],"(array([[[1056.,  775.],
        [1156.,  780.],
        [1152.,  879.],
        [1053.,  872.]]], dtype=float32),)",233342
5824,[[4]],"(array([[[1056.,  775.],
        [1156.,  780.],
        [1152.,  879.],
        [1053.,  872.]]], dtype=float32),)",233382
5825,[[4]],"(array([[[1056.,  775.],
        [1156.,  780.],
        [1152.,  878.],
        [1053.,  872.]]], dtype=float32),)",233422
5826,[[4]],"(array([[[1056.,  776.],
        [1156.,  780.],
        [1152.,  879.],
        [1053.,  872.]]], dtype=float32),)",233462
5827,[[4]],"(array([[[1056.,  776.],
        [1156.,  780.],
        [1152.,  879.],
        [1054.,  873.]]], dtype=float32),)",233502
5828,[[4]],"(array([[[1056.,  775.],
        [1156.,  780.],
        [1153.,  878.],
        [1054.,  873.]]], dtype=float32),)",233542
5829,[[4]],"(array([[[1056.,  775.],
        [1156.,  779.],
        [1151.,  878.],
        [1053.,  871.]]], dtype=float32),)",233582
5830,[[4]],"(array([[[1056.,  775.],
        [1156.,  780.],
        [1150.,  878.],
        [1053.,  872.]]], dtype=float32),)",233622
5831,[[4]],"(array([[[1056.,  775.],
        [1156.,  780.],
        [1151.,  878.],
        [1053.,  872.]]], dtype=float32),)",233662
5832,[[4]],"(array([[[1057.,  775.],
        [1156.,  780.],
        [1152.,  879.],
        [1054.,  873.]]], dtype=float32),)",233702
5833,[[4]],"(array([[[1057.,  775.],
        [1157.,  780.],
        [1152.,  879.],
        [1054.,  873.]]], dtype=float32),)",233742
5834,[[4]],"(array([[[1056.,  775.],
        [1156.,  780.],
        [1152.,  878.],
        [1054.,  873.]]], dtype=float32),)",233783
5835,[[4]],"(array([[[1056.,  775.],
        [1156.,  780.],
        [1152.,  878.],
        [1053.,  872.]]], dtype=float32),)",233823
5836,[[4]],"(array([[[1056.,  775.],
        [1155.,  780.],
        [1152.,  878.],
        [1053.,  872.]]], dtype=float32),)",233863
5837,[[4]],"(array([[[1056.,  775.],
        [1156.,  781.],
        [1152.,  879.],
        [1053.,  873.]]], dtype=float32),)",233903
5838,[[4]],"(array([[[1056.,  775.],
        [1156.,  780.],
        [1152.,  879.],
        [1053.,  872.]]], dtype=float32),)",233943
5839,[[4]],"(array([[[1056.,  775.],
        [1156.,  780.],
        [1152.,  879.],
        [1054.,  873.]]], dtype=float32),)",233983
5840,[[4]],"(array([[[1056.,  776.],
        [1156.,  780.],
        [1152.,  879.],
        [1054.,  873.]]], dtype=float32),)",234023
5841,[[4]],"(array([[[1056.,  776.],
        [1156.,  780.],
        [1153.,  879.],
        [1054.,  873.]]], dtype=float32),)",234063
5842,[[4]],"(array([[[1057.,  776.],
        [1157.,  781.],
        [1152.,  880.],
        [1054.,  873.]]], dtype=float32),)",234103
5843,[[4]],"(array([[[1058.,  776.],
        [1157.,  781.],
        [1152.,  880.],
        [1055.,  874.]]], dtype=float32),)",234143
5844,[[4]],"(array([[[1057.,  777.],
        [1157.,  782.],
        [1152.,  881.],
        [1055.,  874.]]], dtype=float32),)",234183
5845,[[4]],"(array([[[1057.,  778.],
        [1157.,  783.],
        [1153.,  881.],
        [1055.,  875.]]], dtype=float32),)",234224
5846,[[4]],"(array([[[1057.,  778.],
        [1157.,  783.],
        [1153.,  881.],
        [1054.,  875.]]], dtype=float32),)",234264
5847,[[4]],"(array([[[1057.,  778.],
        [1157.,  783.],
        [1152.,  881.],
        [1054.,  875.]]], dtype=float32),)",234304
5848,[[4]],"(array([[[1057.,  777.],
        [1157.,  783.],
        [1153.,  880.],
        [1054.,  874.]]], dtype=float32),)",234344
