Timestamps,aruco_IDs,aruco_Corners
402167,[[4]],"(array([[[ 984.,  819.],
        [1096.,  822.],
        [1093.,  931.],
        [ 982.,  926.]]], dtype=float32),)"
402207,[[4]],"(array([[[ 985.,  818.],
        [1096.,  822.],
        [1093.,  930.],
        [ 982.,  925.]]], dtype=float32),)"
402247,[[4]],"(array([[[ 983.,  818.],
        [1096.,  821.],
        [1093.,  929.],
        [ 982.,  925.]]], dtype=float32),)"
402287,[[4]],"(array([[[ 984.,  816.],
        [1095.,  819.],
        [1093.,  928.],
        [ 981.,  923.]]], dtype=float32),)"
402328,[[4]],"(array([[[ 983.,  816.],
        [1095.,  819.],
        [1093.,  927.],
        [ 981.,  922.]]], dtype=float32),)"
402368,[[4]],"(array([[[ 985.,  815.],
        [1096.,  819.],
        [1093.,  927.],
        [ 982.,  923.]]], dtype=float32),)"
402408,[[4]],"(array([[[ 984.,  816.],
        [1096.,  819.],
        [1093.,  927.],
        [ 982.,  923.]]], dtype=float32),)"
402448,[[4]],"(array([[[ 984.,  817.],
        [1097.,  821.],
        [1094.,  928.],
        [ 982.,  923.]]], dtype=float32),)"
402488,[[4]],"(array([[[ 984.,  818.],
        [1097.,  821.],
        [1094.,  929.],
        [ 982.,  924.]]], dtype=float32),)"
402528,[[4]],"(array([[[ 985.,  818.],
        [1097.,  822.],
        [1094.,  930.],
        [ 983.,  926.]]], dtype=float32),)"
402568,[[4]],"(array([[[ 984.,  819.],
        [1097.,  822.],
        [1094.,  931.],
        [ 983.,  927.]]], dtype=float32),)"
402608,[[4]],"(array([[[ 985.,  819.],
        [1097.,  822.],
        [1094.,  931.],
        [ 983.,  926.]]], dtype=float32),)"
402648,[[4]],"(array([[[ 986.,  818.],
        [1097.,  821.],
        [1094.,  930.],
        [ 984.,  926.]]], dtype=float32),)"
402688,[[4]],"(array([[[ 986.,  817.],
        [1097.,  820.],
        [1095.,  929.],
        [ 984.,  925.]]], dtype=float32),)"
402728,[[4]],"(array([[[ 986.,  816.],
        [1097.,  819.],
        [1094.,  928.],
        [ 983.,  923.]]], dtype=float32),)"
402768,[[4]],"(array([[[ 985.,  816.],
        [1097.,  819.],
        [1094.,  927.],
        [ 983.,  923.]]], dtype=float32),)"
402808,[[4]],"(array([[[ 986.,  815.],
        [1097.,  819.],
        [1094.,  927.],
        [ 983.,  922.]]], dtype=float32),)"
402848,[[4]],"(array([[[ 985.,  816.],
        [1097.,  819.],
        [1095.,  927.],
        [ 983.,  922.]]], dtype=float32),)"
402888,[[4]],"(array([[[ 985.,  816.],
        [1097.,  819.],
        [1095.,  927.],
        [ 984.,  923.]]], dtype=float32),)"
402928,[[4]],"(array([[[ 987.,  816.],
        [1098.,  820.],
        [1095.,  928.],
        [ 984.,  924.]]], dtype=float32),)"
402968,[[4]],"(array([[[ 986.,  817.],
        [1098.,  821.],
        [1095.,  929.],
        [ 983.,  923.]]], dtype=float32),)"
403009,[[4]],"(array([[[ 986.,  817.],
        [1097.,  821.],
        [1095.,  929.],
        [ 983.,  924.]]], dtype=float32),)"
403049,[[4]],"(array([[[ 985.,  818.],
        [1097.,  821.],
        [1095.,  929.],
        [ 983.,  924.]]], dtype=float32),)"
403089,[[4]],"(array([[[ 986.,  818.],
        [1097.,  821.],
        [1094.,  930.],
        [ 983.,  925.]]], dtype=float32),)"
403129,[[4]],"(array([[[ 986.,  818.],
        [1097.,  821.],
        [1095.,  930.],
        [ 983.,  925.]]], dtype=float32),)"
403169,[[4]],"(array([[[ 985.,  819.],
        [1098.,  823.],
        [1095.,  930.],
        [ 984.,  926.]]], dtype=float32),)"
403209,[[4]],"(array([[[ 986.,  819.],
        [1098.,  822.],
        [1095.,  931.],
        [ 984.,  926.]]], dtype=float32),)"
403249,[[4]],"(array([[[ 987.,  819.],
        [1099.,  824.],
        [1096.,  931.],
        [ 984.,  926.]]], dtype=float32),)"
403289,[[4]],"(array([[[ 987.,  820.],
        [1099.,  823.],
        [1095.,  932.],
        [ 984.,  926.]]], dtype=float32),)"
403329,[[4]],"(array([[[ 987.,  821.],
        [1099.,  824.],
        [1096.,  933.],
        [ 985.,  928.]]], dtype=float32),)"
403369,[[4]],"(array([[[ 988.,  822.],
        [1100.,  826.],
        [1096.,  935.],
        [ 985.,  929.]]], dtype=float32),)"
403409,[[4]],"(array([[[ 988.,  823.],
        [1100.,  827.],
        [1097.,  936.],
        [ 986.,  931.]]], dtype=float32),)"
403450,[[4]],"(array([[[ 989.,  824.],
        [1101.,  829.],
        [1097.,  938.],
        [ 986.,  932.]]], dtype=float32),)"
403490,[[4]],"(array([[[ 990.,  825.],
        [1102.,  830.],
        [1099.,  938.],
        [ 987.,  932.]]], dtype=float32),)"
403530,[[4]],"(array([[[ 991.,  823.],
        [1103.,  826.],
        [1100.,  936.],
        [ 989.,  930.]]], dtype=float32),)"
403570,[[4]],"(array([[[ 992.,  822.],
        [1104.,  826.],
        [1101.,  935.],
        [ 989.,  929.]]], dtype=float32),)"
403610,[[4]],"(array([[[ 992.,  822.],
        [1103.,  826.],
        [1100.,  935.],
        [ 989.,  930.]]], dtype=float32),)"
403650,[[4]],"(array([[[ 991.,  824.],
        [1103.,  828.],
        [1100.,  937.],
        [ 988.,  932.]]], dtype=float32),)"
403690,[[4]],"(array([[[ 991.,  826.],
        [1104.,  831.],
        [1100.,  940.],
        [ 989.,  934.]]], dtype=float32),)"
403730,[[4]],"(array([[[ 992.,  826.],
        [1104.,  830.],
        [1101.,  940.],
        [ 989.,  933.]]], dtype=float32),)"
403770,[[4]],"(array([[[ 992.,  826.],
        [1105.,  830.],
        [1102.,  939.],
        [ 990.,  934.]]], dtype=float32),)"
403810,[[4]],"(array([[[ 993.,  826.],
        [1104.,  830.],
        [1101.,  940.],
        [ 990.,  935.]]], dtype=float32),)"
403850,[[4]],"(array([[[ 992.,  826.],
        [1104.,  830.],
        [1100.,  940.],
        [ 989.,  934.]]], dtype=float32),)"
403890,[[4]],"(array([[[ 991.,  826.],
        [1103.,  829.],
        [1100.,  939.],
        [ 989.,  934.]]], dtype=float32),)"
403930,[[4]],"(array([[[ 991.,  825.],
        [1103.,  829.],
        [1100.,  937.],
        [ 988.,  933.]]], dtype=float32),)"
403970,[[4]],"(array([[[ 990.,  825.],
        [1103.,  829.],
        [1098.,  938.],
        [ 988.,  932.]]], dtype=float32),)"
404010,[[4]],"(array([[[ 991.,  825.],
        [1103.,  830.],
        [1099.,  939.],
        [ 988.,  933.]]], dtype=float32),)"
404050,[[4]],"(array([[[ 991.,  827.],
        [1103.,  831.],
        [1099.,  941.],
        [ 988.,  935.]]], dtype=float32),)"
404091,[[4]],"(array([[[ 991.,  829.],
        [1104.,  833.],
        [1100.,  942.],
        [ 989.,  937.]]], dtype=float32),)"
404131,[[4]],"(array([[[ 992.,  829.],
        [1105.,  834.],
        [1101.,  942.],
        [ 989.,  936.]]], dtype=float32),)"
404171,[[4]],"(array([[[ 992.,  829.],
        [1105.,  833.],
        [1101.,  943.],
        [ 990.,  936.]]], dtype=float32),)"
404211,[[4]],"(array([[[ 992.,  828.],
        [1105.,  832.],
        [1101.,  942.],
        [ 990.,  936.]]], dtype=float32),)"
404251,[[4]],"(array([[[ 992.,  827.],
        [1104.,  831.],
        [1101.,  940.],
        [ 989.,  935.]]], dtype=float32),)"
404291,[[4]],"(array([[[ 991.,  827.],
        [1104.,  831.],
        [1100.,  940.],
        [ 989.,  934.]]], dtype=float32),)"
404331,[[4]],"(array([[[ 992.,  826.],
        [1104.,  830.],
        [1101.,  939.],
        [ 989.,  933.]]], dtype=float32),)"
404371,[[4]],"(array([[[ 992.,  826.],
        [1105.,  830.],
        [1101.,  939.],
        [ 990.,  934.]]], dtype=float32),)"
404411,[[4]],"(array([[[ 993.,  826.],
        [1105.,  831.],
        [1101.,  940.],
        [ 990.,  935.]]], dtype=float32),)"
404451,[[4]],"(array([[[ 992.,  827.],
        [1104.,  830.],
        [1101.,  940.],
        [ 990.,  935.]]], dtype=float32),)"
404491,[[4]],"(array([[[ 992.,  828.],
        [1105.,  832.],
        [1101.,  941.],
        [ 990.,  936.]]], dtype=float32),)"
404532,[[4]],"(array([[[ 993.,  827.],
        [1105.,  831.],
        [1101.,  941.],
        [ 990.,  934.]]], dtype=float32),)"
404572,[[4]],"(array([[[ 994.,  825.],
        [1106.,  830.],
        [1102.,  938.],
        [ 991.,  933.]]], dtype=float32),)"
404612,[[4]],"(array([[[ 993.,  823.],
        [1106.,  828.],
        [1102.,  936.],
        [ 990.,  930.]]], dtype=float32),)"
404652,[[4]],"(array([[[ 993.,  821.],
        [1105.,  826.],
        [1101.,  934.],
        [ 990.,  929.]]], dtype=float32),)"
404692,[[4]],"(array([[[ 992.,  820.],
        [1104.,  825.],
        [1101.,  933.],
        [ 989.,  927.]]], dtype=float32),)"
404732,[[4]],"(array([[[ 992.,  820.],
        [1104.,  825.],
        [1101.,  933.],
        [ 989.,  927.]]], dtype=float32),)"
404772,[[4]],"(array([[[ 992.,  820.],
        [1104.,  824.],
        [1101.,  932.],
        [ 989.,  927.]]], dtype=float32),)"
404812,[[4]],"(array([[[ 992.,  820.],
        [1104.,  824.],
        [1101.,  933.],
        [ 989.,  927.]]], dtype=float32),)"
404852,[[4]],"(array([[[ 992.,  820.],
        [1104.,  824.],
        [1101.,  933.],
        [ 989.,  927.]]], dtype=float32),)"
404892,[[4]],"(array([[[ 992.,  820.],
        [1104.,  824.],
        [1101.,  932.],
        [ 989.,  926.]]], dtype=float32),)"
404932,[[4]],"(array([[[ 993.,  818.],
        [1104.,  822.],
        [1100.,  931.],
        [ 989.,  925.]]], dtype=float32),)"
404972,[[4]],"(array([[[ 993.,  817.],
        [1105.,  822.],
        [1101.,  930.],
        [ 990.,  925.]]], dtype=float32),)"
405012,[[4]],"(array([[[ 993.,  817.],
        [1105.,  821.],
        [1102.,  929.],
        [ 991.,  925.]]], dtype=float32),)"
405052,[[4]],"(array([[[ 994.,  816.],
        [1105.,  820.],
        [1102.,  929.],
        [ 991.,  924.]]], dtype=float32),)"
405092,[[4]],"(array([[[ 994.,  816.],
        [1105.,  820.],
        [1101.,  929.],
        [ 991.,  924.]]], dtype=float32),)"
405132,[[4]],"(array([[[ 993.,  816.],
        [1105.,  821.],
        [1100.,  929.],
        [ 990.,  923.]]], dtype=float32),)"
405172,[[4]],"(array([[[ 992.,  817.],
        [1105.,  822.],
        [1101.,  929.],
        [ 990.,  924.]]], dtype=float32),)"
405213,[[4]],"(array([[[ 992.,  817.],
        [1104.,  821.],
        [1100.,  930.],
        [ 990.,  925.]]], dtype=float32),)"
405253,[[4]],"(array([[[ 991.,  816.],
        [1103.,  820.],
        [1100.,  929.],
        [ 989.,  924.]]], dtype=float32),)"
405293,[[4]],"(array([[[ 992.,  816.],
        [1103.,  821.],
        [1099.,  929.],
        [ 988.,  923.]]], dtype=float32),)"
405333,[[4]],"(array([[[ 992.,  816.],
        [1103.,  820.],
        [1099.,  929.],
        [ 988.,  923.]]], dtype=float32),)"
405373,[[4]],"(array([[[ 992.,  816.],
        [1103.,  820.],
        [1099.,  929.],
        [ 988.,  923.]]], dtype=float32),)"
405413,[[4]],"(array([[[ 991.,  817.],
        [1103.,  821.],
        [1100.,  929.],
        [ 988.,  923.]]], dtype=float32),)"
405453,[[4]],"(array([[[ 991.,  817.],
        [1103.,  821.],
        [1099.,  930.],
        [ 988.,  924.]]], dtype=float32),)"
405493,[[4]],"(array([[[ 991.,  817.],
        [1103.,  821.],
        [1100.,  930.],
        [ 988.,  924.]]], dtype=float32),)"
405533,[[4]],"(array([[[ 991.,  818.],
        [1103.,  822.],
        [1099.,  931.],
        [ 988.,  924.]]], dtype=float32),)"
405573,[[4]],"(array([[[ 992.,  818.],
        [1104.,  823.],
        [1100.,  931.],
        [ 989.,  925.]]], dtype=float32),)"
405613,[[4]],"(array([[[ 992.,  818.],
        [1105.,  823.],
        [1100.,  931.],
        [ 989.,  924.]]], dtype=float32),)"
405654,[[4]],"(array([[[ 992.,  817.],
        [1104.,  822.],
        [1101.,  930.],
        [ 989.,  924.]]], dtype=float32),)"
405694,[[4]],"(array([[[ 991.,  817.],
        [1103.,  821.],
        [1099.,  930.],
        [ 988.,  924.]]], dtype=float32),)"
405734,[[4]],"(array([[[ 991.,  816.],
        [1102.,  820.],
        [1098.,  929.],
        [ 987.,  923.]]], dtype=float32),)"
405774,[[4]],"(array([[[ 990.,  815.],
        [1102.,  820.],
        [1098.,  928.],
        [ 987.,  922.]]], dtype=float32),)"
405814,[[4]],"(array([[[ 990.,  815.],
        [1102.,  818.],
        [1099.,  927.],
        [ 988.,  922.]]], dtype=float32),)"
405854,[[4]],"(array([[[ 992.,  815.],
        [1103.,  819.],
        [1100.,  927.],
        [ 989.,  922.]]], dtype=float32),)"
405894,[[4]],"(array([[[ 992.,  815.],
        [1104.,  819.],
        [1101.,  927.],
        [ 989.,  922.]]], dtype=float32),)"
405934,[[4]],"(array([[[ 992.,  815.],
        [1104.,  820.],
        [1100.,  927.],
        [ 989.,  922.]]], dtype=float32),)"
405974,[[4]],"(array([[[ 991.,  815.],
        [1103.,  818.],
        [1100.,  927.],
        [ 989.,  922.]]], dtype=float32),)"
406014,[[4]],"(array([[[ 992.,  814.],
        [1104.,  818.],
        [1101.,  927.],
        [ 989.,  921.]]], dtype=float32),)"
406054,[[4]],"(array([[[ 992.,  814.],
        [1104.,  818.],
        [1101.,  926.],
        [ 989.,  920.]]], dtype=float32),)"
406094,[[4]],"(array([[[ 992.,  813.],
        [1104.,  818.],
        [1100.,  926.],
        [ 989.,  921.]]], dtype=float32),)"
406134,[[4]],"(array([[[ 991.,  813.],
        [1103.,  817.],
        [1099.,  926.],
        [ 988.,  920.]]], dtype=float32),)"
406174,[[4]],"(array([[[ 991.,  813.],
        [1103.,  818.],
        [1099.,  926.],
        [ 988.,  920.]]], dtype=float32),)"
406214,[[4]],"(array([[[ 990.,  814.],
        [1103.,  818.],
        [1100.,  926.],
        [ 988.,  920.]]], dtype=float32),)"
406254,[[4]],"(array([[[ 992.,  814.],
        [1103.,  817.],
        [1100.,  927.],
        [ 989.,  921.]]], dtype=float32),)"
406295,[[4]],"(array([[[ 992.,  815.],
        [1104.,  819.],
        [1100.,  928.],
        [ 989.,  922.]]], dtype=float32),)"
406335,[[4]],"(array([[[ 992.,  816.],
        [1104.,  820.],
        [1100.,  929.],
        [ 989.,  923.]]], dtype=float32),)"
406375,[[4]],"(array([[[ 992.,  816.],
        [1104.,  820.],
        [1100.,  929.],
        [ 989.,  923.]]], dtype=float32),)"
406415,[[4]],"(array([[[ 992.,  817.],
        [1104.,  820.],
        [1101.,  929.],
        [ 989.,  923.]]], dtype=float32),)"
406455,[[4]],"(array([[[ 992.,  817.],
        [1105.,  822.],
        [1100.,  930.],
        [ 990.,  925.]]], dtype=float32),)"
406495,[[4]],"(array([[[ 992.,  817.],
        [1104.,  821.],
        [1100.,  929.],
        [ 989.,  924.]]], dtype=float32),)"
406535,[[4]],"(array([[[ 990.,  817.],
        [1102.,  821.],
        [1099.,  929.],
        [ 988.,  924.]]], dtype=float32),)"
406575,[[4]],"(array([[[ 989.,  817.],
        [1101.,  821.],
        [1098.,  929.],
        [ 987.,  924.]]], dtype=float32),)"
406615,[[4]],"(array([[[ 988.,  816.],
        [1101.,  821.],
        [1098.,  928.],
        [ 986.,  923.]]], dtype=float32),)"
406655,[[4]],"(array([[[ 988.,  816.],
        [1101.,  820.],
        [1098.,  928.],
        [ 986.,  923.]]], dtype=float32),)"
406695,[[4]],"(array([[[ 989.,  816.],
        [1101.,  820.],
        [1098.,  928.],
        [ 987.,  923.]]], dtype=float32),)"
406735,[[4]],"(array([[[ 990.,  816.],
        [1102.,  820.],
        [1099.,  928.],
        [ 988.,  923.]]], dtype=float32),)"
406776,[[4]],"(array([[[ 991.,  815.],
        [1103.,  820.],
        [1099.,  928.],
        [ 988.,  922.]]], dtype=float32),)"
406816,[[4]],"(array([[[ 991.,  815.],
        [1103.,  819.],
        [1100.,  927.],
        [ 988.,  922.]]], dtype=float32),)"
406856,[[4]],"(array([[[ 991.,  815.],
        [1103.,  819.],
        [1100.,  927.],
        [ 989.,  922.]]], dtype=float32),)"
406896,[[4]],"(array([[[ 991.,  815.],
        [1104.,  819.],
        [1101.,  926.],
        [ 989.,  921.]]], dtype=float32),)"
406936,[[4]],"(array([[[ 991.,  814.],
        [1103.,  818.],
        [1100.,  926.],
        [ 988.,  920.]]], dtype=float32),)"
406976,[[4]],"(array([[[ 990.,  814.],
        [1102.,  817.],
        [1098.,  926.],
        [ 987.,  920.]]], dtype=float32),)"
407016,[[4]],"(array([[[ 989.,  814.],
        [1102.,  818.],
        [1098.,  926.],
        [ 987.,  920.]]], dtype=float32),)"
407056,[[4]],"(array([[[ 990.,  814.],
        [1102.,  818.],
        [1099.,  926.],
        [ 987.,  920.]]], dtype=float32),)"
407096,[[4]],"(array([[[ 991.,  814.],
        [1103.,  819.],
        [1099.,  927.],
        [ 988.,  922.]]], dtype=float32),)"
407136,[[4]],"(array([[[ 991.,  815.],
        [1103.,  819.],
        [1099.,  928.],
        [ 988.,  923.]]], dtype=float32),)"
407176,[[4]],"(array([[[ 990.,  816.],
        [1103.,  820.],
        [1099.,  928.],
        [ 988.,  923.]]], dtype=float32),)"
407216,[[4]],"(array([[[ 991.,  816.],
        [1103.,  820.],
        [1099.,  929.],
        [ 988.,  923.]]], dtype=float32),)"
407256,[[4]],"(array([[[ 990.,  817.],
        [1103.,  821.],
        [1099.,  929.],
        [ 988.,  923.]]], dtype=float32),)"
407296,[[4]],"(array([[[ 990.,  817.],
        [1103.,  821.],
        [1099.,  929.],
        [ 988.,  923.]]], dtype=float32),)"
407336,[[4]],"(array([[[ 990.,  817.],
        [1103.,  821.],
        [1099.,  929.],
        [ 988.,  923.]]], dtype=float32),)"
407376,[[4]],"(array([[[ 990.,  817.],
        [1103.,  821.],
        [1099.,  929.],
        [ 988.,  923.]]], dtype=float32),)"
407417,[[4]],"(array([[[ 990.,  817.],
        [1103.,  821.],
        [1099.,  929.],
        [ 988.,  924.]]], dtype=float32),)"
407457,[[4]],"(array([[[ 991.,  817.],
        [1103.,  821.],
        [1099.,  929.],
        [ 988.,  924.]]], dtype=float32),)"
407497,[[4]],"(array([[[ 991.,  817.],
        [1104.,  822.],
        [1099.,  930.],
        [ 988.,  924.]]], dtype=float32),)"
407537,[[4]],"(array([[[ 992.,  818.],
        [1104.,  822.],
        [1100.,  931.],
        [ 989.,  925.]]], dtype=float32),)"
407577,[[4]],"(array([[[ 992.,  818.],
        [1105.,  824.],
        [1100.,  932.],
        [ 989.,  926.]]], dtype=float32),)"
407617,[[4]],"(array([[[ 993.,  818.],
        [1105.,  823.],
        [1100.,  932.],
        [ 990.,  926.]]], dtype=float32),)"
407657,[[4]],"(array([[[ 993.,  818.],
        [1105.,  822.],
        [1101.,  931.],
        [ 990.,  926.]]], dtype=float32),)"
407697,[[4]],"(array([[[ 993.,  818.],
        [1105.,  822.],
        [1100.,  931.],
        [ 990.,  925.]]], dtype=float32),)"
407737,[[4]],"(array([[[ 993.,  817.],
        [1105.,  822.],
        [1100.,  931.],
        [ 989.,  924.]]], dtype=float32),)"
407777,[[4]],"(array([[[ 992.,  818.],
        [1105.,  823.],
        [1100.,  931.],
        [ 990.,  925.]]], dtype=float32),)"
407817,[[4]],"(array([[[ 992.,  818.],
        [1105.,  823.],
        [1101.,  931.],
        [ 990.,  925.]]], dtype=float32),)"
407858,[[4]],"(array([[[ 993.,  818.],
        [1105.,  823.],
        [1100.,  932.],
        [ 989.,  925.]]], dtype=float32),)"
407898,[[4]],"(array([[[ 992.,  819.],
        [1105.,  824.],
        [1100.,  932.],
        [ 989.,  925.]]], dtype=float32),)"
407938,[[4]],"(array([[[ 992.,  819.],
        [1104.,  823.],
        [1100.,  933.],
        [ 989.,  926.]]], dtype=float32),)"
407978,[[4]],"(array([[[ 992.,  819.],
        [1104.,  824.],
        [1100.,  933.],
        [ 989.,  926.]]], dtype=float32),)"
408018,[[4]],"(array([[[ 992.,  819.],
        [1104.,  824.],
        [1100.,  933.],
        [ 989.,  926.]]], dtype=float32),)"
408058,[[4]],"(array([[[ 992.,  819.],
        [1104.,  824.],
        [1100.,  933.],
        [ 989.,  927.]]], dtype=float32),)"
408098,[[4]],"(array([[[ 992.,  819.],
        [1104.,  824.],
        [1100.,  933.],
        [ 988.,  926.]]], dtype=float32),)"
408138,[[4]],"(array([[[ 991.,  819.],
        [1103.,  823.],
        [1100.,  932.],
        [ 988.,  926.]]], dtype=float32),)"
408178,[[4]],"(array([[[ 991.,  819.],
        [1103.,  823.],
        [1100.,  932.],
        [ 988.,  926.]]], dtype=float32),)"
408218,[[4]],"(array([[[ 991.,  819.],
        [1103.,  823.],
        [1100.,  932.],
        [ 988.,  926.]]], dtype=float32),)"
408258,[[4]],"(array([[[ 991.,  819.],
        [1103.,  823.],
        [1100.,  932.],
        [ 988.,  926.]]], dtype=float32),)"
408298,[[4]],"(array([[[ 990.,  819.],
        [1103.,  823.],
        [1100.,  932.],
        [ 988.,  927.]]], dtype=float32),)"
408338,[[4]],"(array([[[ 990.,  819.],
        [1103.,  824.],
        [1099.,  933.],
        [ 987.,  926.]]], dtype=float32),)"
408378,[[4]],"(array([[[ 990.,  820.],
        [1103.,  824.],
        [1099.,  933.],
        [ 987.,  927.]]], dtype=float32),)"
408418,[[4]],"(array([[[ 991.,  820.],
        [1103.,  824.],
        [1100.,  933.],
        [ 988.,  927.]]], dtype=float32),)"
408458,[[4]],"(array([[[ 991.,  820.],
        [1103.,  824.],
        [1100.,  933.],
        [ 988.,  927.]]], dtype=float32),)"
408498,[[4]],"(array([[[ 990.,  820.],
        [1103.,  824.],
        [1098.,  933.],
        [ 987.,  926.]]], dtype=float32),)"
408539,[[4]],"(array([[[ 989.,  820.],
        [1102.,  824.],
        [1099.,  932.],
        [ 987.,  927.]]], dtype=float32),)"
408579,[[4]],"(array([[[ 989.,  820.],
        [1102.,  824.],
        [1098.,  933.],
        [ 987.,  927.]]], dtype=float32),)"
408619,[[4]],"(array([[[ 990.,  820.],
        [1103.,  825.],
        [1099.,  933.],
        [ 988.,  928.]]], dtype=float32),)"
408659,[[4]],"(array([[[ 990.,  821.],
        [1103.,  825.],
        [1099.,  934.],
        [ 988.,  929.]]], dtype=float32),)"
408699,[[4]],"(array([[[ 991.,  821.],
        [1103.,  826.],
        [1099.,  935.],
        [ 988.,  929.]]], dtype=float32),)"
408739,[[4]],"(array([[[ 990.,  822.],
        [1102.,  826.],
        [1098.,  936.],
        [ 988.,  930.]]], dtype=float32),)"
408779,[[4]],"(array([[[ 989.,  823.],
        [1102.,  827.],
        [1098.,  936.],
        [ 987.,  931.]]], dtype=float32),)"
408819,[[4]],"(array([[[ 989.,  823.],
        [1102.,  828.],
        [1098.,  936.],
        [ 987.,  931.]]], dtype=float32),)"
408859,[[4]],"(array([[[ 989.,  823.],
        [1101.,  827.],
        [1097.,  936.],
        [ 987.,  931.]]], dtype=float32),)"
408899,[[4]],"(array([[[ 988.,  823.],
        [1100.,  826.],
        [1098.,  935.],
        [ 986.,  930.]]], dtype=float32),)"
408939,[[4]],"(array([[[ 988.,  823.],
        [1100.,  826.],
        [1096.,  936.],
        [ 986.,  931.]]], dtype=float32),)"
408980,[[4]],"(array([[[ 988.,  823.],
        [1100.,  826.],
        [1096.,  936.],
        [ 986.,  931.]]], dtype=float32),)"
409020,[[4]],"(array([[[ 988.,  823.],
        [1101.,  828.],
        [1097.,  936.],
        [ 986.,  931.]]], dtype=float32),)"
409060,[[4]],"(array([[[ 988.,  824.],
        [1101.,  827.],
        [1098.,  936.],
        [ 986.,  930.]]], dtype=float32),)"
409100,[[4]],"(array([[[ 989.,  823.],
        [1101.,  827.],
        [1098.,  936.],
        [ 986.,  930.]]], dtype=float32),)"
409140,[[4]],"(array([[[ 989.,  822.],
        [1101.,  826.],
        [1098.,  934.],
        [ 987.,  930.]]], dtype=float32),)"
409180,[[4]],"(array([[[ 989.,  821.],
        [1101.,  825.],
        [1098.,  933.],
        [ 986.,  928.]]], dtype=float32),)"
409220,[[4]],"(array([[[ 989.,  821.],
        [1101.,  824.],
        [1099.,  933.],
        [ 987.,  928.]]], dtype=float32),)"
409260,[[4]],"(array([[[ 988.,  822.],
        [1101.,  826.],
        [1097.,  935.],
        [ 986.,  929.]]], dtype=float32),)"
409300,[[4]],"(array([[[ 987.,  823.],
        [1099.,  827.],
        [1096.,  936.],
        [ 984.,  931.]]], dtype=float32),)"
409340,[[4]],"(array([[[ 985.,  825.],
        [1097.,  829.],
        [1094.,  938.],
        [ 982.,  933.]]], dtype=float32),)"
409380,[[4]],"(array([[[ 984.,  826.],
        [1096.,  830.],
        [1092.,  939.],
        [ 981.,  933.]]], dtype=float32),)"
409420,[[4]],"(array([[[ 984.,  826.],
        [1096.,  829.],
        [1093.,  938.],
        [ 982.,  934.]]], dtype=float32),)"
409460,[[4]],"(array([[[ 985.,  825.],
        [1097.,  829.],
        [1094.,  938.],
        [ 983.,  934.]]], dtype=float32),)"
409500,[[4]],"(array([[[ 987.,  825.],
        [1098.,  829.],
        [1095.,  938.],
        [ 984.,  934.]]], dtype=float32),)"
409540,[[4]],"(array([[[ 987.,  826.],
        [1099.,  830.],
        [1096.,  939.],
        [ 984.,  934.]]], dtype=float32),)"
409580,[[4]],"(array([[[ 987.,  825.],
        [1100.,  830.],
        [1096.,  938.],
        [ 984.,  932.]]], dtype=float32),)"
409621,[[4]],"(array([[[ 988.,  821.],
        [1100.,  826.],
        [1096.,  934.],
        [ 985.,  929.]]], dtype=float32),)"
409661,[[4]],"(array([[[ 988.,  816.],
        [1100.,  821.],
        [1096.,  928.],
        [ 985.,  923.]]], dtype=float32),)"
409701,[[4]],"(array([[[ 986.,  811.],
        [1099.,  814.],
        [1096.,  922.],
        [ 984.,  917.]]], dtype=float32),)"
409741,[[4]],"(array([[[ 987.,  808.],
        [1099.,  811.],
        [1096.,  920.],
        [ 984.,  914.]]], dtype=float32),)"
409781,[[4]],"(array([[[ 988.,  808.],
        [1100.,  813.],
        [1097.,  921.],
        [ 985.,  915.]]], dtype=float32),)"
409821,[[4]],"(array([[[ 989.,  811.],
        [1102.,  816.],
        [1098.,  924.],
        [ 986.,  918.]]], dtype=float32),)"
409861,[[4]],"(array([[[ 991.,  813.],
        [1103.,  818.],
        [1099.,  926.],
        [ 988.,  921.]]], dtype=float32),)"
409901,[[4]],"(array([[[ 992.,  814.],
        [1103.,  819.],
        [1099.,  928.],
        [ 988.,  922.]]], dtype=float32),)"
409941,[[4]],"(array([[[ 990.,  817.],
        [1103.,  822.],
        [1098.,  930.],
        [ 987.,  924.]]], dtype=float32),)"
409981,[[4]],"(array([[[ 989.,  817.],
        [1102.,  822.],
        [1098.,  930.],
        [ 986.,  924.]]], dtype=float32),)"
410021,[[4]],"(array([[[ 989.,  816.],
        [1102.,  821.],
        [1098.,  928.],
        [ 986.,  923.]]], dtype=float32),)"
410062,[[4]],"(array([[[ 989.,  814.],
        [1101.,  818.],
        [1098.,  927.],
        [ 986.,  921.]]], dtype=float32),)"
410102,[[4]],"(array([[[ 988.,  813.],
        [1101.,  817.],
        [1097.,  925.],
        [ 986.,  920.]]], dtype=float32),)"
410142,[[4]],"(array([[[ 988.,  813.],
        [1101.,  817.],
        [1098.,  925.],
        [ 986.,  920.]]], dtype=float32),)"
410182,[[4]],"(array([[[ 990.,  814.],
        [1103.,  819.],
        [1099.,  927.],
        [ 987.,  921.]]], dtype=float32),)"
410222,[[4]],"(array([[[ 992.,  815.],
        [1104.,  821.],
        [1100.,  929.],
        [ 988.,  923.]]], dtype=float32),)"
