Timestamps,aruco_IDs,aruco_Corners
37908,[[4]],"(array([[[1054.,  805.],
        [1167.,  812.],
        [1162.,  919.],
        [1051.,  910.]]], dtype=float32),)"
37948,[[4]],"(array([[[1056.,  804.],
        [1167.,  811.],
        [1162.,  919.],
        [1051.,  909.]]], dtype=float32),)"
37988,[[4]],"(array([[[1056.,  804.],
        [1168.,  811.],
        [1162.,  919.],
        [1052.,  910.]]], dtype=float32),)"
38028,[[4]],"(array([[[1056.,  804.],
        [1168.,  811.],
        [1162.,  919.],
        [1052.,  910.]]], dtype=float32),)"
38068,[[4]],"(array([[[1056.,  804.],
        [1168.,  811.],
        [1163.,  919.],
        [1052.,  910.]]], dtype=float32),)"
38108,[[4]],"(array([[[1056.,  804.],
        [1167.,  811.],
        [1163.,  919.],
        [1051.,  909.]]], dtype=float32),)"
38148,[[4]],"(array([[[1055.,  805.],
        [1167.,  812.],
        [1162.,  919.],
        [1051.,  910.]]], dtype=float32),)"
38189,[[4]],"(array([[[1055.,  805.],
        [1167.,  812.],
        [1162.,  919.],
        [1051.,  910.]]], dtype=float32),)"
38229,[[4]],"(array([[[1056.,  804.],
        [1168.,  812.],
        [1163.,  919.],
        [1052.,  910.]]], dtype=float32),)"
38269,[[4]],"(array([[[1056.,  804.],
        [1169.,  812.],
        [1162.,  919.],
        [1052.,  909.]]], dtype=float32),)"
38309,[[4]],"(array([[[1056.,  803.],
        [1168.,  811.],
        [1162.,  918.],
        [1052.,  909.]]], dtype=float32),)"
38349,[[4]],"(array([[[1055.,  803.],
        [1167.,  810.],
        [1162.,  917.],
        [1051.,  908.]]], dtype=float32),)"
38389,[[4]],"(array([[[1055.,  803.],
        [1167.,  810.],
        [1162.,  917.],
        [1051.,  908.]]], dtype=float32),)"
38429,[[4]],"(array([[[1055.,  803.],
        [1168.,  811.],
        [1162.,  918.],
        [1051.,  908.]]], dtype=float32),)"
38469,[[4]],"(array([[[1056.,  803.],
        [1168.,  811.],
        [1162.,  917.],
        [1052.,  909.]]], dtype=float32),)"
38509,[[4]],"(array([[[1056.,  803.],
        [1168.,  811.],
        [1162.,  918.],
        [1052.,  909.]]], dtype=float32),)"
38549,[[4]],"(array([[[1056.,  803.],
        [1168.,  811.],
        [1162.,  918.],
        [1052.,  909.]]], dtype=float32),)"
38589,[[4]],"(array([[[1055.,  804.],
        [1167.,  811.],
        [1162.,  918.],
        [1051.,  909.]]], dtype=float32),)"
38630,[[4]],"(array([[[1056.,  804.],
        [1167.,  811.],
        [1162.,  919.],
        [1051.,  910.]]], dtype=float32),)"
38670,[[4]],"(array([[[1056.,  804.],
        [1167.,  812.],
        [1162.,  919.],
        [1051.,  910.]]], dtype=float32),)"
38710,[[4]],"(array([[[1055.,  805.],
        [1167.,  812.],
        [1162.,  919.],
        [1051.,  910.]]], dtype=float32),)"
38750,[[4]],"(array([[[1055.,  805.],
        [1167.,  812.],
        [1162.,  919.],
        [1051.,  910.]]], dtype=float32),)"
38790,[[4]],"(array([[[1055.,  805.],
        [1167.,  812.],
        [1162.,  919.],
        [1051.,  910.]]], dtype=float32),)"
38830,[[4]],"(array([[[1056.,  805.],
        [1168.,  812.],
        [1162.,  920.],
        [1052.,  911.]]], dtype=float32),)"
38870,[[4]],"(array([[[1056.,  805.],
        [1169.,  813.],
        [1163.,  920.],
        [1052.,  910.]]], dtype=float32),)"
38910,[[4]],"(array([[[1057.,  805.],
        [1169.,  812.],
        [1163.,  920.],
        [1052.,  910.]]], dtype=float32),)"
38950,[[4]],"(array([[[1057.,  805.],
        [1169.,  812.],
        [1164.,  919.],
        [1052.,  909.]]], dtype=float32),)"
38990,[[4]],"(array([[[1056.,  805.],
        [1169.,  812.],
        [1163.,  919.],
        [1052.,  909.]]], dtype=float32),)"
39030,[[4]],"(array([[[1056.,  805.],
        [1169.,  812.],
        [1163.,  919.],
        [1052.,  909.]]], dtype=float32),)"
39070,[[4]],"(array([[[1057.,  804.],
        [1169.,  811.],
        [1164.,  919.],
        [1053.,  909.]]], dtype=float32),)"
39110,[[4]],"(array([[[1057.,  804.],
        [1170.,  811.],
        [1165.,  918.],
        [1053.,  908.]]], dtype=float32),)"
39150,[[4]],"(array([[[1057.,  803.],
        [1170.,  811.],
        [1164.,  918.],
        [1053.,  908.]]], dtype=float32),)"
39190,[[4]],"(array([[[1057.,  803.],
        [1169.,  810.],
        [1164.,  918.],
        [1053.,  908.]]], dtype=float32),)"
39230,[[4]],"(array([[[1057.,  803.],
        [1169.,  811.],
        [1163.,  918.],
        [1052.,  908.]]], dtype=float32),)"
39270,[[4]],"(array([[[1056.,  804.],
        [1169.,  811.],
        [1163.,  918.],
        [1052.,  908.]]], dtype=float32),)"
39311,[[4]],"(array([[[1056.,  804.],
        [1169.,  811.],
        [1163.,  919.],
        [1052.,  908.]]], dtype=float32),)"
39351,[[4]],"(array([[[1056.,  804.],
        [1169.,  811.],
        [1163.,  919.],
        [1052.,  908.]]], dtype=float32),)"
39391,[[4]],"(array([[[1057.,  804.],
        [1169.,  812.],
        [1163.,  919.],
        [1052.,  909.]]], dtype=float32),)"
39431,[[4]],"(array([[[1056.,  804.],
        [1169.,  812.],
        [1163.,  919.],
        [1052.,  909.]]], dtype=float32),)"
39471,[[4]],"(array([[[1056.,  805.],
        [1169.,  812.],
        [1163.,  919.],
        [1052.,  910.]]], dtype=float32),)"
39511,[[4]],"(array([[[1056.,  804.],
        [1169.,  812.],
        [1163.,  919.],
        [1052.,  910.]]], dtype=float32),)"
39551,[[4]],"(array([[[1056.,  804.],
        [1169.,  812.],
        [1162.,  919.],
        [1052.,  909.]]], dtype=float32),)"
39591,[[4]],"(array([[[1056.,  803.],
        [1169.,  811.],
        [1163.,  918.],
        [1052.,  909.]]], dtype=float32),)"
39631,[[4]],"(array([[[1056.,  803.],
        [1169.,  811.],
        [1162.,  918.],
        [1052.,  908.]]], dtype=float32),)"
39671,[[4]],"(array([[[1057.,  802.],
        [1169.,  810.],
        [1164.,  917.],
        [1053.,  908.]]], dtype=float32),)"
39711,[[4]],"(array([[[1058.,  802.],
        [1169.,  810.],
        [1164.,  917.],
        [1053.,  907.]]], dtype=float32),)"
39752,[[4]],"(array([[[1057.,  802.],
        [1170.,  810.],
        [1164.,  917.],
        [1053.,  907.]]], dtype=float32),)"
39792,[[4]],"(array([[[1057.,  802.],
        [1170.,  811.],
        [1164.,  917.],
        [1053.,  907.]]], dtype=float32),)"
39832,[[4]],"(array([[[1057.,  802.],
        [1169.,  810.],
        [1164.,  917.],
        [1053.,  907.]]], dtype=float32),)"
39872,[[4]],"(array([[[1057.,  802.],
        [1169.,  810.],
        [1164.,  917.],
        [1052.,  907.]]], dtype=float32),)"
39912,[[4]],"(array([[[1057.,  802.],
        [1169.,  810.],
        [1164.,  917.],
        [1053.,  908.]]], dtype=float32),)"
39952,[[4]],"(array([[[1058.,  802.],
        [1170.,  810.],
        [1165.,  917.],
        [1054.,  908.]]], dtype=float32),)"
39992,[[4]],"(array([[[1058.,  802.],
        [1170.,  810.],
        [1164.,  917.],
        [1053.,  907.]]], dtype=float32),)"
40032,[[4]],"(array([[[1057.,  802.],
        [1169.,  810.],
        [1164.,  917.],
        [1053.,  908.]]], dtype=float32),)"
40072,[[4]],"(array([[[1057.,  802.],
        [1169.,  810.],
        [1164.,  917.],
        [1053.,  908.]]], dtype=float32),)"
40112,[[4]],"(array([[[1057.,  803.],
        [1170.,  811.],
        [1163.,  918.],
        [1053.,  908.]]], dtype=float32),)"
40152,[[4]],"(array([[[1057.,  803.],
        [1170.,  811.],
        [1165.,  918.],
        [1053.,  908.]]], dtype=float32),)"
40192,[[4]],"(array([[[1058.,  803.],
        [1170.,  812.],
        [1164.,  919.],
        [1053.,  909.]]], dtype=float32),)"
40232,[[4]],"(array([[[1057.,  804.],
        [1170.,  812.],
        [1165.,  919.],
        [1053.,  909.]]], dtype=float32),)"
40272,[[4]],"(array([[[1057.,  804.],
        [1170.,  812.],
        [1165.,  919.],
        [1053.,  909.]]], dtype=float32),)"
40312,[[4]],"(array([[[1057.,  804.],
        [1170.,  812.],
        [1165.,  919.],
        [1053.,  909.]]], dtype=float32),)"
40352,[[4]],"(array([[[1058.,  804.],
        [1170.,  812.],
        [1165.,  919.],
        [1054.,  910.]]], dtype=float32),)"
40393,[[4]],"(array([[[1057.,  804.],
        [1170.,  811.],
        [1164.,  919.],
        [1053.,  908.]]], dtype=float32),)"
40433,[[4]],"(array([[[1058.,  803.],
        [1170.,  811.],
        [1165.,  918.],
        [1053.,  908.]]], dtype=float32),)"
40473,[[4]],"(array([[[1058.,  803.],
        [1170.,  811.],
        [1164.,  918.],
        [1053.,  908.]]], dtype=float32),)"
40513,[[4]],"(array([[[1058.,  803.],
        [1171.,  810.],
        [1164.,  918.],
        [1054.,  908.]]], dtype=float32),)"
40553,[[4]],"(array([[[1058.,  802.],
        [1171.,  810.],
        [1165.,  917.],
        [1054.,  907.]]], dtype=float32),)"
40593,[[4]],"(array([[[1058.,  802.],
        [1171.,  809.],
        [1165.,  917.],
        [1054.,  906.]]], dtype=float32),)"
40633,[[4]],"(array([[[1058.,  802.],
        [1171.,  809.],
        [1165.,  917.],
        [1054.,  907.]]], dtype=float32),)"
40673,[[4]],"(array([[[1059.,  802.],
        [1171.,  810.],
        [1165.,  917.],
        [1054.,  907.]]], dtype=float32),)"
40713,[[4]],"(array([[[1058.,  803.],
        [1171.,  811.],
        [1165.,  918.],
        [1054.,  908.]]], dtype=float32),)"
40753,[[4]],"(array([[[1059.,  803.],
        [1171.,  811.],
        [1164.,  919.],
        [1054.,  909.]]], dtype=float32),)"
40793,[[4]],"(array([[[1059.,  803.],
        [1171.,  811.],
        [1165.,  919.],
        [1055.,  909.]]], dtype=float32),)"
40834,[[4]],"(array([[[1059.,  803.],
        [1172.,  811.],
        [1166.,  918.],
        [1055.,  908.]]], dtype=float32),)"
40874,[[4]],"(array([[[1059.,  803.],
        [1171.,  810.],
        [1166.,  918.],
        [1055.,  908.]]], dtype=float32),)"
40914,[[4]],"(array([[[1058.,  803.],
        [1171.,  810.],
        [1165.,  917.],
        [1054.,  908.]]], dtype=float32),)"
40954,[[4]],"(array([[[1059.,  802.],
        [1171.,  810.],
        [1165.,  917.],
        [1054.,  908.]]], dtype=float32),)"
40994,[[4]],"(array([[[1059.,  802.],
        [1171.,  810.],
        [1166.,  917.],
        [1054.,  908.]]], dtype=float32),)"
41034,[[4]],"(array([[[1059.,  803.],
        [1171.,  810.],
        [1166.,  917.],
        [1054.,  908.]]], dtype=float32),)"
41074,[[4]],"(array([[[1059.,  803.],
        [1171.,  810.],
        [1166.,  917.],
        [1054.,  908.]]], dtype=float32),)"
41114,[[4]],"(array([[[1059.,  803.],
        [1171.,  810.],
        [1166.,  917.],
        [1054.,  908.]]], dtype=float32),)"
41154,[[4]],"(array([[[1059.,  803.],
        [1171.,  810.],
        [1166.,  917.],
        [1054.,  908.]]], dtype=float32),)"
41194,[[4]],"(array([[[1059.,  803.],
        [1171.,  810.],
        [1166.,  917.],
        [1055.,  908.]]], dtype=float32),)"
41234,[[4]],"(array([[[1059.,  803.],
        [1171.,  810.],
        [1165.,  918.],
        [1055.,  908.]]], dtype=float32),)"
41274,[[4]],"(array([[[1059.,  803.],
        [1171.,  810.],
        [1166.,  917.],
        [1054.,  907.]]], dtype=float32),)"
41314,[[4]],"(array([[[1060.,  802.],
        [1171.,  810.],
        [1166.,  917.],
        [1054.,  907.]]], dtype=float32),)"
41354,[[4]],"(array([[[1060.,  802.],
        [1171.,  810.],
        [1166.,  917.],
        [1055.,  908.]]], dtype=float32),)"
41394,[[4]],"(array([[[1060.,  802.],
        [1172.,  811.],
        [1167.,  917.],
        [1055.,  908.]]], dtype=float32),)"
41434,[[4]],"(array([[[1060.,  803.],
        [1172.,  810.],
        [1166.,  918.],
        [1056.,  909.]]], dtype=float32),)"
41474,[[4]],"(array([[[1061.,  803.],
        [1173.,  812.],
        [1166.,  919.],
        [1056.,  908.]]], dtype=float32),)"
41515,[[4]],"(array([[[1060.,  804.],
        [1173.,  812.],
        [1167.,  919.],
        [1056.,  909.]]], dtype=float32),)"
41555,[[4]],"(array([[[1060.,  804.],
        [1173.,  812.],
        [1167.,  919.],
        [1056.,  909.]]], dtype=float32),)"
41595,[[4]],"(array([[[1061.,  804.],
        [1173.,  812.],
        [1166.,  920.],
        [1056.,  909.]]], dtype=float32),)"
41635,[[4]],"(array([[[1061.,  804.],
        [1173.,  812.],
        [1168.,  919.],
        [1057.,  910.]]], dtype=float32),)"
41675,[[4]],"(array([[[1062.,  804.],
        [1174.,  812.],
        [1168.,  919.],
        [1057.,  909.]]], dtype=float32),)"
41715,[[4]],"(array([[[1062.,  804.],
        [1174.,  812.],
        [1168.,  919.],
        [1057.,  909.]]], dtype=float32),)"
41755,[[4]],"(array([[[1061.,  804.],
        [1174.,  812.],
        [1168.,  920.],
        [1057.,  910.]]], dtype=float32),)"
41795,[[4]],"(array([[[1061.,  805.],
        [1174.,  814.],
        [1167.,  921.],
        [1056.,  909.]]], dtype=float32),)"
41835,[[4]],"(array([[[1061.,  805.],
        [1173.,  813.],
        [1168.,  920.],
        [1056.,  910.]]], dtype=float32),)"
41875,[[4]],"(array([[[1060.,  805.],
        [1173.,  814.],
        [1167.,  921.],
        [1056.,  910.]]], dtype=float32),)"
41915,[[4]],"(array([[[1060.,  805.],
        [1173.,  814.],
        [1167.,  921.],
        [1056.,  911.]]], dtype=float32),)"
41956,[[4]],"(array([[[1060.,  805.],
        [1173.,  814.],
        [1166.,  921.],
        [1056.,  911.]]], dtype=float32),)"
41996,[[4]],"(array([[[1060.,  805.],
        [1172.,  813.],
        [1167.,  920.],
        [1055.,  910.]]], dtype=float32),)"
42036,[[4]],"(array([[[1059.,  805.],
        [1172.,  813.],
        [1166.,  920.],
        [1055.,  910.]]], dtype=float32),)"
42076,[[4]],"(array([[[1059.,  804.],
        [1172.,  812.],
        [1166.,  919.],
        [1055.,  910.]]], dtype=float32),)"
42116,[[4]],"(array([[[1059.,  804.],
        [1172.,  812.],
        [1166.,  919.],
        [1055.,  909.]]], dtype=float32),)"
42156,[[4]],"(array([[[1059.,  803.],
        [1172.,  812.],
        [1166.,  918.],
        [1055.,  908.]]], dtype=float32),)"
42196,[[4]],"(array([[[1059.,  803.],
        [1172.,  811.],
        [1166.,  918.],
        [1055.,  908.]]], dtype=float32),)"
42236,[[4]],"(array([[[1060.,  802.],
        [1172.,  810.],
        [1166.,  918.],
        [1055.,  907.]]], dtype=float32),)"
42276,[[4]],"(array([[[1060.,  802.],
        [1172.,  809.],
        [1167.,  917.],
        [1056.,  908.]]], dtype=float32),)"
42316,[[4]],"(array([[[1060.,  802.],
        [1173.,  810.],
        [1167.,  917.],
        [1056.,  907.]]], dtype=float32),)"
42356,[[4]],"(array([[[1060.,  802.],
        [1173.,  810.],
        [1167.,  917.],
        [1056.,  907.]]], dtype=float32),)"
42396,[[4]],"(array([[[1060.,  802.],
        [1173.,  811.],
        [1167.,  917.],
        [1056.,  907.]]], dtype=float32),)"
42436,[[4]],"(array([[[1060.,  802.],
        [1172.,  810.],
        [1166.,  917.],
        [1056.,  908.]]], dtype=float32),)"
42476,[[4]],"(array([[[1060.,  802.],
        [1172.,  810.],
        [1166.,  917.],
        [1056.,  908.]]], dtype=float32),)"
42516,[[4]],"(array([[[1061.,  802.],
        [1173.,  810.],
        [1167.,  917.],
        [1056.,  907.]]], dtype=float32),)"
42556,[[4]],"(array([[[1061.,  802.],
        [1173.,  810.],
        [1167.,  917.],
        [1056.,  907.]]], dtype=float32),)"
42596,[[4]],"(array([[[1060.,  802.],
        [1172.,  810.],
        [1167.,  917.],
        [1055.,  907.]]], dtype=float32),)"
42637,[[4]],"(array([[[1059.,  803.],
        [1172.,  811.],
        [1166.,  918.],
        [1055.,  908.]]], dtype=float32),)"
42677,[[4]],"(array([[[1059.,  803.],
        [1172.,  811.],
        [1167.,  918.],
        [1055.,  908.]]], dtype=float32),)"
42717,[[4]],"(array([[[1060.,  803.],
        [1172.,  811.],
        [1166.,  919.],
        [1055.,  908.]]], dtype=float32),)"
42757,[[4]],"(array([[[1059.,  804.],
        [1172.,  811.],
        [1166.,  919.],
        [1056.,  910.]]], dtype=float32),)"
42797,[[4]],"(array([[[1059.,  804.],
        [1172.,  812.],
        [1166.,  919.],
        [1055.,  909.]]], dtype=float32),)"
42837,[[4]],"(array([[[1059.,  804.],
        [1172.,  813.],
        [1166.,  919.],
        [1055.,  909.]]], dtype=float32),)"
42877,[[4]],"(array([[[1059.,  804.],
        [1171.,  812.],
        [1166.,  919.],
        [1055.,  910.]]], dtype=float32),)"
42917,[[4]],"(array([[[1059.,  804.],
        [1171.,  812.],
        [1166.,  919.],
        [1055.,  910.]]], dtype=float32),)"
42957,[[4]],"(array([[[1059.,  804.],
        [1171.,  811.],
        [1166.,  919.],
        [1055.,  910.]]], dtype=float32),)"
42997,[[4]],"(array([[[1059.,  804.],
        [1171.,  812.],
        [1166.,  919.],
        [1054.,  909.]]], dtype=float32),)"
43037,[[4]],"(array([[[1058.,  804.],
        [1171.,  812.],
        [1165.,  919.],
        [1054.,  909.]]], dtype=float32),)"
43078,[[4]],"(array([[[1058.,  804.],
        [1171.,  811.],
        [1165.,  919.],
        [1054.,  908.]]], dtype=float32),)"
43118,[[4]],"(array([[[1059.,  804.],
        [1172.,  812.],
        [1166.,  919.],
        [1055.,  909.]]], dtype=float32),)"
43158,[[4]],"(array([[[1059.,  804.],
        [1172.,  812.],
        [1166.,  919.],
        [1055.,  909.]]], dtype=float32),)"
43198,[[4]],"(array([[[1059.,  804.],
        [1172.,  812.],
        [1166.,  919.],
        [1055.,  909.]]], dtype=float32),)"
43238,[[4]],"(array([[[1060.,  803.],
        [1171.,  811.],
        [1166.,  918.],
        [1055.,  909.]]], dtype=float32),)"
43278,[[4]],"(array([[[1059.,  803.],
        [1171.,  811.],
        [1165.,  918.],
        [1054.,  908.]]], dtype=float32),)"
43318,[[4]],"(array([[[1059.,  803.],
        [1171.,  811.],
        [1166.,  918.],
        [1054.,  908.]]], dtype=float32),)"
43358,[[4]],"(array([[[1059.,  804.],
        [1171.,  811.],
        [1166.,  919.],
        [1055.,  909.]]], dtype=float32),)"
43398,[[4]],"(array([[[1060.,  803.],
        [1172.,  811.],
        [1166.,  919.],
        [1055.,  908.]]], dtype=float32),)"
43438,[[4]],"(array([[[1060.,  803.],
        [1172.,  812.],
        [1166.,  919.],
        [1055.,  908.]]], dtype=float32),)"
43478,[[4]],"(array([[[1059.,  804.],
        [1171.,  811.],
        [1166.,  919.],
        [1055.,  909.]]], dtype=float32),)"
43518,[[4]],"(array([[[1059.,  805.],
        [1171.,  813.],
        [1166.,  920.],
        [1055.,  910.]]], dtype=float32),)"
43558,[[4]],"(array([[[1060.,  806.],
        [1172.,  814.],
        [1166.,  921.],
        [1055.,  911.]]], dtype=float32),)"
43598,[[4]],"(array([[[1060.,  806.],
        [1172.,  814.],
        [1167.,  921.],
        [1056.,  912.]]], dtype=float32),)"
43638,[[4]],"(array([[[1061.,  806.],
        [1173.,  815.],
        [1166.,  922.],
        [1056.,  913.]]], dtype=float32),)"
43678,[[4]],"(array([[[1060.,  806.],
        [1172.,  814.],
        [1166.,  922.],
        [1056.,  913.]]], dtype=float32),)"
43719,[[4]],"(array([[[1060.,  806.],
        [1172.,  814.],
        [1166.,  922.],
        [1056.,  913.]]], dtype=float32),)"
43759,[[4]],"(array([[[1060.,  806.],
        [1172.,  814.],
        [1166.,  922.],
        [1055.,  912.]]], dtype=float32),)"
43799,[[4]],"(array([[[1060.,  806.],
        [1172.,  814.],
        [1166.,  922.],
        [1055.,  912.]]], dtype=float32),)"
43839,[[4]],"(array([[[1060.,  807.],
        [1172.,  815.],
        [1166.,  922.],
        [1055.,  912.]]], dtype=float32),)"
43879,[[4]],"(array([[[1059.,  808.],
        [1172.,  816.],
        [1166.,  923.],
        [1055.,  913.]]], dtype=float32),)"
43919,[[4]],"(array([[[1059.,  809.],
        [1171.,  816.],
        [1166.,  924.],
        [1054.,  914.]]], dtype=float32),)"
43959,[[4]],"(array([[[1059.,  809.],
        [1171.,  816.],
        [1166.,  924.],
        [1054.,  914.]]], dtype=float32),)"
43999,[[4]],"(array([[[1059.,  809.],
        [1171.,  816.],
        [1166.,  924.],
        [1055.,  914.]]], dtype=float32),)"
44039,[[4]],"(array([[[1059.,  809.],
        [1172.,  817.],
        [1166.,  924.],
        [1055.,  914.]]], dtype=float32),)"
44079,[[4]],"(array([[[1060.,  809.],
        [1172.,  816.],
        [1167.,  924.],
        [1055.,  914.]]], dtype=float32),)"
44119,[[4]],"(array([[[1061.,  809.],
        [1172.,  817.],
        [1166.,  925.],
        [1056.,  916.]]], dtype=float32),)"
44160,[[4]],"(array([[[1059.,  810.],
        [1172.,  817.],
        [1167.,  925.],
        [1055.,  915.]]], dtype=float32),)"
44200,[[4]],"(array([[[1059.,  810.],
        [1172.,  818.],
        [1167.,  925.],
        [1055.,  916.]]], dtype=float32),)"
44240,[[4]],"(array([[[1060.,  810.],
        [1172.,  817.],
        [1166.,  925.],
        [1056.,  915.]]], dtype=float32),)"
44280,[[4]],"(array([[[1060.,  809.],
        [1173.,  817.],
        [1168.,  924.],
        [1056.,  915.]]], dtype=float32),)"
44320,[[4]],"(array([[[1060.,  808.],
        [1173.,  817.],
        [1167.,  924.],
        [1056.,  914.]]], dtype=float32),)"
44360,[[4]],"(array([[[1060.,  809.],
        [1173.,  816.],
        [1168.,  924.],
        [1056.,  914.]]], dtype=float32),)"
44400,[[4]],"(array([[[1061.,  809.],
        [1174.,  817.],
        [1168.,  925.],
        [1057.,  915.]]], dtype=float32),)"
44440,[[4]],"(array([[[1062.,  809.],
        [1174.,  817.],
        [1168.,  925.],
        [1057.,  915.]]], dtype=float32),)"
44480,[[4]],"(array([[[1061.,  809.],
        [1173.,  816.],
        [1168.,  924.],
        [1057.,  914.]]], dtype=float32),)"
44520,[[4]],"(array([[[1062.,  807.],
        [1174.,  816.],
        [1168.,  923.],
        [1057.,  913.]]], dtype=float32),)"
44560,[[4]],"(array([[[1062.,  807.],
        [1174.,  816.],
        [1168.,  923.],
        [1057.,  912.]]], dtype=float32),)"
44600,[[4]],"(array([[[1061.,  807.],
        [1174.,  815.],
        [1168.,  922.],
        [1057.,  912.]]], dtype=float32),)"
44640,[[4]],"(array([[[1061.,  805.],
        [1173.,  812.],
        [1168.,  920.],
        [1057.,  910.]]], dtype=float32),)"
44680,[[4]],"(array([[[1062.,  805.],
        [1173.,  813.],
        [1168.,  920.],
        [1057.,  911.]]], dtype=float32),)"
44720,[[4]],"(array([[[1060.,  805.],
        [1173.,  812.],
        [1168.,  919.],
        [1057.,  910.]]], dtype=float32),)"
44760,[[4]],"(array([[[1061.,  803.],
        [1174.,  811.],
        [1168.,  918.],
        [1057.,  907.]]], dtype=float32),)"
44800,[[4]],"(array([[[1062.,  802.],
        [1175.,  810.],
        [1170.,  916.],
        [1058.,  907.]]], dtype=float32),)"
44841,[[4]],"(array([[[1062.,  801.],
        [1175.,  809.],
        [1170.,  916.],
        [1058.,  906.]]], dtype=float32),)"
44881,[[4]],"(array([[[1063.,  800.],
        [1175.,  808.],
        [1169.,  915.],
        [1058.,  905.]]], dtype=float32),)"
44921,[[4]],"(array([[[1063.,  799.],
        [1175.,  806.],
        [1168.,  914.],
        [1058.,  903.]]], dtype=float32),)"
44961,[[4]],"(array([[[1063.,  798.],
        [1175.,  806.],
        [1169.,  913.],
        [1058.,  903.]]], dtype=float32),)"
45001,[[4]],"(array([[[1063.,  799.],
        [1174.,  806.],
        [1169.,  913.],
        [1058.,  904.]]], dtype=float32),)"
45041,[[4]],"(array([[[1061.,  799.],
        [1174.,  807.],
        [1168.,  913.],
        [1057.,  903.]]], dtype=float32),)"
45081,[[4]],"(array([[[1062.,  799.],
        [1174.,  806.],
        [1169.,  914.],
        [1058.,  904.]]], dtype=float32),)"
45121,[[4]],"(array([[[1063.,  799.],
        [1175.,  806.],
        [1169.,  914.],
        [1059.,  904.]]], dtype=float32),)"
45161,[[4]],"(array([[[1064.,  797.],
        [1175.,  805.],
        [1170.,  912.],
        [1059.,  902.]]], dtype=float32),)"
45201,[[4]],"(array([[[1063.,  797.],
        [1176.,  805.],
        [1170.,  911.],
        [1059.,  901.]]], dtype=float32),)"
45241,[[4]],"(array([[[1063.,  797.],
        [1176.,  804.],
        [1170.,  911.],
        [1059.,  901.]]], dtype=float32),)"
45282,[[4]],"(array([[[1063.,  795.],
        [1176.,  802.],
        [1170.,  909.],
        [1059.,  899.]]], dtype=float32),)"
45322,[[4]],"(array([[[1062.,  792.],
        [1175.,  799.],
        [1169.,  905.],
        [1058.,  895.]]], dtype=float32),)"
45362,[[4]],"(array([[[1063.,  788.],
        [1175.,  795.],
        [1169.,  901.],
        [1058.,  891.]]], dtype=float32),)"
45402,[[4]],"(array([[[1064.,  785.],
        [1177.,  792.],
        [1171.,  898.],
        [1060.,  888.]]], dtype=float32),)"
45442,[[4]],"(array([[[1066.,  783.],
        [1178.,  790.],
        [1172.,  896.],
        [1062.,  887.]]], dtype=float32),)"
45482,[[4]],"(array([[[1067.,  781.],
        [1179.,  789.],
        [1173.,  895.],
        [1062.,  885.]]], dtype=float32),)"
45522,[[4]],"(array([[[1066.,  781.],
        [1178.,  789.],
        [1172.,  895.],
        [1062.,  885.]]], dtype=float32),)"
45562,[[4]],"(array([[[1066.,  781.],
        [1178.,  788.],
        [1172.,  894.],
        [1062.,  884.]]], dtype=float32),)"
45602,[[4]],"(array([[[1066.,  779.],
        [1179.,  788.],
        [1173.,  893.],
        [1062.,  883.]]], dtype=float32),)"
45642,[[4]],"(array([[[1067.,  779.],
        [1180.,  788.],
        [1174.,  893.],
        [1063.,  883.]]], dtype=float32),)"
45682,[[4]],"(array([[[1069.,  779.],
        [1181.,  786.],
        [1176.,  892.],
        [1065.,  883.]]], dtype=float32),)"
45722,[[4]],"(array([[[1070.,  777.],
        [1182.,  784.],
        [1176.,  891.],
        [1066.,  881.]]], dtype=float32),)"
45762,[[4]],"(array([[[1070.,  776.],
        [1182.,  783.],
        [1176.,  889.],
        [1066.,  880.]]], dtype=float32),)"
45802,[[4]],"(array([[[1070.,  774.],
        [1182.,  782.],
        [1176.,  887.],
        [1066.,  878.]]], dtype=float32),)"
45842,[[4]],"(array([[[1070.,  772.],
        [1182.,  780.],
        [1176.,  885.],
        [1065.,  876.]]], dtype=float32),)"
45882,[[4]],"(array([[[1069.,  772.],
        [1182.,  780.],
        [1176.,  885.],
        [1065.,  876.]]], dtype=float32),)"
45923,[[4]],"(array([[[1070.,  772.],
        [1183.,  780.],
        [1177.,  886.],
        [1066.,  876.]]], dtype=float32),)"
45963,[[4]],"(array([[[1072.,  772.],
        [1184.,  780.],
        [1178.,  885.],
        [1067.,  875.]]], dtype=float32),)"
46003,[[4]],"(array([[[1072.,  772.],
        [1185.,  780.],
        [1178.,  885.],
        [1067.,  875.]]], dtype=float32),)"
46043,[[4]],"(array([[[1072.,  772.],
        [1184.,  780.],
        [1178.,  886.],
        [1067.,  876.]]], dtype=float32),)"
46083,[[4]],"(array([[[1072.,  772.],
        [1185.,  781.],
        [1178.,  886.],
        [1068.,  876.]]], dtype=float32),)"
46123,[[4]],"(array([[[1074.,  772.],
        [1185.,  780.],
        [1180.,  886.],
        [1069.,  876.]]], dtype=float32),)"
46163,[[4]],"(array([[[1074.,  772.],
        [1187.,  780.],
        [1180.,  886.],
        [1070.,  876.]]], dtype=float32),)"
46203,[[4]],"(array([[[1074.,  770.],
        [1187.,  778.],
        [1180.,  884.],
        [1070.,  874.]]], dtype=float32),)"
