x_T,y_T,d_T,FaceA_T,FaceP_T,x_A,y_A,d_A,FaceT_A,FaceP_A,x_P,y_P,d_P,FaceT_P,FaceA_P,mutualGaze_TA,mutualGaze_TP,mutualGaze_AP,jointGazeT_AP,jointGazeA_TP,jointGazeP_TA,jointGazeTsp_AP,jointGazeAsp_TP,jointGazePsp_TA,sp_T,sp_A,sp_P
-499.5,297.0,581.1626933571968,1.0,0.0,386.3571428571429,284.4642857142857,585.4129753473387,0.0,1.0,-634.0,332.0,715.6675652592795,0.0,1.0,0,0,1,0,1,0,0,0,0,1,0,0
-512.0,305.5,596.2867099129185,1.0,0.0,256.83333333333337,300.4166666666667,625.9594049515288,0.0,1.0,-618.0,352.0,711.2175512342449,0.0,1.0,0,0,1,0,1,0,0,0,0,1,0,0
-497.0,306.5,583.9103326792533,1.0,0.0,127.30952380952382,316.36904761904765,666.5058345557188,0.0,1.0,-612.75,357.25,709.3044908019874,0.0,1.0,0,0,1,0,1,0,0,0,0,1,0,0
-499.0,307.5,586.1375919404312,1.0,0.0,-2.214285714285694,332.32142857142856,707.052264159909,0.0,0.0,-739.75,357.75,823.4355049379943,0.0,1.0,0,0,1,0,1,0,0,0,0,1,0,0
-501.5,308.0,588.5289444631507,1.0,0.0,-131.73809523809524,348.2738095238095,747.5986937640992,0.0,0.0,-845.75,329.91666666666663,909.3597960005981,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0
-502.0,310.0,590.0034483092167,1.0,0.0,-261.2619047619047,364.2261904761905,788.1451233682892,0.0,0.0,-810.0833333333333,285.1388888888889,861.5831127016068,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
-500.0,310.0,588.3027022004827,1.0,0.0,-390.7857142857143,380.17857142857144,828.6915529724793,0.0,0.0,-774.4166666666667,240.3611111111111,813.8064294026153,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
-500.5,309.5,588.4645497708657,1.0,0.0,-520.3095238095237,396.13095238095235,869.2379825766694,0.0,0.0,-738.75,195.58333333333331,766.029746103624,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
-501.0,308.0,588.103284360421,1.0,0.0,-649.8333333333334,412.0833333333333,909.7844121808596,0.0,0.0,-655.75,261.25,714.8701493898842,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
-502.5,307.0,588.8596797577488,1.0,0.0,-779.3571428571428,428.0357142857143,950.3308417850496,0.0,0.0,-618.5,355.5,713.3932690721222,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
-503.5,306.5,589.4531127038331,1.0,0.0,-836.0,434.0,942.0350998252832,0.0,0.0,-653.0,359.5,745.5524442485382,0.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0
-635.0,341.5,721.0046842881632,0.0,0.0,-764.5,403.0,864.233990066065,0.0,0.0,-603.5,363.0,704.2597836297432,0.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0
-642.5,343.5,728.5600992823877,1.0,0.0,-706.5,377.5,801.0537860729867,1.0,0.0,-583.75,375.0,694.6416827802805,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
-650.5,345.0,736.3255940866284,1.0,0.0,-634.0,359.5,728.8777125075211,1.0,0.0,-625.0,353.0,717.8631307956142,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0
-655.5,345.5,740.9794198045131,1.0,0.0,-564.9642857142858,356.0357142857143,670.0243053850038,1.0,0.0,-623.0,351.0,715.1400876397258,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0
-659.5,346.5,744.9849428310866,1.0,0.0,-490.25,348.75,605.3148922699853,1.0,0.0,-576.5,348.5,673.653069824918,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0
-578.5,323.5,662.8080695070872,0.0,0.0,-415.53571428571433,341.4642857142857,540.6054791549668,1.0,0.0,-589.5,333.5,677.4294702705117,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0
-575.5,323.5,660.1916693264939,1.0,0.0,-358.0,338.5,492.70108183336447,1.0,0.0,-595.25,329.5,680.362276408096,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
-559.5,320.5,644.7982061281563,1.0,0.0,-333.0,344.5,479.13486139062286,1.0,0.0,-591.5,331.75,678.1847768475236,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0
-550.0,319.0,635.8162500690601,1.0,0.0,-358.5,359.5,507.71109634596047,1.0,0.0,-585.5,331.75,672.9549675726469,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0
-530.0,313.5,615.7802860236604,1.0,0.0,-415.5,362.0,551.0892137976178,1.0,0.0,-585.75,329.5,672.0705789878839,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0
-524.5,311.5,610.0267902423674,1.0,0.0,-491.0,372.5,616.322079659724,1.0,0.0,-600.5,328.0,684.25933160614,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0
-524.5,310.0,609.2622056861514,1.0,0.0,-559.5,385.0,679.1651148701351,1.0,0.0,-612.0,331.5,696.2464289190841,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0
-525.5,311.0,610.6321455276728,1.0,0.0,-602.0,394.0,719.4745817161445,1.0,0.0,-579.75,331.75,667.9608539339299,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0
-628.5,408.5,750.145324592243,1.0,0.0,-613.0,397.5,730.5993479918435,1.0,0.0,-577.25,334.75,667.28944191257,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0
-667.5357142857142,438.7142857142857,800.5003438192858,0.0,0.0,-598.5,401.5,720.6977043341537,1.0,0.0,-589.75,354.5,688.09835101503,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0
-620.25,369.0,724.5134359396791,0.0,0.0,-555.5,409.0,689.8535662692987,1.0,0.0,-701.5,366.0,791.2452930476383,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
-572.9642857142858,299.28571428571433,648.5265280600725,0.0,0.0,-504.5,419.5,656.1358625922762,1.0,0.0,-658.5,361.5,751.216906612909,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
-541.0,255.0,598.1128651111853,1.0,0.0,-490.0,418.5,644.3969405061324,1.0,0.0,-637.25,361.5,732.647516947867,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
-570.0,299.0,643.6626926219726,1.0,0.0,-492.0,415.0,643.6529374811332,1.0,0.0,-625.0,360.5,721.5174958463961,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0
-592.0,307.0,666.8683453917326,1.0,0.0,-505.5,412.5,652.4468558607223,1.0,0.0,-573.75,367.5,681.4484051981483,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0
-598.0,308.5,672.887883042843,1.0,0.0,-516.5,414.5,662.2630095635919,1.0,0.0,-569.5,367.5,677.7850584990389,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0
-604.0,309.0,678.4519146010398,1.0,0.0,-520.0,413.5,664.3726500720702,1.0,0.0,-569.0,373.0,680.3633685542977,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0
-580.5,304.0,655.2833844841782,1.0,0.0,-517.0,411.0,660.462032831393,1.0,0.0,-570.25,369.0,679.2255330952866,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0
-580.0,280.5,644.6751031481938,1.0,0.0,-516.5,409.0,658.8274701265512,1.0,0.0,-572.0,369.5,680.9658907962989,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0
-600.0,323.0,681.471222203292,1.0,0.0,-520.0,410.0,662.1943329735877,1.0,0.0,-594.25,371.0,700.6136573898499,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0
-592.0,338.0,682.1420855287641,1.0,0.0,-519.5,411.5,662.7312076671979,1.0,0.0,-615.25,376.0,721.292532946263,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0
-581.5,306.0,657.1001527133357,1.0,0.0,-516.5,412.5,661.0059003801337,1.0,0.0,-583.25,371.0,691.2466070105431,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0
-576.0,304.0,651.3004052386354,1.0,0.0,-505.5,404.5,647.4195390965792,1.0,0.0,-585.0,375.5,695.1442847150923,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0
-577.5,303.5,652.3954326546414,1.0,0.0,-498.0,373.5,622.5002008036986,1.0,0.0,-590.75,377.0,700.7957226369822,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0
-544.5,284.5,614.345588991912,1.0,0.0,-505.5,370.5,626.738502515212,1.0,0.0,-592.5,379.0,703.3478786393299,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0
-538.5,278.5,606.2545224415926,1.0,0.0,-506.5,366.5,625.1915968832463,1.0,0.0,-594.75,382.0,706.860838351994,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0
-550.5,282.0,618.5263770685935,1.0,0.0,-498.5,364.5,617.545676775623,1.0,0.0,-596.5,381.5,708.0639095448942,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0
-570.5,289.5,639.7505019732273,1.0,0.0,-501.5,381.0,629.8336315621829,1.0,0.0,-617.0,378.0,723.6493061572771,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0
-570.0,238.0,617.692498868844,0.0,0.0,-509.5,394.0,644.0700723055456,1.0,0.0,-613.0,363.5,712.6719445614758,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0
-565.5,233.5,611.8141671744377,0.0,0.0,-514.0,389.0,644.6060812620372,1.0,0.0,-583.5,331.5,671.11123481957,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
-557.0,234.5,604.3528643587412,0.0,0.0,-516.5,389.0,646.601376802462,1.0,0.0,-577.75,331.5,666.0993140162872,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
-558.0,235.5,605.6603521797175,0.0,0.0,-517.0,391.5,648.5069390530837,1.0,0.0,-579.5,329.0,666.3792790053956,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
-559.5,235.5,607.0427734367047,0.0,0.0,-514.0,395.0,648.2446242146677,1.0,0.0,-596.75,326.5,680.2317590262431,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
-560.0,234.5,607.1165149313088,0.0,0.0,-514.0,395.5,648.5496294687644,1.0,0.0,-593.0,326.0,676.7018997168962,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
-520.0,265.5,585.09119984579,0.0,0.0,-506.5,396.0,642.9441260061872,1.0,0.0,-597.0,325.0,679.7396813295363,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
-467.65,281.4,545.7861852564693,0.0,0.0,-499.5,401.0,640.5501343714017,1.0,0.0,-602.75,322.5,683.6051328135815,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
-465.85,280.6,543.8314628787205,0.0,0.0,-498.5,403.5,641.338058659759,1.0,0.0,-607.25,319.0,685.9476564342458,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
-462.0,279.0,539.7084309172808,0.0,0.0,-496.0,406.0,640.9774569369515,1.0,0.0,-607.25,320.0,686.4057654607229,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
-480.6875,290.9375,561.8764433288113,0.0,0.0,-495.0,406.5,640.521076936583,1.0,0.0,-608.75,320.0,687.7333706107871,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
-508.9375,308.1875,594.9764467816892,0.0,0.0,-495.0,406.5,640.5233991239243,1.0,0.0,-606.5,320.5,685.9793910277152,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
-537.1875,325.4375,628.0764502345669,0.0,0.0,-521.5,404.0,659.681326737195,1.0,0.0,-605.25,320.75,684.987694762928,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
-565.4375,342.6875,661.1764536874448,0.0,0.0,-519.5,402.5,657.1807269876117,1.0,0.0,-603.75,321.0,683.7827309122197,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
-570.0,336.5,661.9190922973971,1.0,0.0,-518.5,400.5,655.1660807921648,1.0,0.0,-603.25,320.5,683.1042687927668,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
-585.0,339.5,676.3833190744004,1.0,0.0,-518.5,402.5,656.3905803743835,1.0,0.0,-642.0,323.25,718.901377455881,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0
-605.0,343.0,695.4667594968589,1.0,0.0,-520.0,405.5,659.416598213906,1.0,0.0,-612.25,323.0,692.2276854489025,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0
-608.5,342.5,698.2685469937395,1.0,0.0,-520.5,405.0,659.5041639991617,1.0,0.0,-615.75,330.5,698.8593285084535,0.0,1.0,1,0,0,0,1,0,0,1,0,0,1,0
-611.5,343.0,701.1288849680841,1.0,0.0,-522.0,405.0,660.6893404092896,1.0,0.0,-620.0,337.0,705.6714700713983,0.0,1.0,1,0,0,0,1,0,0,1,0,0,1,0
-583.5,336.0,675.6393722118482,1.0,0.0,-507.5,376.0,631.6108460409752,1.0,0.0,-617.75,336.5,703.4553940381354,0.0,1.0,1,0,0,0,1,0,0,1,0,0,1,0
-630.5,405.0,749.3722823576902,1.0,0.0,-504.5,377.5,630.100516002466,1.0,0.0,-607.5,318.0,685.6970513508729,0.0,1.0,1,0,0,0,1,0,0,1,0,0,1,0
-653.0,405.0,768.3970339898719,1.0,0.0,-503.5,379.5,630.5019107256281,1.0,0.0,-608.5,318.0,686.5843906164487,0.0,1.0,1,0,0,0,1,0,0,1,0,0,1,0
-673.0,427.5,797.4213508891637,1.0,0.0,-502.5,382.0,631.2134412686516,1.0,0.0,-607.25,317.5,685.2438602008162,0.0,1.0,1,0,0,0,1,0,0,1,0,0,1,0
-697.5,544.5,884.8652608714744,0.0,0.0,-499.5,382.5,629.1316695174587,1.0,0.0,-609.0,316.5,686.3337652661869,0.0,1.0,1,0,0,0,1,0,0,1,0,0,1,0
-693.0,436.5,819.1555928825633,0.0,0.0,-497.5,382.0,627.2406867373659,1.0,0.0,-611.75,316.5,688.7745100516888,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0
-672.5,415.0,791.7769928146784,0.0,0.0,-495.0,379.0,623.4317969985589,1.0,0.0,-614.0,316.5,690.7766559875377,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0
-513.0,371.5,633.3888817005484,1.0,0.0,-491.5,376.5,619.1331988835913,1.0,0.0,-623.25,314.0,697.8815736585285,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0
-510.0,374.0,632.4365860738385,1.0,0.0,-482.5,375.0,611.090724381649,1.0,0.0,-627.25,313.0,701.0172264403207,0.0,1.0,1,0,0,0,1,0,0,1,0,0,1,0
-512.0,375.0,634.6409120805404,1.0,0.0,-455.0,376.0,590.25553298161,1.0,0.0,-627.25,313.5,701.2309355640482,0.0,1.0,1,0,0,0,1,0,0,1,0,0,1,0
-511.5,373.0,633.0570669378867,1.0,0.0,-345.6764705882353,375.52941176470586,614.5058416771378,1.0,0.0,-623.5,314.5,698.3283974652068,0.0,1.0,1,0,0,0,1,0,0,1,0,0,1,0
-516.5,377.5,639.7549498923087,1.0,0.0,-199.91176470588238,376.2352941176471,647.6889362595655,1.0,0.0,-621.5,315.0,696.7709339791213,0.0,1.0,1,0,0,0,1,0,0,1,0,0,1,0
-529.0,392.5,658.7088971897516,1.0,0.0,-54.14705882352945,376.94117647058823,680.8720308419929,1.0,0.0,-611.75,318.0,689.4651334936625,0.0,1.0,1,0,0,0,1,0,0,1,0,0,1,0
-526.5,392.0,656.4046407833875,1.0,0.0,91.61764705882348,377.6470588235294,714.0551254244203,1.0,0.0,-607.25,319.0,685.9441776304084,0.0,1.0,1,0,0,0,1,0,0,1,0,0,1,0
-524.0,390.0,653.2044772651041,1.0,0.0,237.3823529411764,378.3529411764706,747.2382200068478,0.0,0.0,-604.5,320.25,684.0914885150227,0.0,1.0,1,0,0,0,1,0,0,1,0,0,1,0
-524.0,390.5,653.5036751221262,1.0,0.0,383.14705882352933,379.05882352941177,780.4213145892754,0.0,0.0,-605.5,321.25,685.4429368584097,0.0,1.0,0,0,0,0,1,0,0,1,0,0,1,0
-528.0,391.0,657.0125486852539,1.0,0.0,528.9117647058822,379.7647058823529,813.6044091717029,0.0,0.0,-600.25,323.5,681.8833053207888,0.0,1.0,0,0,0,0,1,0,0,1,0,0,1,0
-525.5,389.0,653.8128638202204,1.0,0.0,674.6764705882351,380.47058823529414,846.7875037541303,0.0,0.0,-594.75,326.0,678.2360951896901,0.0,1.0,0,0,0,0,1,0,0,1,0,0,1,0
-525.0,389.5,653.7088501321823,1.0,0.0,861.5,446.0,970.3563549471385,0.0,1.0,-597.5,327.0,681.1290566636015,0.0,1.0,0,0,0,0,1,0,0,1,0,0,1,0
-529.5,393.0,659.4088805404155,1.0,0.0,751.5,397.0,849.9271183689928,0.0,1.0,-618.0,360.0,715.2170709710342,0.0,1.0,0,0,1,0,1,0,0,1,0,0,1,0
-530.0,390.0,658.0274217823942,1.0,0.0,717.0,353.5,799.7169092725175,0.0,0.0,-623.75,363.0,721.688842115509,0.0,1.0,0,0,1,0,1,0,0,1,0,0,1,0
-571.5,325.5,657.6978870667311,0.0,0.0,639.5,307.5,709.6499542317932,0.0,1.0,-628.25,360.5,724.3350980548436,0.0,1.0,0,0,0,0,1,0,0,1,0,0,1,0
-599.5,317.5,678.388812539654,1.0,0.0,580.5,292.0,649.8069957326126,0.0,1.0,-630.0,358.5,724.8601589272237,0.0,1.0,0,0,1,0,0,0,0,0,0,0,1,0
-598.0,309.0,673.116025911743,1.0,0.0,558.0,271.0,620.3293263570524,0.0,1.0,-750.0,372.0,838.3601055895804,0.0,1.0,0,0,1,0,1,0,0,0,0,1,0,0
-602.5,309.5,677.3537935670238,1.0,0.0,525.0,262.0,586.7801247458106,0.0,1.0,-678.5,363.75,770.0507016964443,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,0
-609.0,238.5,654.0361929214755,0.0,0.0,547.0,263.5,607.1583985857656,0.0,1.0,-634.0,358.5,728.3395083551172,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
-606.0,245.0,653.6521555752579,1.0,0.0,541.0,273.5,606.2173025123487,0.0,1.0,-632.5,361.0,728.2708948078844,0.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0
-606.5,247.0,654.867516704452,1.0,0.0,540.0,289.5,612.7092933337822,0.0,1.0,-652.0,365.0,747.2532478178921,0.0,1.0,0,0,1,0,1,0,0,0,0,1,0,0
-607.0,247.5,655.5200170109188,1.0,0.0,543.0,298.5,619.6379991575726,0.0,1.0,-649.75,367.0,746.3135294669551,0.0,1.0,0,0,1,0,1,0,0,0,0,1,0,0
-605.0,247.0,653.4787104172394,1.0,0.0,545.5,304.0,624.4887909322313,0.0,1.0,-623.75,366.5,723.4581849459166,0.0,1.0,0,0,1,0,1,0,0,0,0,1,0,0
-602.0,247.5,650.8918970525757,1.0,0.0,546.0,310.0,627.8662277906019,0.0,1.0,-691.25,376.0,787.3314330014741,0.0,1.0,0,0,1,0,1,0,0,0,0,1,0,0
-627.0,243.5,672.8369671563012,1.0,0.0,544.5,312.5,627.803064708085,0.0,1.0,-760.25,383.25,851.3875367569965,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,0
-597.0,299.0,667.6918839397908,1.0,0.0,543.5,310.5,625.9414417362912,0.0,1.0,-759.25,383.25,850.4946432376104,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
-597.0,258.5,650.5622597265002,1.0,0.0,541.5,311.5,624.7036800279255,0.0,1.0,-621.5,370.0,723.3000679679681,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
-595.0,258.5,648.7288668973702,1.0,0.0,541.0,315.0,626.0245576770687,0.0,1.0,-623.0,369.75,724.4613747926417,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
-594.0,257.0,647.2133787851103,1.0,0.0,531.0,308.5,614.1281632717755,0.0,1.0,-620.0,362.25,718.0703826318583,0.0,1.0,0,0,1,0,1,0,0,0,0,1,0,0
-591.0,258.5,645.0606871819565,1.0,0.0,486.5,188.0,522.0683733434973,0.0,0.0,-623.0,361.0,720.0347650229578,0.0,1.0,0,0,1,0,1,0,0,0,0,1,0,0
-589.5,259.0,643.8876380628085,1.0,0.0,486.5,156.5,511.0524476419317,0.0,0.0,-623.75,361.0,720.6837574013504,0.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0
-621.0,321.5,699.4311935014968,1.0,0.0,479.5,145.0,500.94458680997366,0.0,0.0,-626.0,363.0,723.6404256897556,0.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0
-687.5,375.5,783.3623297410943,1.0,0.0,472.5,124.5,488.63183002089266,0.0,0.0,-626.5,367.0,726.0796252853553,0.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0
-689.5,374.0,784.4018421701978,1.0,0.0,474.45000000000005,124.125,490.42710207618,0.0,0.0,-627.0,365.5,725.7548658517794,0.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0
-689.5,373.0,783.9255746554803,1.0,0.0,481.04999999999995,127.625,497.70791326046526,0.0,0.0,-624.75,368.0,725.0770951048288,0.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0
-689.5,371.5,783.213226897376,1.0,0.0,487.65,131.125,504.9887244447506,0.0,0.0,-626.75,370.0,727.8159803987444,0.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0
-691.5,371.0,784.737730632186,1.0,0.0,494.25,134.625,512.2695356290359,0.0,0.0,-679.75,370.25,774.0453217148608,0.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0
-693.5,369.0,785.56036010236,1.0,0.0,500.85,138.125,519.5503468133211,0.0,0.0,-680.75,367.0,773.3756362232364,0.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0
-695.5,367.5,786.6237706385505,1.0,0.0,506.0,141.5,525.4537127634741,0.0,1.0,-682.25,364.25,773.3980957069989,0.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0
-697.0,365.5,787.0192525721964,1.0,0.0,521.5,149.5,542.5074704165762,0.0,1.0,-659.25,357.5,749.9925642553574,0.0,1.0,0,0,1,0,1,0,0,0,0,1,0,0
-698.0,366.5,788.3693894378512,1.0,0.0,521.5,154.0,543.7834310351441,0.0,1.0,-635.25,352.0,726.2566726034029,0.0,1.0,0,0,1,0,1,0,0,0,0,1,0,0
-647.5,349.0,735.6257435322377,1.0,0.0,531.5,178.0,560.5499039348547,0.0,1.0,-636.25,354.5,728.343754264734,0.0,1.0,0,0,1,0,1,0,0,0,0,1,0,0
-626.0,340.5,712.6287304190573,1.0,0.0,540.5,200.0,576.3279785224453,0.0,1.0,-634.5,354.0,726.571845370017,0.0,1.0,0,0,1,0,1,0,0,0,0,1,0,0
-640.0,345.5,727.3036141872142,1.0,0.0,547.5,223.0,591.1873466402076,0.0,1.0,-624.0,355.5,718.1783626134115,0.0,1.0,0,0,1,0,1,0,0,0,0,1,0,0
-628.5,342.0,715.5253724544748,1.0,0.0,552.5,231.5,599.0455026113693,0.0,1.0,-575.8888888888889,363.91666666666663,681.3088708770392,0.0,1.0,0,0,1,0,1,0,0,0,0,1,0,0
-601.0,331.0,686.1352279853973,1.0,0.0,544.0,248.5,598.2580197652728,0.0,1.0,-587.4444444444445,359.58333333333337,689.0337288309929,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,0
-608.0,333.0,693.2204917839654,1.0,0.0,534.5,250.5,590.2896013268396,0.0,1.0,-599.0,355.25,696.7585867849464,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
-621.5,336.5,706.749288413822,1.0,0.0,530.0,244.5,583.6782588159439,0.0,1.0,-610.5555555555555,350.91666666666663,704.4834447388998,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
-670.0,296.5,735.1898723549231,1.0,0.0,529.0,240.5,581.1035291757452,0.0,1.0,-622.1111111111111,346.58333333333337,712.2083026928535,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
-678.5,245.5,721.548682775702,0.0,0.0,529.0,236.5,579.4594463808489,0.0,1.0,-626.0,353.25,718.8645814837753,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
-674.5,246.0,717.959803436195,0.0,0.0,528.5,233.0,577.5823018736613,0.0,1.0,-612.75,356.25,708.7859199614072,0.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0
-656.5,245.0,700.7277542116406,0.0,0.0,527.5,232.0,576.2640805397743,0.0,1.0,-612.75,355.75,708.5360337696868,0.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0
-661.5,243.0,704.7229899719268,0.0,0.0,527.5,232.0,576.2641024195386,0.0,1.0,-628.25,357.75,722.9682791479138,0.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0
-664.5,239.5,706.3430480022876,0.0,0.0,528.0,235.5,578.1387882837457,0.0,1.0,-619.75,360.0,716.7655500786414,0.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0
-662.0,237.0,703.1457077965804,0.0,0.0,532.5,225.0,578.2159117480403,0.0,1.0,-619.0,360.75,716.4519724366359,0.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0
-662.5,234.5,702.7779928798254,0.0,0.0,534.5,217.0,576.8705871073042,0.0,1.0,-706.75,368.5,797.0740289128084,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0
-668.0,239.5,709.6368589102582,0.0,0.0,533.0,217.0,575.4806995431013,0.0,1.0,-661.25,368.0,756.816118003461,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
-668.5,238.5,709.7708938608154,0.0,0.0,531.5,215.5,573.5263725409669,0.0,1.0,-613.25,365.5,713.9094969330799,0.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0
-669.5,240.0,711.2174421370725,0.0,0.0,528.5,209.0,568.3249510623302,0.0,1.0,-609.0,367.0,711.0348791901038,0.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0
-674.5,242.5,716.768094551438,0.0,0.0,524.5,198.0,560.6284698293359,0.0,1.0,-607.75,368.25,710.6138398209745,0.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0
-676.0,244.0,718.6876929515352,0.0,0.0,523.0,192.0,557.1292489180585,0.0,1.0,-599.25,362.75,700.5096194875601,0.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0
-677.0,244.0,719.6283962859536,0.0,0.0,524.5,191.5,558.3659194470952,0.0,1.0,-599.0,366.0,701.970935111442,0.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0
-678.0,244.0,720.569219436967,0.0,0.0,528.0,189.5,560.9761581386504,0.0,1.0,-605.25,366.25,707.445912588025,0.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0
-620.5,344.5,709.7238160566227,0.0,0.0,525.5,188.5,558.2855196936988,0.0,1.0,-610.5,367.75,712.7080360121025,0.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0
-622.5,340.0,709.2998713119555,1.0,0.0,515.0,188.5,548.4166093719772,0.0,1.0,-613.0,365.625,713.7584543727139,0.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0
-622.5,339.0,708.8210281869465,1.0,0.0,503.5,191.5,538.6895819084966,0.0,1.0,-618.0,364.75,717.6147597316971,0.0,1.0,0,0,1,0,1,0,0,0,0,1,0,0
-621.5,339.5,708.1826689102522,1.0,0.0,498.5,195.5,535.46495373171,0.0,1.0,-622.5,361.75,719.9786897748706,0.0,1.0,0,0,1,0,1,0,0,0,0,1,0,0
-621.5,339.0,707.9429708670042,1.0,0.0,500.5,200.0,538.980951033195,0.0,1.0,-617.0,359.5,714.0938332576605,0.0,1.0,0,0,1,0,1,0,0,0,0,1,0,0
