x_T x_A x_P
283.5 522.0 -401.5
272.5 523.5 -79.25
273.5 515.0 243.25
277.5 508.0 531.0
271.0 512.0 644.5
275.5 520.0 540.25
213.0 515.5 543.75
180.0 506.0 553.0
165.5 496.0 567.25
172.5 489.5 579.25
175.5 494.0 590.25
160.0 504.0 595.25
106.5 509.0 604.5
53.0 510.5 601.0
43.5 504.0 602.75
41.0 495.0 601.25
40.5 490.5 600.75
5.0 488.5 593.75
20.5 494.0 592.5
37.5 495.5 582.0
48.0 489.0 577.25
59.5 483.5 594.5
55.5 478.0 589.25
54.0 458.0 573.75
53.0 376.77631578947364 585.5
63.0 271.14473684210526 619.75
223.29999999999998 165.51315789473685 604.25
417.70000000000005 59.88157894736841 539.0
575.5 -45.75 532.75
598.0 -151.38157894736844 572.75
492.0 -257.0131578947369 582.0
542.5 -362.6447368421053 500.16666666666663
516.0 -468.2763157894737 330.3888888888889
528.0 -583.5 160.61111111111111
531.0 -600.0 -9.166666666666629
487.5 -566.0 -163.0
444.5 -537.5 -197.5
496.0 -537.0 -202.5
489.5 -520.0 -203.5
493.5 -517.5 -213.5
526.0 -508.0 -216.5
568.0 -496.5 -219.0
572.0 -498.5 -219.5
576.0 -500.0 -218.5
596.125 -499.5 -219.5
621.625 -497.5 -214.7
647.125 -495.5 -199.5
599.5 -499.0 -184.3
584.5 -504.0 -169.10000000000002
592.0 -469.0 -153.9
531.5 -435.0 -173.0
491.5 -434.0 -203.5
480.0 -447.5 -160.0
479.0 -438.5 -177.5
478.0 -437.0 -199.25
484.0 -438.0 -194.25
478.5 -451.5 -195.75
483.0 -466.0 -194.75
483.5 -468.5 -194.75
538.0 -473.5 -192.0
607.0 -492.5 -167.25
609.0 -496.0 -163.25
606.0 -496.5 -162.25
605.0 -498.0 -160.75
603.5 -513.0 -159.75
602.5 -511.5 -88.25
602.5 -510.5 74.46875
600.5 -510.5 231.09375
601.0 -508.5 387.71875
601.0 -507.0 544.34375
496.5 -505.5 583.25
521.5 -504.5 594.75
519.5 -501.5 599.25
516.0 -495.5 624.75
579.5 -487.5 623.0
538.5 -476.5 621.0
588.5 -470.5 624.25
579.5 -470.0 618.5
582.5 -470.0 621.5
578.5 -489.0 624.25
611.5 -510.0 624.0
591.0 -527.5 656.25
582.0 -531.0 620.75
578.5 -469.75 664.5
511.5 -450.75 632.5
461.0 -453.5 635.75
439.0 -459.0 637.75
434.5 -462.0 615.5
433.5 -469.5 474.6375
431.0 -476.0 411.1875
427.5 -469.5 347.7375
521.0 -493.5 284.28749999999997
516.0 -511.0 220.83749999999998
537.5 -511.5 157.3875
540.0 -506.5 93.93749999999997
481.5 -501.5 30.487499999999983
462.0 -495.0 -32.962500000000034
478.5 -492.5 -96.41250000000002
537.0 -492.0 -148.25
507.0 -490.5 -152.0
473.0 -491.5 -153.0
469.5 -493.5 -187.0
463.5 -498.0 -189.0
465.5 -501.0 -187.25
499.0 -505.5 -187.75
528.5 -506.5 -188.0
483.5 -506.0 -186.75
596.0 -509.5 -187.5
511.5 -510.5 -187.75
492.0 -510.5 -187.0
534.0 -510.0 -287.75
586.5 -512.5 -445.0
584.0 -476.0 -530.0
521.5 -485.5 -535.75
463.0 -492.0 -537.0
588.5 -500.0 -540.0
521.5 -500.0 -540.5
502.0 -498.7857142857143 -571.0
509.0 -504.5 -539.25
450.0 -510.2142857142857 -539.5
454.0 -499.5 -545.5
483.5 -464.0 -555.0
518.5 -496.5 -546.5
524.5 -501.5 -536.5
534.0 -503.5 -508.5
555.5 -517.0 -317.75
559.5 -524.5 -254.546875
558.75 -523.5 -240.609375
548.5 -521.5 -226.671875
497.0 -519.5 -212.734375
484.0 -519.5 -198.796875
478.5 -519.0 -184.859375
468.5 -520.5 -170.921875
466.5 -519.5 -156.984375
459.0 -495.0 -143.046875
473.5 -485.5 -129.109375
478.5 -485.0 -115.171875
442.0 -485.0 -101.234375
455.5 -483.5 -87.296875
473.0 -511.5 -73.359375
457.0 -525.5 -59.421875
478.0 -525.5 -45.484375
455.0 -531.0 -34.5
417.0 -529.5 -50.0
419.5 -525.8214285714286 -44.0
432.0 -525.1071428571429 35.0
434.0 -524.3928571428571 -77.3125
441.5 -523.6785714285714 -75.0625
453.0 -509.0 -72.8125
457.5 -515.5 -70.5625
454.5 -519.0 -68.3125
523.0 -522.0 -66.0625
497.0 -516.5 -63.8125
481.5 -516.5 -61.5625
469.0 -513.5 -59.3125
477.0 -488.5 -57.0625
523.5 -473.0 -54.8125
519.5 -476.5 -52.5625
512.5 -477.0 -50.3125
423.5 -479.0 -48.0625
188.5 -480.0 -45.8125
52.5 -481.25 -43.5625
-10.25 -487.25 -41.3125
-30.25 -479.7857142857143 -39.0625
-37.5 -478.92857142857144 -36.8125
-3.5 -478.07142857142856 -34.5625
-56.125 -477.2142857142857 -39.0
-224.625 -479.0 -54.5
-393.125 -467.75 -57.5
-657.5 -468.0 -58.0
-468.75 -475.5 -144.5
-473.75 -490.5 -155.5
-509.25 -513.5 -155.0
-565.0 -542.25 -153.5
-571.75 -538.25 -153.5
-573.25 -538.75 -153.5
-572.75 -539.75 -151.5
-574.5277777777778 -541.0 -151.5
-574.6388888888889 -540.75 -150.0
-574.75 -538.75 -150.0
-574.8611111111111 -537.25 -151.0
-574.9722222222222 -532.0 -151.0
-573.9285714285714 -499.1842105263158 -149.5
-572.5 -383.92105263157896 -72.5
-571.0714285714286 -268.65789473684214 145.75
-563.0 -153.3947368421053 387.0
-557.5 -38.13157894736847 583.25
-556.5 77.13157894736838 628.75
-554.5 192.39473684210526 645.25
-555.0 307.657894736842 626.0
-553.5 422.9210526315789 627.75
-553.5 538.1842105263157 619.25
-554.0 695.5 603.5
-557.0 640.5 587.0
-565.0 588.5 568.0
-573.0 598.0 567.0
-568.5 564.5 582.0
-566.25 580.5 563.5
-568.1875 576.0 560.0
-566.9375 577.0 565.25
-563.875 574.0 564.25
-554.0 566.5 563.0
-548.0 608.5 562.0
-547.0 588.5 568.5
-547.0 570.0 569.0
-547.0 573.5 573.75
-546.0 567.5 575.0
-546.0 551.0 575.75
-588.0 542.0 573.75
-603.0 533.0 583.75
-616.5 533.0 564.25
-565.0 527.0 563.0
-564.0 528.5 565.0
-626.875 545.0 564.0
-726.5 545.0 572.0
-584.0 545.0 580.0
-598.5 539.5 584.5
-733.0 535.5 581.0
-778.5 554.5 581.75
-652.5 581.0 575.75
-526.5 572.0 567.75
-508.0 553.5 562.5
-514.5 536.0 562.5
-465.5 545.5 565.5
-440.375 550.0 565.5
-555.375 531.5 568.5
-558.5 528.0 630.25
-557.0 539.5 633.75
-555.0 544.0 573.0
-550.0 509.5 580.5
-546.5 502.0 675.5
-532.9166666666667 506.5 587.75
-542.5833333333333 520.0 676.5
-536.5 549.5 621.75
-539.0 508.0 647.0
-591.0 517.0 619.25
-621.0 550.0 645.25
-609.0 545.0 595.25
-597.0 515.5 593.0
-585.0 515.5 587.5
-573.0 531.5 586.25
-651.375 531.0 587.0
-603.5 520.5 592.75
-589.5 509.0 599.5
-589.0 508.5 592.0
-495.5 517.0 584.0
-588.0 519.0 624.0
-589.5 500.0 628.0
-590.5 481.5 679.0
-594.5 487.5 619.25
-598.0 494.5 587.0
-601.0 505.5 604.0
-601.0 508.5 669.9642857142858
-604.0 509.0 737.25
-598.25 520.0 804.5357142857143
-595.0 529.5 745.75
-600.0 517.5 611.5
-598.0 507.0 568.0
-559.0 500.5 566.75
-552.0 496.5 564.75
-550.0 498.5 630.25
-549.0 512.5 584.75
-549.5 544.5 632.75
-545.0 610.0 587.75
-545.5 594.5 647.0
-545.0 533.5 568.5
-543.5 516.5 593.5
-469.5 487.5 642.75
-459.21875 487.5 631.5
-482.84375 483.5 583.5
-506.46875 490.0 586.75
-530.09375 501.0 661.5
-551.5 505.0 593.75
-551.5 506.5 605.75
-551.875 509.0 612.75
-542.5 514.0 697.5
-540.0 517.5 606.0
-540.5 521.5 590.0
-432.5 519.0 588.25
-612.0 516.5 592.0
-497.0 502.0 587.5
-511.4375 501.5 588.5
-455.1875 500.0 575.0
-396.6875 501.0 576.5
-331.4375 487.5 574.0
-271.025 407.9090909090909 574.0
-225.125 312.4545454545455 572.5
-179.225 217.0 570.0
-133.325 121.54545454545456 600.0
-87.42500000000001 26.090909090909093 571.25
-41.525000000000006 -43.0 639.0
4.374999999999972 -179.5 640.5
50.275000000000006 -364.83333333333337 716.25
96.17499999999998 -550.1666666666667 641.25
142.075 -633.0 627.0
156.0 -584.5 579.0
133.5 -503.0 601.0
138.0 -540.5 598.5
160.0 -541.0 703.75
129.5 -549.0 672.0
144.0 -548.5 656.0
145.0 -558.5 645.5
142.0 -559.5 625.5
200.5 -561.5 630.75
166.875 -560.0 617.25
60.70833333333333 -561.5 622.25
-45.45833333333334 -567.5 633.0
-24.5 -569.5 628.0
-25.0 -591.5 610.5
-23.5 -601.5 608.25
-25.0 -593.5 607.5
-49.0 -588.0 646.0
-71.5 -573.0 629.5
-67.5 -553.0 613.5
-66.5 -545.0 778.75
-67.5 -540.5 599.0
-67.5 -537.0 598.0
-67.0 -533.0 596.5
-101.0 -529.0 597.75
-364.5 -522.5 598.75
-553.0 -514.0 598.25
-639.1666666666667 -507.0 597.5
-771.8333333333333 -497.0 597.75
-646.0 -486.0 694.5
-601.0 -473.0 712.0
-602.5 -459.5 672.75
-603.5 -450.5 653.25
-587.5 -444.0 643.0
-587.5 -445.0 611.0
-589.0 -456.0 607.5
-587.0 -466.5 610.5
-584.5 -479.0 613.0
-584.0 -490.0 610.0
-582.0 -498.5 608.5
-579.0 -503.0 605.75
-577.5 -503.5 604.75
-577.5 -509.0 605.5
-578.0 -509.5 609.25
-578.5 -512.5 608.0
-578.0 -512.0 607.75
-579.0 -511.0 613.5
-579.0 -511.0 593.5
-578.5 -504.0 606.0
-578.0 -494.54999999999995 603.5
-578.0 -481.95000000000005 600.75
-576.5 -472.0 594.5
-577.5 -473.0 500.375
-578.0 -475.5 398.4423076923077
-602.0 -491.0 302.3653846153846
-629.0 -521.5 206.28846153846155
-720.2857142857142 -535.0 110.21153846153845
-675.4285714285714 -549.5 14.134615384615358
-630.5714285714287 -557.0 -81.94230769230768
-585.7142857142858 -551.5 -150.25
-582.5 -554.0 -144.5
-585.5 -547.0 -147.0
-589.0 -542.5 -148.5
-588.5 -534.0 -147.5
-589.0 -531.5 -147.0
-591.0 -530.0 -137.0
-591.5 -531.5 -27.0
-590.0 -532.5 -18.75
-589.0 -533.0 -13.5
-587.5 -534.5 -10.75
-587.0 -531.0 -15.25
-587.0 -529.0 -14.5
-588.5 -524.5 -6.5
-589.0 -512.0 3.75
-591.0 -480.5 4.5
-592.0 -425.85714285714283 4.0
-591.0 -351.0 4.75
-589.0 -276.1428571428571 5.25
-587.5 -152.0 5.75
-586.5 102.58333333333333 5.75
-581.0 192.91666666666666 5.5
-580.0 283.25 5.25
-578.0 373.5833333333333 19.25
-576.5 463.91666666666663 23.25
-575.0 592.5 24.5
-577.0 646.0 62.57142857142857
-578.0 536.0 208.85714285714283
-579.5 533.5 355.1428571428571
-580.0 526.5 501.42857142857144
-617.375 527.0 541.75
-583.5 529.5 528.75
-428.64150943396226 550.0 537.25
-411.20754716981133 569.5 539.75
-393.7735849056604 610.0 639.75
-376.33962264150944 611.0 648.5
-358.90566037735846 651.0 619.75
-341.4716981132076 522.0 689.0
-324.0377358490566 513.5 581.5
-306.60377358490564 508.0 581.0
-289.1698113207548 522.0 582.25
-271.7358490566038 518.5 581.75
-254.30188679245282 517.0 582.5
-236.8679245283019 518.0 581.5
-219.43396226415098 521.0 584.25
-202.0 523.0 587.75
-184.56603773584908 518.0 592.25
-167.13207547169813 512.0 592.5
-149.69811320754718 499.0 596.5
-132.26415094339626 486.5 578.25
-114.83018867924531 494.5 370.0
-97.39622641509436 484.5 230.45454545454544
-79.96226415094341 483.0 165.72727272727272
-62.52830188679246 487.5 100.99999999999999
-45.09433962264154 496.0 36.27272727272725
-27.660377358490592 499.0 -28.454545454545496
-10.226415094339643 501.0 -57.5
7.207547169811278 502.5 -47.5
24.641509433962256 504.0 -63.25
32.5 508.0 -68.75
26.65 510.5 -120.5
18.85 513.0 -187.0
17.75 514.5 -186.5
-26.5 514.75 -186.5
-6.0 513.5 -186.0
-5.0 500.25 -71.5
-5.0 492.5 -36.5
-4.5 490.5 -37.0
-4.5 485.5 -36.5
-3.0 483.5 -29.5
-2.75 482.25 -19.0
-5.5 479.25 -17.0
63.5 477.25 -15.0
135.0 476.25 -15.0
212.33333333333331 475.0 -13.5
289.66666666666663 473.25 -12.0
301.5 474.0 -11.5
314.75 472.0 -10.5
303.0 468.25 -12.0
295.5 462.25 -12.0
303.25 459.75 -13.0
312.25 458.25 -14.0
340.75 455.25 -14.5
349.0 452.0 -14.0
277.25 455.25 -13.5
298.25 467.0 -13.5
301.25 469.5 -14.0
301.0 472.5 -45.25
284.5 477.5 -150.17857142857142
279.0 476.5 -247.75
465.75 478.0 -345.32142857142856
282.5 482.0 -452.0
225.5 484.5 -507.5
232.5 487.5 -506.75
231.0 488.5 -502.5
223.0 486.5 -505.5
317.5 481.5 -504.5
225.5 471.5 -508.5
268.0 446.5 -509.0
246.0 411.5 -508.75
208.5 333.4868421052631 -508.0
177.0 230.80263157894734 -507.5
168.5 128.11842105263156 -506.25
188.0 25.43421052631578 -504.5
169.5 -77.25000000000003 -481.75
137.5 -179.93421052631584 -465.25
126.0 -282.6184210526316 -514.5
130.0 -385.3026315789474 -479.0
138.5 -487.98684210526324 -483.5
136.0 -555.5 -480.75
136.5 -550.5 -485.0
142.0 -558.5 -484.0
145.0 -567.0 -482.0
130.5 -570.0 -476.0
100.0 -569.0 -436.5
100.0 -555.5 -409.0
95.5 -540.0 -404.75
95.5 -518.5 -398.75
95.0 -506.5 -397.0
98.5 -500.0 -397.0
115.5 -496.0 -397.25
135.5 -494.5 -332.65625
146.5 -496.0 -99.28125
101.5 -498.0 134.09375
125.20833333333334 -499.5 367.46875
126.04166666666666 -500.5 677.5
126.875 -501.5 778.0
125.0 -501.5 684.0
104.0 -500.5 668.5
96.0 -500.0 667.0
104.0 -501.5 669.5
103.5 -507.5 663.5
100.0 -517.5 669.5
104.0 -525.0 671.75
102.5 -520.0 671.5
102.5 -513.0 667.0
103.5 -502.5 669.0
131.5 -488.5 664.0
145.5 -476.0 664.5
142.0 -471.0 669.0
141.5 -473.0 672.0
149.0 -480.5 669.0
171.5 -488.5 671.5
160.5 -496.5 671.0
152.5 -504.0 662.0
164.0 -512.5 654.25
161.5 -515.0 673.0
154.5 -511.5 675.75
250.5 -511.0 703.0
279.0 -509.5 667.0
276.5 -511.5 656.0
266.5 -522.5 652.75
268.0 -537.0 648.75
258.0 -556.0 638.25
254.0 -562.5 634.75
245.5 -558.0 630.5
209.5 -539.5 631.5
191.0 -503.5 637.5
221.5 -456.0 653.0
218.5 -410.0 655.25
151.0 -375.5 651.5
118.0 -366.5 649.0
125.5 -400.5 647.0
115.0 -468.45000000000005 647.25
112.0 -551.05 663.0
117.0 -609.9642857142858 658.5
115.0 -597.8214285714287 655.0
117.5 -585.6785714285713 656.5
116.5 -573.5357142857142 695.0
115.5 -580.5 643.5
115.0 -525.0 640.75
117.5 -509.5 639.0
132.0 -510.0 638.25
121.5 -518.5 637.0
111.5 -518.5 636.5
110.0 -513.5 642.1875
109.0 -511.0 642.9375
92.5 -515.5 643.6875
98.5 -524.5 644.4375
99.0 -528.5 645.1875
107.0 -521.0 645.9375
108.0 -497.5 646.6875
100.0 -478.5 647.4375
100.5 -459.75 642.0
97.5 -458.0 637.75
105.0 -520.0 636.5
59.5 -528.0 635.25
-145.0 -521.5 636.0
-374.0 -513.5 634.75
-501.5 -507.5 644.25
-501.5 -502.5 637.0
-600.875 -499.5 636.5
-621.3333333333333 -497.0 635.5
-602.4444444444443 -488.5 634.75
-583.5555555555557 -490.5 637.5
-564.6666666666667 -504.0 629.75
-534.0 -523.0 630.25
-515.0 -520.25 632.25
-511.5 -519.0 630.25
-509.5 -522.0 631.0
-517.0 -532.5 632.5
-525.5 -543.5 634.5
-537.0 -546.0 639.0
-550.0 -541.5 646.75
-534.0 -544.0 641.6428571428571
-533.5 -548.0 644.2142857142858
-533.0 -550.5 646.7857142857142
-530.5 -545.0 649.3571428571429
-659.0 -538.5 651.25
-766.5 -530.5 655.25
-556.5 -517.5 654.5
-565.5 -493.0 653.0
-562.0 -455.72727272727275 656.25
-569.5 -407.3636363636364 656.0
-576.0 -359.0 554.0
-585.0 -310.6363636363636 388.70833333333337
-556.5 -262.27272727272725 333.54166666666663
-574.5 -200.66666666666669 278.375
-572.0 -99.33333333333334 223.20833333333334
-569.5 1.9999999999999858 168.04166666666669
-569.0 103.33333333333331 112.87500000000003
-574.5 204.66666666666666 57.70833333333334
-586.0 175.0 2.5416666666666856
-599.5 150.0 -52.62499999999997
-580.0 171.5 -107.79166666666663
-508.0 162.5 -162.95833333333331
-553.375 40.5 -218.12499999999994
-602.5 21.0 -252.75
-605.0 22.5 -226.5
-600.5 46.25 -187.25
-603.0 67.0 -191.0
-606.0 126.5 -190.5
-609.0 213.5 -191.0
-610.0 239.5 -190.5
-611.5 257.0 -157.5
-613.5 274.0 -29.5
-614.0 335.0 -17.0
-614.5 365.8571428571429 -16.5
-603.5 407.0 -14.25
-598.0 448.14285714285717 -12.0
-594.0 476.5 -12.25
-556.4000000000001 683.5 -11.0
-507.59999999999997 929.0 -7.3125
-458.8 649.5 1.4375
-410.0 633.0 10.1875
-361.2 572.0 18.9375
-595.0 529.5 9.25
-599.8125 565.5 10.0
-607.5625 558.5 15.5
-492.5 534.0 9.5
-371.5 505.5 9.0
-532.5 517.0 8.5
-542.5 537.5 8.0
-555.1666666666667 536.5 4.5
-567.8333333333333 514.0 3.0
-578.0 483.5 3.0
-564.5 480.0 3.0
-518.5 489.5 3.0
-577.5 492.5 4.5
-655.0 485.0 6.25
-660.5 487.0 7.75
-659.0 511.5 9.0
-657.0 503.0 4.0
-655.0 507.5 3.25
-647.5 523.0 3.75
-637.5 532.5 4.0
-632.5 531.5 3.75
-568.5 528.0 3.75
-591.5 513.0 3.75
-619.5 507.5 4.25
-624.0 488.5 3.75
-631.0 333.0 3.5
-630.0 298.0 3.5
-585.5 298.0 18.5
-584.0 293.5 36.0
-581.5 279.5 37.75
-570.0 269.0 38.25
-581.0 263.0 38.5
-572.5 260.5 39.0
-589.5652173913044 253.5 39.5
-593.8260869565217 102.0 39.5
-598.0869565217391 19.0 39.5
-602.3478260869565 21.5 40.25
-606.608695652174 24.0 40.25
-610.8695652173913 53.6 40.5
-615.1304347826087 58.0 38.75
-619.3913043478261 62.4 38.75
-623.6521739130435 7.5 38.0
-627.9130434782609 0.0 37.5
-632.1739130434783 -4.5 37.75
-636.4347826086956 -9.5 38.25
-641.5 -23.5 38.0
-648.5 -38.5 37.5
-647.0 -41.0 37.5
-646.0 -39.5 38.5
-644.5 -37.0 38.75
-643.5 -34.0 39.0
-589.0 -31.5 38.25
-551.5 -31.5 39.0
-559.5 -30.5 38.5
-561.5 -82.0 38.5
-561.5 -89.0 39.5
-563.0 -89.5 39.0
-564.5 -83.5 38.5
-669.0 -75.16666666666667 38.5
-564.5 -73.38888888888889 38.0
-563.5 -71.61111111111111 38.5
-562.0 -69.83333333333333 38.0
-568.0 -70.5 37.5
-569.5 -76.0 38.0
-437.8125 -82.5 38.375
-471.0625 -87.75 38.0
-504.3125 -95.5 37.5
-537.5625 -223.0 36.5
-521.0 -262.0 36.5
-534.0 -276.5 36.0
-622.5 -266.75 36.0
-601.5 -261.5 36.5
-472.75 -238.0 15.5
-428.5 -170.0 -4.0
-514.4 -164.5 -5.0
-528.0 -156.25 -3.5
-541.6 -148.25 -3.5
-555.2 -141.75 -4.5
-568.8 -130.25 -5.5
-582.4 -113.25 -20.0
-596.0 -93.25 -35.0
-609.6 -73.5 -36.0
-629.5 -54.75 -37.0
-790.25 34.29545454545455 -37.5
-786.5 123.47727272727273 -37.5
-636.3571428571429 212.65909090909093 -38.0
-619.5 301.8409090909091 -38.5
-602.6428571428571 391.0227272727273 -44.0
-585.25 480.2045454545455 -44.5
-572.0 699.625 -45.5
-585.25 767.0 -46.25
-510.5 746.5 -46.5
-503.5 714.5 -47.0
-548.0 690.5 -47.5
-519.5 687.0 -47.75
-527.5 678.5 -23.25
-506.5 670.6428571428571 4.75
-507.0 675.5 11.75
-513.0 680.3571428571429 18.75
-524.5 664.0 25.75
-521.0 652.0 44.25
-533.0 656.5 39.0
-532.0 662.0 38.75
-541.0 670.5 39.0
-550.5 661.5 35.0
-553.5 642.5 32.5
-514.0833333333334 636.0 33.5
-470.41666666666663 639.5 34.0
-426.75 635.5 34.0
-430.0 624.5 34.5
-477.5 607.5 35.0
-485.5 605.0 35.0
-501.5 613.5 34.5
-499.0 610.5 34.0
-518.5 598.0 33.5
-502.5 585.0 32.5
-470.0 586.5 32.5
-467.0 592.0 32.0
-466.5 590.0 32.25
-463.5 583.0 30.75
-450.0 576.5 30.0
-441.5 577.0 30.25
-430.0 579.0 30.0
-418.5 581.0 30.25
-439.5 580.0 30.5
-431.0 577.5 30.5
-439.5 577.0 30.0
-442.5 577.0 30.0
-444.5 577.5 28.0
-444.0 578.5 28.0
-443.5 580.0 28.5
-442.5 580.5 28.0
-442.5 582.0 27.25
-470.0 581.0 26.0
-518.0 581.5 27.5
-518.0 582.5 28.0
-518.5 582.5 27.25
-518.0 581.0 27.0
-516.5 580.0 27.75
-516.0 578.0 28.25
-515.5 578.0 28.25
-514.5 559.0 27.75
-502.0 558.0 27.25
-519.0 557.0 28.0
-521.0 556.5 28.75
-523.0 556.0 29.75
-523.0 558.9722222222222 30.25
-522.5 562.2685185185185 31.5
-523.0 565.5648148148148 31.0
-528.5 568.8611111111111 30.75
-534.5 572.1574074074074 31.25
-539.0 575.4537037037037 32.5
-541.6666666666667 578.75 33.5
-544.3333333333333 582.0462962962963 33.25
-534.5 585.3425925925926 32.75
-525.0 588.6388888888889 32.75
-502.0 591.9351851851852 33.25
-500.5 595.2314814814815 33.5
-505.5 598.5277777777778 33.5
-492.5 598.5 33.25
-485.5 601.0 32.75
-482.0 612.5 33.0
-478.5 627.0 33.0
-471.0 640.5 34.0
-469.0 647.0 34.25
-467.5 646.5 33.25
-457.5 632.0 33.75
-458.5 609.0 34.25
-459.0 581.0 32.25
-458.0 558.0 29.192307692307693
-457.5 542.0 28.115384615384613
-460.0 532.5 27.03846153846154
-458.5 529.0 25.96153846153846
-457.5 532.0 24.884615384615387
-456.5 535.0 23.807692307692307
-460.5 539.0 17.25
-460.5 541.0 4.5
-458.5 543.5 11.5
-458.0 544.0 14.75
-458.5 540.5 17.0
-459.0 535.0 18.25
-459.5 536.0 20.0
-457.5 536.0 24.5
-457.0 537.5 22.5
-458.0 552.0 16.5
-524.5 549.0 14.5
-550.0 542.0 14.0
-552.0 534.5 12.0
-553.0 525.0 9.5
-549.0 516.0 8.5
-547.0 510.0 9.0
-528.5 495.0 12.0
-492.5 476.5 14.0
-463.0 417.52272727272725 11.5
-460.0 336.8863636363636 11.75
-576.0 256.25 12.0
-582.0 175.61363636363635 10.25
-588.0 94.97727272727272 9.0
-594.0 -3.5 9.25
-528.0 -58.328125 9.75
-455.5 -80.765625 10.5
-454.5 -103.203125 11.5
-456.0 -125.640625 12.5
-456.5 -148.078125 13.5
-456.0 -170.515625 13.5
-492.0 -192.953125 14.5
-491.5 -215.390625 15.5
-489.5 -277.0 15.75
-482.5 -349.0 15.0
-483.0 -350.0 15.0
-483.5 -337.0 15.0
-481.0 -345.5 14.75
-510.5 -352.0 13.75
-505.0 -350.0 14.0
-494.0 -339.0 13.75
-520.5 -331.0 13.0
-506.5 -323.5 12.5
-501.5 -321.0 14.0
-498.5 -219.5 14.75
-498.5 -183.5 14.75
-491.0 -194.5 14.5
-490.0 -210.5 15.5
-489.0 -229.0 15.5
-470.5 -245.0 16.0
-449.5 -256.0 17.25
-445.0 -287.0 16.75
-474.5 -457.625 16.5
-474.0 -582.0 17.0
-462.0 -559.0 16.75
-414.0 -510.0 16.75
-356.0 -524.0 16.5
-362.0 -421.25 16.0
-375.0 -286.25 15.5
-360.5 -151.25 15.5
-366.0 -16.25 15.5
-363.5 118.75 16.0
-351.0 253.75 16.5
-329.5 388.75 16.0
-331.0 523.75 16.5
-344.0 658.75 16.0
-347.5 718.0 15.25
-342.0 648.5 14.5
-342.0 596.0 14.0
-343.0 562.0 86.09375
-338.5 545.5 182.21875
-335.0 535.5 278.34375
-337.5 524.5 374.46875
-419.5 518.5 540.25
-504.0 515.5 539.25
-453.5 517.5 534.5
-448.5 520.0 568.5
-443.0 525.0 569.0
-444.0 528.0 569.75
-489.0 532.5 568.5
-498.5 535.5 568.25
-496.0 535.5 551.0
-495.5 538.5 557.5
-494.5 542.0 548.0
-524.0 546.0 546.5
-534.0 547.5 546.5
-524.0 524.0 551.5666666666666
-512.5 526.0 551.8333333333333
-514.0 527.0 552.0999999999999
-505.5 530.5 552.3666666666666
-504.5 533.5 552.6333333333334
-528.0 535.0 552.9000000000001
-523.5 532.0 553.1666666666667
-504.0 529.5 553.4333333333334
-484.5 552.0 540.5
-485.0 558.5 540.6
-472.5 561.5 533.0
-453.5 569.5 525.4
-463.0 580.5 517.8
-479.0 586.0 510.20000000000005
-493.5 590.5 522.5
-496.0 592.0 539.5
-484.0 585.5 544.5
-496.5 577.0 536.5
-488.92857142857144 566.0 537.5
-481.5 564.0 539.0
-474.07142857142856 564.0 544.75
-527.5 554.5 545.75
-422.5 530.5 548.75
-404.0 552.0 545.5
-406.0 551.0 543.0
-408.0 552.0 540.75
-426.5 551.0 540.75
-431.5 554.0 541.75
-435.5 552.5 539.0
-437.5 551.5 538.0
-437.0 552.0 532.0
-446.5 552.5 531.5
-447.5 553.0 521.5
-448.5 552.5 528.5
-432.5 551.5 527.0
-452.5 547.5 529.25
-434.5 545.5 529.75
-437.0 545.5 530.25
-463.0 541.0 530.75
-458.5 534.5 545.5
-462.5 531.5 540.25
-451.0 524.0 539.5
-442.5 520.0 541.0
-478.0 520.5 537.75
-479.0 523.5 558.0
-483.0 523.5 453.36538461538464
-484.0 528.0 352.8269230769231
-485.5 528.0 252.28846153846155
-508.5 531.0 151.75000000000003
-535.5 527.5 51.21153846153848
-535.5 529.5 -49.326923076923066
-511.5 539.5 -149.86538461538458
-519.0 544.5 -178.5
-530.0 535.5 -199.0
-527.0 514.0 -202.75
-490.5 434.5833333333333 -263.75
-459.0 328.69444444444446 -380.5
-453.0 222.80555555555557 -512.0
-464.0 116.91666666666669 -510.0
-479.5 11.027777777777771 -512.5
-483.0 -94.86111111111109 -510.0
-468.25 -200.74999999999994 -510.0
-466.5 -306.63888888888886 -524.0
-465.5 -412.52777777777777 -515.0
-465.75 -560.125 -511.5
-461.0 -711.25 -508.5
-446.75 -594.0 -506.0
-439.5 -566.0 -504.0
-435.0 -570.0 -497.5
-426.75 -584.5 -494.5
-460.0 -585.5 -365.0
-464.25 -586.0 -3.2916666666666643
-467.0 -562.0 179.54166666666669
-468.5 -568.25 362.375
-469.5 -569.25 490.5
-502.0 -572.75 477.75
-492.0 -572.5 502.0
-491.25 -564.75 581.0
-491.5 -559.25 564.5
-491.0 -551.5 564.0
-490.5 -546.75 646.5
-489.75 -545.25 565.25
-488.25 -544.5 571.25
-486.75 -545.0 637.0
-486.0 -548.0 635.0
-486.0 -549.0 607.0
-485.0 -550.0 605.25
-485.5 -554.0 606.75
-485.5 -559.5 604.0
-485.0 -566.0 596.5
-450.0 -567.5 655.75
-461.5 -563.5 709.0
-462.5 -562.0 583.5
-463.5 -560.0 589.0
-463.5 -558.0 587.0
-464.0 -559.5 586.0
-464.5 -557.5 583.75
-467.5 -557.0 604.25
