x_T x_A x_P
444.5 493.0 -499.5
432.5 490.0 -455.5
517.0 488.0 -433.7857142857143
435.0 487.5 -435.5
597.0 488.0 -437.2142857142857
436.5 488.0 -438.92857142857144
459.5 488.5 -440.6428571428571
538.0 489.5 -442.3571428571429
508.5 493.0 -444.07142857142856
541.0 498.5 -445.7857142857143
508.0 505.5 -447.5
409.0 514.0 -449.2142857142857
460.5 520.0 -449.5
342.275 523.0 -530.0
149.97499999999997 516.0 -516.5
-42.325000000000045 504.5 -510.75
-234.62500000000006 496.5 -510.75
-426.925 486.0 -507.0
-523.0 482.0 -495.5
-575.5 480.5 -496.0
-582.5 420.5 -499.75
-569.0 384.45000000000005 -500.5
-560.875 419.04999999999995 -501.0
-688.25 473.0 -501.25
-607.25 501.0 -500.75
-538.0 503.0 -501.0
-626.0 487.0 -502.25
-698.0 472.0 -503.5
-708.0 464.0 -505.75
-705.5 464.5 -506.5
-715.0 467.0 -506.25
-715.0 475.5 -507.0
-712.0 484.5 -507.5
-704.0 489.5 -505.5
-713.0 488.5 -504.5
-715.5 482.0 -504.5
-706.0 479.0 -505.0
-583.5 482.5 -505.0
-563.5 487.5 -506.0
-574.0 494.5 -506.75
-545.0 498.0 -507.0
-516.5 498.0 -506.0
-517.5 493.0 -505.5
-518.0 492.5 -504.75
-519.0 496.5 -503.75
-524.5 502.0 -503.75
-576.0 509.5 -502.75
-774.0 513.0 -500.5
-624.0 511.5 -498.0
-624.0 514.0 -494.5
-628.5 518.0 -490.75
-634.5 520.0 -487.5
-633.0 506.0 -487.5
-633.5 493.0 -487.75
-633.5 491.0 -488.25
-635.0 492.0 -495.5
-680.0 493.5 -493.75
-547.5 493.0 -494.5
-552.0 490.5 -490.25
-414.5 486.0 -501.25
-63.5 492.0 -499.5
108.5 498.5 -498.75
280.5 503.5 -498.75
519.5 504.5 -498.75
534.0 500.5 -490.25
521.5 495.5 -569.0
465.875 485.5 -545.0
416.0 484.0 -521.0
427.5 485.5 -497.0
429.5 486.0 -478.5
435.0 483.5 -482.25
431.0 487.0 -499.75
467.0 492.0 -507.0
484.5 492.0 -518.25
490.0 494.0 -527.75
513.5 492.5 -534.25
517.0 490.0 -536.5
507.5 486.5 -535.75
463.5 487.5 -531.5
463.5 490.0 -530.5
479.5 492.5 -529.25
473.5 475.5 -526.5
488.0 463.4 -522.0
529.0 456.6 -518.0
500.0 487.0 -514.75
516.0 536.0 -512.75
520.0 505.5 -512.0
533.0 469.5 -512.0
530.5 470.5 -510.25
524.5 471.0 -509.5
495.5 473.5 -508.75
499.5 475.5 -508.25
526.5 483.0 -507.75
526.5 484.0 -506.75
439.5 484.0 -506.5
504.0 485.0 -501.25
544.0 485.5 -494.91666666666663
543.5 484.5 -488.58333333333337
542.5 482.0 -482.25
542.5 474.5 -468.625
541.0 444.0 -467.0
431.0 365.0 -502.25
490.0 259.6666666666667 -509.5
503.0 154.33333333333334 -512.0
539.5 49.00000000000003 -512.0
526.5 -56.333333333333314 -511.0
551.0 -161.66666666666663 -511.0
547.5 -266.99999999999994 -508.5
555.5 -387.5 -470.25
555.0 -631.625 -459.47368421052636
552.125 -656.5 -460.10526315789474
506.5 -671.5 -460.7368421052631
461.0 -621.0 -461.36842105263156
561.5 -578.0 -462.0
560.0 -574.0 -462.63157894736844
558.5 -581.0 -463.2631578947369
556.0 -563.5 -463.89473684210526
554.5 -553.0 -464.52631578947364
555.5 -541.5 -461.375
554.5 -531.5 -434.75
527.5 -524.0 -370.5
522.25 -518.5 -468.75
545.0 -513.5 -468.75
536.0 -512.5 -480.75
528.5 -509.0 -479.0
469.0 -507.5 -478.5
522.5 -506.5 -497.25
527.5 -502.5 -499.0
527.5 -485.0 -501.0
481.0 -413.3333333333333 -506.0
498.125 -320.44444444444446 -510.5
405.0 -227.55555555555557 -520.25
463.5 -134.66666666666669 -529.75
521.0 -54.0 -540.5
524.0 132.60714285714286 -540.5
520.0 366.75 -506.5
521.0 600.8928571428571 -506.5
519.5 682.0 -506.5
525.0 619.0 -510.75
494.5 575.0 -511.25
499.5 563.0 -513.5
529.4285714285714 550.5 -513.0
515.1428571428571 555.5 -513.0
500.8571428571429 557.0 -514.0
486.57142857142856 551.5 -516.25
465.5 553.0 -516.0
522.0 552.5 -516.75
474.0 552.0 -516.0
478.5 549.0 -513.75
492.5 545.5 -510.5
486.0 539.5 -507.5
539.0 537.5 -503.75
541.5 535.5 -500.5
503.5 533.0 -499.0
505.5 530.0 -500.75
503.375 527.0 -502.0
505.0 512.5 -501.0
507.0 505.0 -508.0
504.5 504.5 -512.0
506.0 503.5 -513.5
505.0 504.5 -513.5
503.0 507.5 -513.5
502.0 507.0 -513.75
503.75 511.0 -512.0
505.5 514.5 -511.25
500.0 518.0 -513.0
497.5 518.5 -514.25
525.0 519.0 -515.75
540.0 519.5 -515.25
538.5 490.5 -515.0
534.5 483.25 -513.5
528.0 482.0 -513.5
526.25 480.75 -512.5
520.75 481.25 -513.5
522.0 480.5 -513.0
524.5 480.25 -514.0
522.25 495.0 -512.5
521.5 511.5 -512.0
517.0 512.25 -510.5
528.0 512.5 -510.5
476.5 512.5 -512.0
445.75 512.25 -513.0
480.5 511.5 -514.5
480.40625 503.25 -515.0
456.03125 508.0 -515.5
431.65625 509.0 -515.5
407.28125 510.25 -515.5
382.90625 510.25 -516.0
358.53125 512.25 -444.5
334.15625 512.0 -391.82142857142856
309.78125 508.25 -418.25
285.40625 506.25 -444.67857142857144
261.03125 505.0 -414.0
236.65625 504.25 -457.75
212.28125 503.0 -487.5
187.90625 502.5 -493.0
163.53125 509.5 -492.5
139.15625 514.0 -494.5
114.78125 513.0 -500.25
102.5 513.5 -496.75
102.0 513.0 -494.25
103.0 506.0 -504.75
102.0 499.0 -505.5
103.5 498.5 -507.5
73.4375 499.0 -510.0
28.6875 498.5 -510.0
65.5 498.5 -511.0
64.5 499.0 -511.0
69.0 505.5 -508.5
74.0 510.5 -509.5
92.0 511.5 -509.0
165.0 512.5 -506.75
168.5 513.0 -502.0
174.5 512.0 -499.75
189.9 507.5 -497.25
289.5 498.5 -485.5
389.1 497.5 -507.25
462.0 497.5 -503.0
466.5 496.5 -504.0
467.5 496.5 -504.0
435.5 511.0 -503.75
396.0 509.0 -502.25
404.25 509.5 -502.0
467.0 509.5 -502.0
497.5 509.0 -502.25
497.5 506.5 -495.75
498.0 506.5 -501.5
496.5 506.5 -501.75
500.0 506.0 -501.25
502.5 487.0 -501.5
501.0 490.0 -503.0
515.5 491.0 -502.75
491.5 492.0 -502.25
464.0 492.0 -502.0
455.5 491.0 -501.5
507.0 491.0 -501.0
523.5 491.0 -501.25
550.0 492.0 -501.25
528.5 492.5 -500.75
528.5 491.5 -500.75
506.0 462.25 -501.5
457.5 455.25 -502.75
459.0 448.25 -503.5
524.0 457.0 -504.5
525.0 479.5 -504.5
524.5 501.0 -505.0
559.0 497.0 -505.0
620.5 493.0 -504.5
575.5 493.5 -503.75
531.0 493.0 -503.0
522.0 493.5 -502.0
518.5 503.0 -500.25
516.5 507.0 -503.25
516.5 507.5 -497.0
517.5 507.0 -497.75
518.5 505.5 -497.75
519.5 506.0 -497.25
528.0 498.5 -497.25
551.0 490.5 -497.75
550.0 491.5 -497.5
540.5 491.5 -493.25
545.5 492.0 -453.40625
504.5 494.5 -455.03125
461.0 498.0 -456.65625
499.0 502.0 -458.28125
541.0 478.5 -532.25
481.0 467.57142857142856 -508.5
417.5 489.0 -485.5
418.0 510.4285714285714 -511.5
476.5 543.5 -516.25
477.0 540.5 -513.75
483.5 512.5 -513.75
531.0 501.0 -514.0
528.0 505.0 -514.5
549.5 510.5 -512.5
489.5 516.5 -513.0
497.0 522.5 -513.0
432.0 525.5 -509.5
439.5 526.5 -505.5
517.0 525.5 -510.0
505.3125 524.5 -507.25
525.0625 520.0 -504.75
518.0 519.5 -502.25
526.5 522.0 -502.0
429.0 520.0 -501.5
518.5 515.5 -497.25
519.0 510.0 -495.25
519.0 504.0 -481.5
520.0 493.0 -483.0
521.0 489.5 -374.67391304347825
496.0 488.0 -381.3695652173913
482.0 484.0 -388.0652173913044
518.0 485.0 -394.7608695652174
519.5 493.5 -401.45652173913044
541.5 496.5 -408.1521739130435
532.5 501.0 -414.8478260869565
478.0 504.0 -421.54347826086956
423.5 504.5 -428.2391304347826
427.5 502.5 -434.9347826086956
544.0 500.5 -441.63043478260875
531.5 500.0 -448.32608695652175
537.0 500.0 -542.0
471.0 498.5 -509.25
467.0 474.5 -514.75
411.5 471.5 -507.25
477.5 471.5 -489.25
427.0 475.0 -481.75
477.25 481.5 -477.75
414.0 488.5 -471.75
413.0 490.0 -466.5
418.5 490.0 -465.25
421.0 480.5 -500.75
419.0 479.5 -503.75
421.0 486.5 -505.0
415.5 489.0 -505.5
471.5 470.45 -506.5
502.0 498.25 -506.0
464.5 526.05 -504.75
544.0 499.5 -504.25
544.0 515.0 -504.25
544.5 515.0 -503.0
545.0 524.0 -502.0
548.5 532.0 -501.0
550.0 537.0 -499.5
550.5 537.5 -494.25
553.0 533.5 -496.5
553.5 529.5 -389.2368421052631
553.0 532.0 -390.18421052631584
531.5 534.5 -391.13157894736844
548.0 535.0 -392.07894736842104
354.4375 528.0 -393.02631578947364
118.1875 517.0 -393.97368421052636
-118.0625 506.0 -394.92105263157896
-354.3125 485.0 -395.86842105263156
-521.5 482.5 -396.81578947368416
-600.0 484.5 -397.7631578947369
-607.0 490.0 -463.0
-595.5 499.0 -484.75
-597.0 503.5 -491.5
-598.5 506.5 -489.0
-592.5 507.0 -491.5
-573.0 504.5 -495.0
-599.4166666666667 508.0 -493.5
-761.0833333333333 509.5 -493.5
-712.625 512.0 -494.75
-676.5 517.0 -495.5
-612.5 521.5 -495.25
-589.75 523.0 -495.75
-640.0 519.5 -493.5
-595.5 515.0 -490.25
-369.4264705882353 508.0 -488.0
-303.13235294117646 503.5 -486.0
-236.83823529411762 496.5 -479.5
-170.54411764705884 493.5 -477.25
-104.25 492.0 -466.75
-37.95588235294116 494.0 -479.0
28.338235294117652 500.0 -480.75
94.63235294117649 489.5 -479.25
160.9264705882353 490.5 -473.25
168.5 492.0 -470.25
145.0 493.5 -471.75
167.0 493.5 -471.5
140.5 488.5 -469.25
139.0 483.2 -469.0
154.0 480.0 -468.25
149.5 476.8 -467.75
157.0 517.0 -467.25
149.5 525.0 -457.5
159.0 537.5 -501.75
174.5 551.0 -471.75
148.5 556.0 -474.75
143.0 558.0 -474.5
139.5 558.5 -474.75
146.0 559.5 -474.25
120.58333333333333 554.5 -472.0
28.916666666666664 547.5 -471.5
-145.5 544.0 -470.75
-647.5 544.5 -467.5
-435.5 418.0 -462.75
-437.5 385.0 -466.0
-459.0 383.0 -466.5
-458.0 378.0 -466.75
-454.4375 373.0 -466.5
-452.1875 491.5 -465.75
-450.5 511.5 -473.0
-241.5 506.5 -465.0
-345.0 504.5 -462.5
-445.5 507.0 -463.75
-443.5 507.5 -463.25
-456.0 508.0 -404.0
-436.125 509.5 -212.60714285714283
-433.0 513.0 -8.75
-434.0 514.0 195.10714285714286
-437.0 511.5 456.75
-437.5 509.5 636.0
-619.75 507.5 717.75
-541.5 507.0 743.7321428571429
-539.8333333333333 506.5 749.375
-525.1666666666667 506.0 755.0178571428571
-512.5 505.5 760.6607142857142
-467.5 505.0 766.3035714285713
-469.5 505.5 771.9464285714287
-472.5 505.5 777.5892857142858
-468.5 505.0 761.0
-465.5 504.5 753.75
-468.5 506.5 735.5
-468.5 507.5 735.5
-489.625 509.0 731.5
-530.0 512.5 728.75
-523.5 514.5 745.25
-601.5 515.0 747.0
-610.5 514.5 767.25
-542.0 513.0 768.5
-681.0 512.0 768.1875
-675.0 510.5 772.4375
-543.5 492.5 772.75
-608.0 492.0 749.25
-557.5 488.5 731.9230769230769
-625.5 454.5 739.1538461538462
-703.5 334.0357142857143 746.3846153846155
-677.8214285714286 218.75 753.6153846153845
-644.25 103.4642857142857 760.8461538461538
-610.6785714285714 23.5 768.0769230769231
-591.75 11.75 771.5
-621.75 12.0 754.5
-581.5 11.0 758.5
-615.75 16.5 770.5
-623.25 8.25 726.625
-626.75 5.0 716.0
-567.5 -1.75 755.5
-436.0 -3.5 764.0
-534.0 -11.25 740.25
-531.0 -10.25 737.0
-474.5 25.5 725.5
-411.75 56.75 702.0
-404.5 90.5 698.0
-433.0 67.5 735.5
-471.5 78.0 676.5
-527.0 75.75 735.0
-396.25 74.75 729.0
-403.5 69.0 695.5
-449.5 63.5 725.0
-510.0 44.75 748.875
-503.5 28.0 719.0
-502.5 24.625 718.5833333333333
-503.5 22.0 742.9166666666667
-559.875 15.0 772.25
-505.5 2.5 738.25
-503.0 -96.5 715.25
-499.0 -188.5 718.25
-164.0 -193.5 702.75
-539.5 -226.0 678.75
-539.5 -239.5 693.0625
-539.0 -245.0 715.8125
-532.0 -249.5 719.75
-533.5 -252.5 743.0
-533.5 -272.5 730.9375
-533.0 -384.70000000000005 704.1875
-533.0 -504.3 787.5625
-534.0 -582.0 799.8125
-531.5 -756.0 813.25
-551.0 -599.375 825.05
-552.0 -513.5 821.25
-549.5 -504.5 817.45
-550.5 -520.5 768.5
-551.5 -509.5 768.75
-516.5 -499.0 765.5
-510.5 -617.5 763.75
-512.5 -621.0 753.0
-501.5 -547.0 750.25
-493.0 -526.5 734.75
-490.5 -559.5 714.0
-492.0 -576.5 677.5
-486.5 -568.5 651.75
-483.0 -541.5 652.0
-482.0 -469.0 644.0
-492.0 -435.0 636.75
-432.0 -400.5 638.75
-415.0 -416.5 650.25
-433.0 -61.5 646.75
-449.5 90.83333333333334 644.25
-539.0 223.94444444444446 638.5
-429.5 357.05555555555554 636.0
-429.5 490.1666666666667 624.5
-424.5 586.0 618.5
-418.0 569.0 611.75
-407.0 561.5 610.5
-404.5 550.0 603.5
-404.5 550.5 597.5
-405.5 560.0 594.5
-419.5 574.5 596.75
-402.5 580.0 588.25
-438.5 576.5 586.0
-450.5 572.5 584.0
-422.0 572.0 582.25
-485.5 569.5 584.0
-486.5 566.0 581.75
-485.0 562.0 584.5
-483.5 580.5 587.25
-481.0 586.0 588.0
-479.5 587.5 586.0
-479.5 586.0 588.0
-476.0 586.5 590.5
-568.5 588.0 591.75
-571.7142857142858 602.5 594.25
-570.0 617.0 598.75
-568.2857142857142 628.0 594.0
-569.0 636.0 590.75
-528.0 637.0 601.5
-530.5 631.5 605.75
-537.5 613.5 608.75
-539.5 603.5 614.5
-536.25 600.5 614.25
-531.25 585.0 607.0
-526.25 573.0 551.15625
-517.0 570.5 557.78125
-532.0 554.0 564.40625
-560.5 528.3 571.03125
-564.0 515.5 575.5
-575.5 502.7 581.25
-575.0 483.0 608.5
-573.5 500.0 750.25
-570.5 562.0 622.5
-558.0 555.5 608.75
-621.5 536.5 605.5
-608.0 485.5 600.5
-603.5 563.5 598.0
-619.5 546.0 599.25
-585.5 562.5 597.25
-527.0 566.0 596.0
-602.5 554.5 592.5
-620.5 548.5 593.5
-546.0 544.0 593.25
-546.0 521.5 593.75
-491.0 504.5 594.0
-448.0 502.0 598.75
-448.5 501.0 597.125
-445.0 502.5 595.5
-379.5 513.5 594.0
-421.5 526.0 590.75
-463.5 526.0 588.5
-505.5 527.5 589.25
-538.6428571428571 527.0 587.5
-545.2142857142858 527.5 587.25
-551.7857142857142 526.0 585.75
-558.3571428571429 526.5 586.0
-555.5 527.0 582.0
-586.5 528.0 582.5
-629.5 528.0 593.75
-639.5 528.5 583.0
-649.0 527.5 584.0
-657.5 526.0 586.5
-637.0 517.03125 609.5
-615.5 497.15625 603.5
-623.0 477.28125 614.75
-502.5 457.40625 602.25
-526.5 448.5 594.5
-553.5 466.0 579.0
-579.0 525.0 577.75
-567.0 518.0 577.0
-585.0 520.0 576.75
-573.0 518.0 557.25
-585.5 511.5 564.5
-586.5 504.5 581.5
-608.0 507.5 583.0
-631.5 511.0 573.5
-639.0 515.5 574.25
-633.0 515.5 572.75
-630.0 535.5 570.75
-598.0 547.0 570.75
-589.0 550.5 574.75
-583.5 550.5 580.25
-587.0 548.0 581.5
-587.0 546.5 579.5
-632.5 546.0 577.25
-665.0 545.0 567.0
-668.5 542.5 568.25
-667.5 543.5 565.5
-667.5 547.5 562.0
-665.0 550.0 550.75
-665.0 551.5 550.5
-658.0 551.5 551.0
-660.5 553.5 550.25
-808.75 596.5 571.5
-859.0 598.5 594.25
-641.0 599.5 574.75
-642.0 601.0 556.5
-641.0 588.5625 585.25
-640.5 562.8125 555.0
-640.5 540.0 512.65625
-618.5 556.5 511.28125
-583.5 553.0 509.90625
-577.5 552.0 508.53125
-572.5 553.5 549.5
-567.5 554.5 604.0
-626.5 558.0 607.25
-638.5 559.5 618.0
-603.5 561.0 615.5
-579.0 559.0 611.25
-635.0 556.5 607.5
-573.5 553.5 597.0
-657.0 550.0 594.5
-584.0 547.0 590.0
-537.5 538.5 587.75
-528.5 532.0 585.0
-524.5 532.5 584.5
-523.5 532.5 585.75
-523.0 529.5 588.0
-520.5 534.5 583.75
-518.0 538.5 584.75
-581.5 534.5 584.25
-444.5 533.5 583.5
-442.0 534.0 581.5
-497.5 526.0 587.5
-503.0 521.5 594.0
-497.5 521.0 598.0
-500.5 520.0 603.75
-504.5 520.5 604.75
-506.5 522.0 606.5
-509.5 522.5 606.75
-511.0 523.0 608.75
-512.5 523.5 613.0
-507.5 522.0 612.25
-616.0 522.5 609.25
-613.0 522.5 698.25
-615.5 526.5 621.25
-607.5 527.0 618.0
-614.5 527.0 599.5
-613.5 526.5 588.75
-535.5 526.0 587.25
-534.0 540.0 589.0
-539.5 539.5 588.75
-553.5 540.0 589.5
-550.0 540.0 589.75
-558.0 541.0 589.75
-524.0 542.0 586.0
-600.5 535.0 585.5
-596.5 527.5 585.75
-548.5 527.5 584.75
-545.0 525.0 590.75
-542.5 525.5 595.5
-559.0 527.5 595.0
-548.5 530.0 595.75
-553.5 525.0 601.75
-550.0 531.0 602.25
-548.5 531.5 602.75
-561.0 531.5 609.5
-535.5 529.5 612.5
-568.0 530.0 603.0
-564.0 530.0 654.75
-516.0 529.5 625.5
-530.0 528.0 617.75
-537.5 525.5 631.0
-544.5 517.0 620.25
-548.5 511.5 609.25
-557.0 507.5 617.0
-561.0 498.5 598.5
-561.5 410.79166666666663 593.0
-562.5 293.84722222222223 600.75
-566.5 176.9027777777778 597.5
-568.0 59.95833333333334 607.0
-574.5 -56.986111111111086 601.25
-578.5 -173.93055555555554 585.75
-576.0 -290.875 601.5
-537.0 -407.81944444444446 595.75
-542.0 -524.7638888888889 616.25
-542.5 -613.625 605.0
-542.5 -819.5 594.75
-536.5 -549.5 607.0
-533.5 -524.5 622.25
-533.0 -484.5 633.75
-534.0 -515.5 631.25
-534.625 -526.25 636.5
-537.5 -526.5 641.5
-546.0 -523.0 637.5
-543.5 -521.0 660.5
-541.0 -520.25 646.5
-540.25 -519.5 646.0
-542.75 -518.25 645.0
-546.25 -517.0 649.0
-550.5 -516.0 643.5
-554.75 -501.5 649.0
-556.5 -495.25 653.5
-555.5 -494.0 752.0
-540.75 -490.0 681.0
-524.25 -488.75 796.1875
-524.5 -490.0 802.9375
-525.25 -491.5 809.6875
-524.5 -492.5 816.4375
-521.5 -493.25 726.0
-543.0 -509.5 627.5
-546.25 -506.75 620.5
-544.0 -504.25 613.5
-544.0 -501.75 608.0
-547.75 -499.75 611.0
-548.0 -492.0 611.0
-545.0 -490.25 608.375
-546.25 -489.5 606.5
-545.0 -487.5 600.25
-546.0 -484.0 595.75
-527.0 -436.5 591.75
-526.5 -206.5 618.5
-524.0 -152.0 611.75
-522.5 -142.0 627.5
-515.7142857142858 -136.5 660.5
-506.0 -132.5 609.25
-496.28571428571433 -110.0 609.75
-532.0 8.5 608.5
-542.0 12.5 607.5
-544.0 24.5 617.25
-542.5 40.5 644.0
-533.0 33.5 659.25
-518.4000000000001 -65.5 636.25
-513.5999999999999 -55.5 613.25
-508.8 -54.0 621.75
-504.0 -78.5 617.5
-499.2 -106.0 607.0
-584.5 -142.0 605.5
-612.5 -218.6875 603.75
-630.5 -316.9375 596.5
-622.5 -345.5 594.5
-639.0 -373.0 591.25
-655.0 -385.5 587.5
-658.0 -387.5 586.75
-649.5 -535.5 583.75
-577.5 -582.0 580.25
-549.5 -551.0 587.0
-526.0 -525.5 594.5
-511.0 -498.5 628.0
-498.0 -482.5 630.0
-499.5 -386.3571428571429 634.0
-512.0 -256.83333333333337 618.0
-497.0 -127.30952380952382 612.75
-499.0 2.214285714285694 739.75
-501.5 131.73809523809524 845.75
-502.0 261.2619047619047 810.0833333333333
-500.0 390.7857142857143 774.4166666666667
-500.5 520.3095238095237 738.75
-501.0 649.8333333333334 655.75
-502.5 779.3571428571428 618.5
-503.5 836.0 653.0
-635.0 764.5 603.5
-642.5 706.5 583.75
-650.5 634.0 625.0
-655.5 564.9642857142858 623.0
-659.5 490.25 576.5
-578.5 415.53571428571433 589.5
-575.5 358.0 595.25
-559.5 333.0 591.5
-550.0 358.5 585.5
-530.0 415.5 585.75
-524.5 491.0 600.5
-524.5 559.5 612.0
-525.5 602.0 579.75
-628.5 613.0 577.25
-667.5357142857142 598.5 589.75
-620.25 555.5 701.5
-572.9642857142858 504.5 658.5
-541.0 490.0 637.25
-570.0 492.0 625.0
-592.0 505.5 573.75
-598.0 516.5 569.5
-604.0 520.0 569.0
-580.5 517.0 570.25
-580.0 516.5 572.0
-600.0 520.0 594.25
-592.0 519.5 615.25
-581.5 516.5 583.25
-576.0 505.5 585.0
-577.5 498.0 590.75
-544.5 505.5 592.5
-538.5 506.5 594.75
-550.5 498.5 596.5
-570.5 501.5 617.0
-570.0 509.5 613.0
-565.5 514.0 583.5
-557.0 516.5 577.75
-558.0 517.0 579.5
-559.5 514.0 596.75
-560.0 514.0 593.0
-520.0 506.5 597.0
-467.65 499.5 602.75
-465.85 498.5 607.25
-462.0 496.0 607.25
-480.6875 495.0 608.75
-508.9375 495.0 606.5
-537.1875 521.5 605.25
-565.4375 519.5 603.75
-570.0 518.5 603.25
-585.0 518.5 642.0
-605.0 520.0 612.25
-608.5 520.5 615.75
-611.5 522.0 620.0
-583.5 507.5 617.75
-630.5 504.5 607.5
-653.0 503.5 608.5
-673.0 502.5 607.25
-697.5 499.5 609.0
-693.0 497.5 611.75
-672.5 495.0 614.0
-513.0 491.5 623.25
-510.0 482.5 627.25
-512.0 455.0 627.25
-511.5 345.6764705882353 623.5
-516.5 199.91176470588238 621.5
-529.0 54.14705882352945 611.75
-526.5 -91.61764705882348 607.25
-524.0 -237.3823529411764 604.5
-524.0 -383.14705882352933 605.5
-528.0 -528.9117647058822 600.25
-525.5 -674.6764705882351 594.75
-525.0 -861.5 597.5
-529.5 -751.5 618.0
-530.0 -717.0 623.75
-571.5 -639.5 628.25
-599.5 -580.5 630.0
-598.0 -558.0 750.0
-602.5 -525.0 678.5
-609.0 -547.0 634.0
-606.0 -541.0 632.5
-606.5 -540.0 652.0
-607.0 -543.0 649.75
-605.0 -545.5 623.75
-602.0 -546.0 691.25
-627.0 -544.5 760.25
-597.0 -543.5 759.25
-597.0 -541.5 621.5
-595.0 -541.0 623.0
-594.0 -531.0 620.0
-591.0 -486.5 623.0
-589.5 -486.5 623.75
-621.0 -479.5 626.0
-687.5 -472.5 626.5
-689.5 -474.45000000000005 627.0
-689.5 -481.04999999999995 624.75
-689.5 -487.65 626.75
-691.5 -494.25 679.75
-693.5 -500.85 680.75
-695.5 -506.0 682.25
-697.0 -521.5 659.25
-698.0 -521.5 635.25
-647.5 -531.5 636.25
-626.0 -540.5 634.5
-640.0 -547.5 624.0
-628.5 -552.5 575.8888888888889
-601.0 -544.0 587.4444444444445
-608.0 -534.5 599.0
-621.5 -530.0 610.5555555555555
-670.0 -529.0 622.1111111111111
-678.5 -529.0 626.0
-674.5 -528.5 612.75
-656.5 -527.5 612.75
-661.5 -527.5 628.25
-664.5 -528.0 619.75
-662.0 -532.5 619.0
-662.5 -534.5 706.75
-668.0 -533.0 661.25
-668.5 -531.5 613.25
-669.5 -528.5 609.0
-674.5 -524.5 607.75
-676.0 -523.0 599.25
-677.0 -524.5 599.0
-678.0 -528.0 605.25
-620.5 -525.5 610.5
-622.5 -515.0 613.0
-622.5 -503.5 618.0
-621.5 -498.5 622.5
-621.5 -500.5 617.0
-620.5 -487.5 800.125
-619.5 -491.0 608.5
-572.0 -483.5 604.703125
-568.0 -461.5 599.640625
-561.0 -415.0833333333333 594.578125
-555.0 -351.19444444444446 589.515625
-557.5 -287.30555555555554 584.453125
-548.0 -223.41666666666669 579.390625
-490.5 -104.0 574.328125
-486.5 64.47500000000001 569.265625
-503.0 193.77500000000003 584.75
-515.0 323.07500000000005 554.0
-505.5 452.37500000000006 554.5
-503.5 581.675 544.75
-504.0 603.5 549.25
-505.0 588.5 543.75
-512.5 532.0 537.25
-621.5 553.0 542.25
-641.0 550.0 546.25
-657.0 546.5 540.25
-663.0 542.0 540.5
-568.5 543.5 545.25
-641.5 546.5 553.75
-658.5 547.0 562.0
-670.0 546.0 561.0
-582.5 543.5 562.25
-603.0 541.0 565.25
-704.0 536.0 550.0
-715.6136363636364 533.5 550.5
-728.4318181818182 529.0 636.25
-741.25 505.0 618.125
-754.0681818181818 503.5 408.7916666666667
-766.8863636363636 503.5 139.95833333333334
-779.7045454545455 504.0 -128.87499999999994
-792.5227272727273 505.5 -451.5
-805.340909090909 513.0 -635.5
-818.159090909091 516.5 -536.75
-830.9772727272727 517.5 -552.25
-843.7954545454545 516.5 -561.5
-699.5 516.5 -558.0
-552.5 516.5 -554.5
-556.5 505.0 -557.5
-568.15625 495.0 -558.0
-609.03125 496.0 -556.0
-649.90625 497.5 -547.0
-690.78125 498.0 -543.25
-573.5 496.0 -542.0
-637.5 496.0 -536.0
-607.5 498.5 -533.0
-561.5 516.0 -523.75
-553.5 517.0 -522.875
-521.5 512.0 -517.0
-505.0 496.0 -512.5
-497.0 347.5 -510.5
-490.5 298.75 -512.0
-485.25 299.75 -515.5
-484.0 305.25 -440.0
-484.0 312.25 -233.70833333333334
-485.25 317.5 -6.541666666666671
-484.5 320.5 220.62499999999997
-485.0 313.75 458.0
-485.5 312.5 471.5
-491.0 311.75 475.5
-494.25 279.25 580.5
-499.0 128.75 567.0
-502.0 90.0 551.5
-503.25 93.25 553.5
-501.75 96.75 553.5
-500.5 112.5 552.5
-501.0 278.0 549.5
-503.5 311.75 591.0
-504.5 312.25 581.5
-649.0 312.0 572.5
-650.0 213.5 569.0
-648.0 138.0 573.0
-647.5 136.75 568.0
-646.5 135.25 560.0
-649.75 134.75 557.5
-647.0 263.5 556.5
-646.5 334.75 555.75
-625.25 341.5 556.0
-622.5 344.0 553.75
-620.0 344.5 552.0
-620.0 345.0 552.25
-618.0 346.5 552.25
-615.5 346.5 552.0
-619.0 347.0 570.75
-622.5 413.5 553.0
-623.5 451.0 551.25
-626.5 455.0 552.25
-626.0 462.5 633.5
-628.0 469.5 553.25
-704.0 410.5 552.75
-593.0 308.0 547.0
-671.5 311.0 546.75
-674.5 307.5 543.75
-669.0 304.5 541.5
-660.0 298.5 535.5
-660.5 293.5 521.5
-662.0 190.5 532.0
-660.0 52.0 541.75
-655.5 55.5 540.75
-653.0 45.5 421.25
-654.5 46.5 297.9642857142857
-659.0 59.5 207.25
-624.0 56.0 116.5357142857143
-606.0 44.0 44.0
-605.0 91.0 42.75
-605.0 65.5 41.25
-606.5 58.0 41.25
-609.5 49.0 10.25
-611.0 34.5 11.75
-612.0 -40.5 12.25
-613.0 -39.0 13.75
-642.0 -35.0 13.75
-669.0 -36.0 14.5
-663.5 -34.0 14.5
-652.0 -9.5 14.5
-646.25 24.32142857142857 14.5
-641.25 40.75 11.0
-637.0 57.17857142857142 5.75
-633.2 67.0 5.5
