x_T x_P y_T y_P d_T d_P FaceP_T FaceT_P
-757.0 515.25 237.0 394.75 793.5407334139943 649.085120550342 0.0 1.0
-624.0 518.25 219.0 395.25 661.3152378998991 651.7711949396391 0.0 1.0
-633.75 517.5 251.5 395.0 673.3924334555865 651.0232398705579 0.0 1.0
-660.5 520.25 246.5 394.0 704.9984121734461 652.6081462161471 0.0 1.0
-660.0 522.0 250.0 394.0 705.7620406489472 654.0030654181747 0.0 1.0
-657.0 520.75 248.5 392.0 702.4253520171887 651.8010165390272 0.0 1.0
-655.625 520.5 248.5 390.75 701.1393559851538 650.8501381003236 0.0 1.0
-656.5 520.25 246.5 393.5 701.2591010139413 652.3079866608127 0.0 1.0
-664.5 518.25 244.5 396.0 708.0544375247575 652.2269222626737 0.0 1.0
-664.0 516.75 245.0 397.0 707.7577375841287 651.6444245874052 0.0 1.0
-658.0 514.5 244.5 397.0 701.9574633339802 649.8614289229992 0.0 1.0
-656.0 513.0 242.5 398.0 699.3875245566367 649.2874575301671 0.0 1.0
-656.0 510.75 244.0 408.5 699.908565456946 654.0195907150472 0.0 1.0
-637.5 513.75 249.0 414.0 684.5371318265145 659.8004418834316 0.0 1.0
-624.9 515.5 270.0 414.0 680.7530859464175 661.1632611634332 0.0 1.0
-632.5 515.5 266.0 415.5 686.207702654335 662.103131518083 0.0 1.0
-640.1 518.0 262.0 415.0 691.6623193622524 663.738727010262 0.0 1.0
-678.5 517.0 330.0 420.0 755.6456423907347 666.1050888847026 0.0 1.0
-708.0 518.25 253.0 445.0 751.847370308026 683.0876412398969 0.0 1.0
-720.0 516.75 255.0 443.25 763.8226486335991 680.8092906561242 0.0 1.0
-723.5 512.75 257.5 426.25 767.9581574357098 666.7881875533832 0.0 1.0
-722.1833333333334 510.0 259.95 425.0 767.54648403286 663.8724571429689 0.0 1.0
-716.9166666666667 506.5 259.75 426.25 762.5355158994687 661.9906161720728 0.0 1.0
-711.6500000000001 505.0 259.55 425.5 757.5245477660774 660.3602540899678 0.0 1.0
-706.3833333333334 503.0 259.35 426.25 752.5135796326861 659.3166082347954 0.0 1.0
-701.1166666666666 502.5 259.15 427.0 747.5026114992947 659.4205350726589 0.0 1.0
-695.8499999999999 505.75 258.95 428.5 742.4916433659034 662.8690374773573 0.0 1.0
-690.5833333333333 452.92857142857144 258.75 383.7142857142857 737.4806752325121 593.9200050253718 0.0 0.0
-685.3166666666666 438.6428571428571 258.55 346.57142857142856 732.4697070991208 560.1478052229243 0.0 0.0
-685.0 424.3571428571429 254.0 309.42857142857144 730.5762565530963 526.3756054204766 0.0 0.0
-682.5 410.07142857142856 252.5 272.2857142857143 727.710450660151 492.6034056180291 0.0 0.0
-683.0 450.0 253.0 340.5 728.353219849381 564.3281219420137 0.0 0.0
-684.0 486.0 252.0 356.5 728.9447250616402 602.7342188100565 0.0 1.0
-700.0 492.5 231.0 361.5 737.1488868044758 611.0012652588022 0.0 1.0
-696.0 479.0 224.5 367.0 731.3117578445879 603.4322298675102 0.0 1.0
-694.5 491.0 223.0 413.5 729.4245379304186 641.945059691195 0.0 0.0
-695.5 496.5 221.0 415.5 729.7680149830245 647.4199927637424 0.0 1.0
-695.5 497.25 217.5 417.5 728.7158072450983 649.2796840249412 0.0 1.0
-700.0 497.0 228.0 416.75 736.2546293568337 648.6058889626613 0.0 1.0
-696.0 496.75 235.5 415.75 734.7633273867596 647.7721428270518 0.0 1.0
-702.5 498.0 227.0 414.5 738.2650971765349 647.9311273955125 0.0 1.0
-702.5 500.5 226.0 412.5 737.958182288579 648.5811777812331 0.0 1.0
-703.0 501.75 227.0 413.25 738.7409738161397 650.0239338414524 0.0 1.0
-702.0 503.0 227.0 417.0 737.7894186920073 653.3745226322877 0.0 1.0
-696.0 502.5 225.5 418.0 731.6189889553707 653.6287787993108 0.0 1.0
-695.0 503.5 224.5 417.5 730.3597363521249 654.0784370835258 0.0 1.0
-693.5 503.25 226.5 419.5 729.5509057613017 655.1647412092374 0.0 1.0
-690.5 502.75 230.0 419.0 727.7986498539108 654.4607387764012 0.0 1.0
-686.0 502.5 229.5 417.5 723.3715155874446 653.3090403257751 0.0 1.0
-694.0 501.25 249.5 416.5 737.6614972068849 651.7085562159709 0.0 1.0
-673.0 495.75 338.0 414.0 721.5450147851265 645.8851658143097 0.0 1.0
-697.0 437.08333333333337 307.5 334.25 744.9173612072248 552.7902665784366 0.0 0.0
-706.0 421.41666666666663 265.5 253.25 754.2721452001828 500.67494676520295 0.0 0.0
-711.0 405.75 266.5 172.25 759.3044536918151 448.55962695196934 0.0 0.0
-710.5 416.125 267.5 167.25 759.1886299527825 453.88200107447517 0.0 0.0
-710.5 482.25 267.5 335.25 759.1881091820499 587.3314229179615 0.0 1.0
-701.0 476.0 269.5 337.25 751.0207183787206 583.3778093271737 0.0 1.0
-339.5 486.5 336.0 342.0 484.14128150637174 594.6816748148012 0.0 1.0
-204.1195652173913 485.0 330.945652173913 338.5 401.78158157269297 591.4456208666875 0.0 1.0
-178.94565217391306 486.0 332.20652173913044 345.0 406.4469396526256 596.0140808641864 0.0 1.0
-153.77173913043478 491.0 333.46739130434787 343.75 411.1122977325582 599.3714299654955 0.0 1.0
-128.5978260869565 492.25 334.72826086956525 348.75 415.7776558124908 603.2719027065675 0.0 1.0
-103.42391304347825 495.75 335.9891304347826 354.75 420.44301389242344 609.6038387418423 0.0 1.0
-78.25 497.0 337.25 358.5 425.1083719723561 612.8061801579256 0.0 1.0
-53.076086956521735 498.0 338.5108695652174 358.0 429.7737300522888 613.3253622670434 0.0 1.0
-27.90217391304347 498.75 339.77173913043475 357.5 434.4390881322214 613.6430668015598 0.0 1.0
-2.7282608695652186 500.25 341.03260869565213 358.0 439.104446212154 615.1537073512217 0.0 1.0
22.44565217391306 499.25 342.2934782608696 357.75 443.76980429208663 614.1952024256911 0.0 1.0
47.61956521739131 499.5 343.554347826087 357.0 448.43516237201925 613.962724149934 0.0 1.0
72.79347826086956 499.0 344.8152173913044 385.5 453.10052045195187 630.9100770977642 0.0 1.0
97.96739130434781 497.5 346.07608695652175 417.25 457.76587853188454 649.3116434911096 0.0 1.0
123.14130434782612 497.75 347.3369565217391 417.25 462.4312366118172 649.5018349787892 0.0 1.0
148.31521739130437 497.75 348.5978260869565 414.5 467.09659469174983 647.7386340905506 0.0 1.0
173.48913043478262 497.5 349.8586956521739 414.25 471.76195277168245 647.3865533122873 0.0 1.0
198.66304347826087 497.75 351.11956521739125 414.0 476.42731085161506 647.4187887735552 0.0 1.0
223.83695652173913 498.25 352.38043478260875 415.5 481.0926689315477 648.7629479445546 0.0 1.0
249.0108695652174 498.75 353.6413043478261 415.5 485.7580270114803 649.1470270585123 0.0 1.0
274.1847826086957 500.0 354.9021739130435 415.25 490.4233850914129 649.9482763488468 0.0 1.0
299.35869565217394 500.5 356.1630434782609 415.5 495.0887431713456 650.4925841232944 0.0 1.0
324.5326086956522 499.0 357.42391304347825 423.0 499.75410125127826 654.1645887829654 0.0 1.0
349.70652173913044 499.5 358.6847826086956 425.0 504.4194593312109 655.8397264378348 0.0 1.0
361.0 499.25 366.5 427.0 514.4350347377346 656.9477262202515 0.0 1.0
273.5 498.5 361.5 429.25 453.3056539955319 657.8435494129319 0.0 1.0
298.0 498.25 374.5 431.75 480.2054347568841 659.2887521134406 0.0 1.0
307.5 498.0 375.0 432.5 485.89552022894264 659.5909717393046 0.0 1.0
272.5 498.25 365.0 433.0 455.50319811299937 660.1076488306912 0.0 1.0
270.5 500.0 350.5 432.5 442.742946240833 661.1023801181229 0.0 1.0
276.5 495.0 352.5 393.0 448.0059165273482 632.6168105747911 0.0 1.0
309.5 494.5 352.0 361.25 469.1817235495686 612.3999421366461 0.0 1.0
298.75 491.0 345.29999999999995 354.0 458.28038284693037 605.3073705205325 0.0 1.0
253.75 490.0 343.70000000000005 352.0 429.0174930027085 603.3275767790435 0.0 1.0
203.75 491.5 357.5 358.0 412.0492510628193 608.0594231246374 0.0 1.0
204.25 491.0 401.5 353.0 450.65840084374804 604.7359490138651 0.0 1.0
187.0 499.5 414.0 357.5 454.27817313446366 614.2576425645864 0.0 1.0
192.0 499.0 418.25 362.0 460.2773958654775 616.4778990361293 0.0 1.0
191.5 500.0 415.75 362.5 457.7372250164966 617.581036085767 0.0 1.0
207.75 487.0 379.0 355.0 432.82443767375855 602.6558018427213 0.0 1.0
231.68548387096774 482.5 344.69354838709677 328.1071428571429 419.28896483233694 584.7033652967102 0.0 0.0
249.26612903225805 490.5 336.9516129032258 302.25 427.63631876434306 577.9706332079304 0.0 0.0
266.8467741935484 498.5 329.2096774193548 276.39285714285717 435.9836726963492 571.2379011191505 0.0 0.0
284.4274193548387 500.0 321.46774193548384 298.5 444.3310266283553 583.5605842984888 0.0 0.0
302.008064516129 500.5 313.7258064516129 366.5 452.6783805603614 620.3407782275724 0.0 1.0
319.5887096774194 504.0 305.98387096774195 367.0 461.0257344923675 623.462161724212 0.0 1.0
337.16935483870964 514.0 298.241935483871 361.5 469.37308842437363 628.4448279995066 0.0 1.0
354.75 507.0 290.5 367.0 477.72044235637975 625.8897856430065 0.0 1.0
372.33064516129036 511.0 282.758064516129 368.0 486.06779628838586 629.7182318848418 0.0 1.0
389.9112903225806 510.0 275.01612903225805 368.0 494.415150220392 628.9069883536039 0.0 1.0
407.491935483871 510.5 267.2741935483871 368.5 502.7625041523981 629.6050450217883 0.0 1.0
425.07258064516134 511.5 259.53225806451616 369.5 511.1098580844042 631.001198620633 0.0 1.0
442.6532258064516 513.5 251.79032258064515 373.0 519.4572120164103 634.6741970088199 0.0 1.0
460.23387096774195 514.0 244.0483870967742 372.0 527.8045659484164 634.4919904425506 0.0 1.0
477.8145161290323 516.0 236.30645161290323 371.5 536.1519198804225 635.8210555282703 0.0 1.0
494.0 518.0 251.25 371.5 554.4874383624506 637.4452251664034 0.0 1.0
468.75 518.0 326.25 371.0 571.7800974131638 637.1538275801221 0.0 1.0
435.66666666666663 517.75 324.5 371.25 543.3672661939103 637.0963401991892 0.0 1.0
472.33333333333337 517.5 324.5 370.25 573.1852399568372 636.3107368567821 0.0 1.0
462.0 518.0 370.0 370.0 597.2980158438091 636.5721361004532 0.0 1.0
461.0 517.75 381.5 368.75 598.4149258252943 635.6427822022321 0.0 1.0
526.125 518.0 304.79166666666663 368.25 608.0422674505617 635.5565309376528 0.0 1.0
520.625 517.5 305.95833333333337 367.5 603.8977285398414 634.7145137481867 0.0 1.0
515.125 516.25 307.125 367.0 599.7531896291212 633.4059389380965 0.0 1.0
513.0 516.75 310.0 366.5 599.3909065201494 633.5243623711322 1.0 1.0
521.5 517.0 322.0 366.0 612.8998705970034 633.4390262685115 1.0 1.0
487.5 515.25 342.0 365.75 596.2372176592705 631.8672959282967 1.0 1.0
470.5 507.25 311.5 352.75 564.4361081202483 617.8471773735864 1.0 1.0
424.0 505.0 298.5 350.0 518.5348755424003 614.4306307468728 1.0 1.0
432.0 505.0 315.0 349.0 534.6516312088079 613.8615479079953 1.0 1.0
469.5 504.25 326.5 348.0 572.2245414329282 612.6765266441497 1.0 1.0
444.5 502.75 310.0 344.0 542.0640322246181 609.1746251464625 1.0 1.0
478.0 503.0 322.0 347.5 576.3407993179499 611.3635736858395 1.0 1.0
471.0 503.0 313.5 349.5 565.8033572190225 612.5025866076844 1.0 1.0
674.2 496.5 226.5 346.0 711.3927770041716 605.1686695695169 0.0 1.0
605.0 484.5 222.5 338.15 645.1163615402761 590.836047920982 0.0 0.0
535.8 474.5 218.5 330.35 578.8399460763806 578.173124092764 0.0 0.0
488.0 464.5 288.5 322.55 567.2267435095584 565.5102002645463 0.0 0.0
489.0 454.5 322.0 314.75 585.5060644466207 552.8472764363282 0.0 0.0
501.0 444.5 325.5 306.95 597.5182945097001 540.1843526081104 0.0 0.0
479.0 491.5 372.0 338.0 608.3875458197202 596.5035737457331 0.0 0.0
447.0 509.5 307.5 354.5 542.7234403203734 620.6935762436408 0.0 1.0
447.5 517.5 306.5 352.25 542.5787523746387 626.00840086889 1.0 1.0
447.0 519.75 313.5 352.25 546.316597059784 627.869941337725 1.0 1.0
483.5 518.5 318.0 354.0 578.7026261848237 627.840107536511 1.0 1.0
447.5 515.75 338.0 359.0 562.0884777429685 628.3984495438632 1.0 1.0
459.0 516.75 355.5 364.25 582.2569318111249 632.2262126116627 1.0 1.0
486.0 515.75 319.5 367.0 581.615272703119 632.9993861718772 1.0 1.0
486.0 516.0 321.0 369.0 582.440966911344 634.363590861378 1.0 1.0
488.5 515.5 323.0 372.0 585.628952465657 635.7080597736701 1.0 1.0
489.0 514.75 323.5 368.5 586.3217973092933 633.056657415297 1.0 1.0
494.5 514.5 323.0 369.5 590.6494894915827 633.4354742197503 1.0 1.0
467.0 512.75 287.0 372.75 548.1979425103711 633.9208885803962 1.0 1.0
517.0 512.5 264.5 369.5 580.7359551233438 631.812086625989 1.0 1.0
520.0 502.0 265.0 363.5 583.6309240478827 619.7946706774119 1.0 1.0
513.0 481.5 285.5 350.90625 587.4969313609836 595.8052011534712 1.0 0.0
503.5 467.5 276.5 338.78125 574.4254154584703 577.3554450884117 1.0 0.0
507.5 453.5 277.0 326.65625 578.1753908356716 558.9056890233522 0.0 0.0
504.0 439.5 295.0 314.53125 584.2845405609298 540.4559329582928 1.0 0.0
520.0 454.08333333333337 273.0 350.5 587.3073351750188 573.629269074185 1.0 0.0
552.0 478.41666666666663 286.5 362.5 621.9227020815115 600.2477585730054 1.0 0.0
541.0 498.5 285.5 356.5 611.7783818193868 612.8704032763292 1.0 1.0
555.0 501.0 344.0 354.25 652.9685318017231 613.5911257894547 0.0 1.0
592.5 498.5 370.5 353.25 698.8068353413412 610.9749310040439 1.0 1.0
597.5 501.0 359.5 353.25 697.319148688601 613.014522667102 1.0 1.0
576.0 499.25 340.5 354.75 669.116766686523 612.4528817106645 1.0 1.0
590.5 500.25 339.5 354.5 681.1399470669513 613.1253378455818 1.0 1.0
589.5 504.75 329.0 353.5 675.0961538721751 616.2266844962899 1.0 1.0
590.5 505.5 268.0 354.0 648.4707338809669 617.1274301687057 0.0 1.0
579.5 500.5 276.5 357.0 642.1281354942716 614.7757832096668 0.0 1.0
564.5 501.25 286.5 358.0 633.0508970335394 615.9672320216396 0.0 1.0
595.5 506.75 276.0 361.0 656.3507402346204 622.1870005427967 0.0 1.0
580.0 507.0 283.0 363.0 645.4622561961579 623.5528568421038 0.0 1.0
580.0 506.25 343.5 364.25 674.8665215343451 623.6731682862128 0.0 1.0
547.0 505.75 314.0 363.75 630.8123876788651 622.9745153316842 0.0 1.0
535.0 506.5 315.5 357.5 621.100181526077 619.9585333970199 0.0 1.0
529.0 506.5 310.0 360.5 613.1406593156845 621.6992642329928 0.0 1.0
528.5 505.5 306.0 362.5 610.6952006280164 622.042269385068 0.0 1.0
524.0 505.0 302.5 356.5 605.0474801374158 618.1563313596326 0.0 1.0
521.5 505.0 301.0 356.0 602.134421217718 617.8682440502199 0.0 1.0
524.0 504.5 299.5 356.5 603.5603634210922 617.7479933274178 0.0 1.0
492.0 503.5 277.0 355.5 564.7821382406148 616.3542675835592 0.0 1.0
452.5 504.5 285.5 355.25 535.0497673828839 617.0275964973094 1.0 1.0
444.0 505.25 263.5 354.75 516.3038960344029 617.353420890845 1.0 1.0
439.0 505.0 280.5 353.75 520.9681559323234 616.57454512817 1.0 1.0
529.5 491.0 328.0 363.0 624.3145887169952 610.6154378748988 0.0 1.0
499.5 491.5 331.5 361.0 599.6025195253422 609.8305092400675 0.0 1.0
500.5 491.5 338.5 359.0 604.2611872518384 608.6487471370658 1.0 1.0
495.5 492.0 328.0 358.0 594.2504760766631 608.4637101290476 1.0 1.0
522.5 492.25 383.0 358.25 647.8596774101902 608.8129819347132 0.0 1.0
524.0 492.0 377.0 358.75 645.5269567237851 608.9052498581063 1.0 1.0
550.5 491.5 351.5 358.25 654.4892658604626 608.2068390389685 1.0 1.0
582.0 492.0 313.0 358.5 660.827542877564 608.7579568268492 0.0 1.0
534.0 492.25 377.5 358.5 654.0537933030655 608.9600431564581 0.0 1.0
462.5 492.5 336.0 357.5 571.6871790589762 608.574153246751 0.0 1.0
483.5 492.0 370.5 357.25 609.1378388840797 608.0226729896888 1.0 1.0
482.0 491.5 375.0 356.0 610.697898052987 606.8840498810296 1.0 1.0
481.0 493.75 368.0 357.5 605.6316687907823 609.5861903266937 1.0 1.0
469.5 496.25 351.5 357.5 586.5051668439755 611.6129330477204 1.0 1.0
481.5 496.75 391.0 359.75 620.4680666339826 613.3359216121116 1.0 1.0
505.0 496.75 308.5 358.25 591.7882115003467 612.4573752422025 0.0 1.0
487.0 497.25 299.0 359.0 571.4638231814376 613.3013809825876 1.0 1.0
489.5 499.5 296.0 360.75 572.0381977582181 616.1500511424464 1.0 1.0
496.5 499.5 311.0 361.5 585.864213881817 616.5894792598481 1.0 1.0
495.0 499.0 316.5 362.25 587.544557576513 616.6252397190636 1.0 1.0
494.5 499.5 318.0 362.0 587.9238274304561 616.8827571669465 1.0 1.0
536.05 498.5 269.45 361.5 600.2969158532334 615.7795972380043 0.0 1.0
446.25 504.75 249.25 367.5 512.2356965708265 624.3627780232985 0.0 1.0
356.45 505.25 229.05 365.25 424.1744772884195 623.4474656170012 0.0 1.0
342.5 508.0 451.0 365.0 566.4186020943116 625.5317571700955 0.0 1.0
278.5 510.5 429.5 363.5 512.1527930144631 626.6926839876068 0.0 1.0
317.5 512.0 457.5 363.5 556.8774591728729 627.9142059230703 0.0 1.0
302.5 514.0 448.5 364.0 541.0634969751752 629.8349219130921 0.0 1.0
297.5 516.0 453.5 364.0 542.6837868979756 631.4681529404324 0.0 1.0
169.5 518.0 444.5 364.5 475.8493095971256 633.3910719294992 0.0 1.0
181.0 519.0 460.0 364.5 495.58278538969256 634.2091531979021 0.0 1.0
250.0 518.75 446.0 364.5 511.51231713298705 634.004600265722 0.0 1.0
268.75 518.5 551.25 363.75 615.4465580289059 633.3693152259996 0.0 1.0
295.0 518.25 673.5 363.25 738.0980926581653 632.8773548256378 0.0 1.0
272.5 529.75 517.5 353.75 585.340961164597 637.1535365715814 0.0 1.0
282.0 501.0 472.0 336.5 549.8520705896422 603.5177971084115 0.0 1.0
297.0 498.75 481.0 335.25 565.3058851565645 600.9530070875428 0.0 1.0
292.0 498.0 490.0 335.5 570.4096863577004 600.4705969675204 0.0 1.0
244.5 497.75 489.0 334.25 546.8672550063395 599.5652728879361 0.0 1.0
225.0 498.0 490.0 333.25 539.1905228614633 599.2159865555993 0.0 1.0
246.0 497.0 455.0 333.0 518.590676335544 598.246171080559 0.0 1.0
311.75 497.5 423.75 332.5 529.9223459249212 598.3834963992847 0.0 1.0
326.125 499.0 399.125 331.5 515.7229796318816 599.0770622794998 0.0 1.0
304.29166666666663 499.0 393.29166666666663 331.5 497.6706560163657 599.0770622794998 0.0 1.0
282.45833333333337 497.75 387.45833333333337 331.5 479.61833240084985 598.0363578716224 0.0 1.0
242.0 497.25 389.0 331.5 458.25697065576696 597.6201399976171 0.0 1.0
233.25 498.0 406.75 331.5 468.9196084494504 598.2443704396067 0.0 1.0
233.0 498.25 409.0 332.0 470.73393751910305 598.7297973294064 0.0 1.0
218.0 498.0 402.5 332.5 457.7447432794832 598.799006345201 0.0 1.0
217.0 497.75 402.5 332.0 457.2693857475332 598.3137723422942 0.0 1.0
227.0 497.25 431.5 333.0 487.6150668849034 598.4537325730133 0.0 1.0
287.85714285714283 497.25 385.0357142857143 332.75 499.0415515056669 598.3148888149377 0.0 1.0
359.0 496.75 323.75 332.25 510.2114991140254 597.6211302628618 0.0 1.0
430.1428571428571 469.25 262.4642857142857 336.25 521.381446722384 577.587283389503 0.0 1.0
490.5 441.42857142857144 250.0 335.3928571428571 551.182833016772 554.4200557031469 0.0 0.0
487.0 440.0 317.0 329.25 581.1040511965014 549.5963204556856 0.0 0.0
455.0 438.57142857142856 314.0 323.1071428571429 553.0833876156973 544.7725852082242 1.0 0.0
490.5 454.625 319.0 324.25 585.1080461672549 558.4804404474344 1.0 0.0
493.0 509.75 322.5 344.5 589.1139674485255 615.2442290407836 1.0 1.0
478.58333333333337 496.5 314.66666666666663 355.25 572.8265404041954 610.5037544294303 1.0 1.0
416.91666666666663 498.75 291.33333333333337 356.25 508.6921912035208 612.9160087715968 0.0 1.0
446.5 476.75 302.0 362.0 539.2485294494526 598.6116391453509 1.0 1.0
501.625 486.75 305.0 360.25 587.5522094419307 605.5822998715471 0.0 0.0
523.0 502.75 312.0 357.25 609.0368324830563 616.7537091079269 0.0 1.0
474.0 503.0 305.0 358.0 563.6503412523523 617.3920958353775 0.0 1.0
515.5 503.25 301.5 357.5 597.1956136508923 617.3063401958304 0.0 1.0
526.5 502.5 307.0 357.5 609.4682774402127 616.6949537543403 0.0 1.0
494.0 500.75 300.0 357.25 578.0681138461971 615.1248112756077 0.0 1.0
495.0 499.5 302.5 358.0 580.2056958700546 614.5443326123964 0.0 1.0
528.5 499.5 302.5 361.5 608.982900122825 616.5894792598481 0.0 1.0
518.5 498.25 295.0 361.5 596.7298427161811 615.5773765237194 0.0 1.0
549.0 497.5 311.0 361.0 630.9691440441509 614.6766741706501 0.0 1.0
540.5 498.5 341.5 360.5 640.1712696722182 615.1930591285958 0.0 1.0
581.5 496.75 322.5 362.25 664.9434988590879 614.8054546023275 0.0 1.0
535.0 495.75 341.0 360.75 634.4421588703894 613.1138785170002 0.0 1.0
563.5 496.5 335.0 359.0 655.9181044976643 612.6935728154642 0.0 1.0
574.5 496.5 282.5 357.75 640.2140863606965 611.9621579517029 0.0 1.0
527.5 495.5 333.5 356.75 624.2771095046708 610.5660108968884 0.0 1.0
500.5 496.5 284.5 355.0 575.7135350131789 610.3584319299258 0.0 1.0
576.0 497.25 311.5 354.0 655.5709894291978 610.3886237112432 0.0 1.0
595.5 498.75 288.0 354.5 661.4863945821216 611.900319738972 1.0 1.0
600.5 499.5 292.0 354.75 667.7308231553702 612.6563914992191 1.0 1.0
601.0 499.25 291.0 356.0 667.7440137527682 613.1781819726101 1.0 1.0
531.0 499.0 297.5 357.5 608.7731893361898 613.8464101096693 1.0 1.0
530.5 497.75 292.0 358.75 605.5528563135975 613.5610763720762 1.0 1.0
538.0 497.5 300.5 360.5 616.3513115418725 614.3830238540124 1.0 1.0
522.0 497.5 301.0 362.0 602.5653770581421 615.2645069047176 1.0 1.0
523.5 496.25 298.5 363.0 602.6232200611134 614.844180482406 1.0 1.0
522.4375 495.0 298.5 364.0 601.7017033198952 614.4275077331934 0.0 1.0
519.6875 494.5 298.5 364.5 599.3147449905568 614.3221578066077 0.0 1.0
520.5 494.25 298.875 366.0 600.2054440013108 615.011484877597 0.0 1.0
425.5 494.5 309.5 367.0 526.293662745542 615.807933698826 0.0 1.0
429.0 494.5 280.0 367.5 512.2908997666402 616.1059162189566 1.0 1.0
476.5 494.5 292.5 368.5 559.3179262775018 616.7029268618725 1.0 1.0
527.875 494.5 299.0 368.5 606.7992402845903 616.7029268618725 0.0 1.0
484.5 493.5 267.0 368.5 553.3853252149972 615.9016625854808 0.0 1.0
474.5 492.75 281.0 368.25 552.1584816883292 615.15099564246 0.0 1.0
524.0 493.25 274.0 367.75 591.3143674197383 615.2525882915713 0.0 1.0
507.0 493.5 259.0 367.5 569.332587456948 615.3035836073117 0.0 1.0
512.0 492.5 267.0 367.0 577.437286934932 614.2029702388397 0.0 1.0
511.875 492.0 265.75 366.5 576.7487194118727 613.5033326872758 0.0 1.0
508.5 492.25 264.5 366.75 573.180991369023 613.8531969352343 0.0 1.0
532.0 492.0 300.25 367.25 611.0119123679826 613.9516289063249 0.0 1.0
506.0 493.25 348.0 366.5 615.9070366967499 614.5061714351184 0.0 1.0
483.5 498.5 331.0 365.5 585.9490947338513 618.1363118277392 0.0 1.0
480.5 499.25 325.5 366.0 580.3711496640573 619.0368035219785 1.0 1.0
506.5 500.75 340.5 367.5 610.9960783931024 621.1336485894017 1.0 1.0
564.5 503.0 315.5 367.75 646.7442063867161 623.0963578788882 1.0 1.0
561.5 503.75 317.0 369.0 644.8090220242921 624.4398164153763 1.0 1.0
563.0 505.25 345.0 368.75 660.3001507502893 625.5031950546972 1.0 1.0
563.5 506.25 337.0 369.0 656.5846336276736 626.4584012100788 1.0 1.0
558.0 496.75 330.0 362.0 648.2780017133723 614.6865998759876 1.0 1.0
547.5 487.27272727272725 292.0 366.8636363636364 620.6764521553387 610.0074439733423 1.0 0.0
537.875 481.6363636363636 267.9375 368.6818181818182 600.9310018640379 606.677233245043 0.0 0.0
534.375 476.0 263.1875 370.5 595.6957760614985 603.3470225167437 0.0 0.0
530.875 470.3636363636364 258.4375 372.3181818181818 590.4605502589591 600.0168117884443 0.0 0.0
527.375 464.72727272727275 253.6875 374.1363636363636 585.2253244564197 596.686601060145 0.0 0.0
526.5 467.0 298.0 375.5 605.0476847057464 599.2544043240034 0.0 1.0
524.25 490.0 297.625 362.5 602.8596635486783 609.5154850424094 1.0 1.0
517.0 500.0 300.5 362.0 597.9893944738164 617.2885272996097 1.0 1.0
521.0 505.5 302.875 360.0 602.639957415619 620.5951803271062 1.0 1.0
524.0 499.75 306.0 357.5 606.805171598179 614.4561283418218 1.0 1.0
519.5 500.75 303.5 362.0 601.6621377972064 617.8953224026561 1.0 1.0
493.0 501.75 328.0 358.5 593.2223652624562 616.6700912553839 1.0 1.0
520.25 502.25 305.625 355.5 603.3846927196148 615.3335139265096 1.0 1.0
529.5 502.75 297.5 354.25 607.39623767187 615.020931640714 0.0 1.0
531.0 503.25 290.0 354.75 605.0338779283961 615.7176677377819 0.0 1.0
533.0 503.5 289.0 354.5 606.308549172808 615.7779632302539 0.0 1.0
535.5 505.0 292.0 359.5 609.93941553519 619.8913889406301 0.0 1.0
463.0 505.25 314.5 351.75 559.7886936895403 615.6344257060871 0.0 1.0
490.5 504.5 339.5 355.75 596.5366487574604 617.322428607767 0.0 1.0
515.0 504.75 346.5 352.0 620.7154997075893 615.3672630612446 0.0 1.0
515.5 503.75 347.0 355.75 621.4092226907105 616.7109634130252 0.0 1.0
471.0 502.25 363.5 354.25 595.2887254083837 614.61993261197 0.0 1.0
349.08333333333337 501.5 257.33333333333337 357.5 436.51502130610146 615.8802643371519 0.0 1.0
271.41666666666663 500.5 306.66666666666663 356.0 412.5253897146205 614.1957473071834 0.0 1.0
272.0 501.0 446.5 355.5 522.8977830641452 614.3137095343901 0.0 1.0
265.0 501.5 460.0 355.25 531.7101324972359 614.5769716779732 0.0 1.0
131.5 501.5 457.0 356.25 476.1872939145878 615.1555527170508 0.0 1.0
260.5 498.0 470.5 360.75 538.8945413849748 614.9346068942207 0.0 1.0
233.5 499.0 480.0 362.75 533.7840560408498 616.9186820364112 0.0 1.0
291.0 499.0 466.5 364.0 549.8283563602273 617.654829218499 0.0 1.0
206.0 498.25 511.5 365.25 551.675548359492 617.7868790260255 0.0 1.0
217.5 497.5 512.0 366.0 556.2855728122613 617.6263739439582 0.0 1.0
180.5 497.0 477.5 365.75 510.57264482301633 617.0754435585998 0.0 1.0
251.0 497.0 533.5 365.75 589.6120312304133 617.075706366368 0.0 1.0
233.5 497.0 498.5 364.25 550.4767085271899 616.1878191264984 0.0 1.0
231.0 496.5 490.5 342.0 542.1727129714352 602.8899289406381 0.0 1.0
229.5 497.25 485.5 341.0 537.0111513253712 602.9416521696933 0.0 1.0
230.5 497.25 484.5 341.0 536.5368570428022 602.9416521696933 0.0 1.0
204.0 497.0 462.5 341.0 506.00738482191935 602.7355721878637 0.0 1.0
142.5 496.75 439.5 340.75 462.0276577389151 602.387952907784 0.0 1.0
142.5 496.25 440.0 341.0 462.50024461331213 602.117166792277 0.0 1.0
151.5 496.5 455.5 340.75 480.0345065595129 602.1819091228826 0.0 1.0
