d_T d_A d_P
707.760328986644 526.5677375655127 596.6451565248537
706.6509958065037 597.6436543240438 597.1217372375057
699.8666607179536 584.1376224146082 602.4027338082041
698.4195346000768 584.3392052605966 603.7661729882036
700.4543285091572 511.5792202684563 603.7217161123327
629.2452001263673 601.3604729045203 604.9715582798804
587.7186488063614 675.7043034860035 607.5715646694047
594.1214500418901 629.455114481211 607.977532506107
595.5048413523037 626.7878229861494 607.2225703973791
598.9653290194012 624.4078185765044 606.8736509811915
654.1152187215749 607.0789263239005 606.4677899992303
677.6175623143729 610.811660776277 606.9629787822264
639.6940510881416 599.7176942258767 607.1428430596202
601.77053986191 639.7486882124714 607.7107620051875
563.8470286356787 601.449374476808 607.1970413681913
525.9235174094473 598.035328553817 607.1970413681913
519.1977674012576 593.6924675826546 607.2513894590937
628.7633134102871 587.7442986785886 607.3061394407597
632.4101016016464 578.0632306027194 608.8321303294762
627.575834244441 573.3081632071883 610.3970230402144
596.9174073379404 572.3892562587357 611.2639123046073
515.91588883109 574.2736716932094 612.3366954590058
550.7290459544777 573.8847553477344 613.874851723451
523.6788714940187 573.4982885386282 614.0783744767438
515.7936916473637 600.1410177097673 614.748000412216
517.6729751923897 573.8535331002972 614.3729555649151
522.8186255308683 570.4852682344338 618.2409464280818
525.3043733741029 565.0295962102145 617.6285525312335
526.8491534521627 564.7667174733215 588.1380970482899
530.8800234384962 564.0470333771207 523.1787090345258
534.4804161269128 561.9986654788426 479.2188727326909
534.4006277505291 561.1120178086851 435.25903643085593
526.5155228939113 560.9456787767115 546.5461544661023
523.8544729275603 570.8850609675742 602.9966377274582
526.2619307353868 565.4568711601976 621.9834923653495
525.5021712579954 566.0400294535709 607.4932773165926
525.249702522524 595.9847975271512 623.2496293521401
540.0626404965577 612.2574469981691 619.9230839821394
597.2934688616322 589.5188716232925 621.3464974653789
654.5242972267066 587.1535148493961 619.2616799096993
642.0529765229395 586.2051455073735 621.3062488952329
614.8837140424748 584.6443606031307 623.640584481795
639.7257224780008 602.8298581063659 624.0134087304175
641.3745005844869 605.5483590957773 624.676851868653
641.1884205158312 570.233730956727 623.697255365028
614.3975340509282 566.8062030372548 620.5038470357526
604.4900588649884 558.046066240001 617.3105105871044
610.9118185743766 557.0069114803057 614.529304940643
613.8635972930256 554.7689156382269 612.1867135220591
615.872246286634 555.6668836258931 610.3205726783453
618.2739672311366 550.5236143890651 610.5331658241571
623.2043676649198 548.7551822078767 611.4941418817134
638.1656735684016 546.3682773505836 612.8631123706128
727.7373338109454 541.2637150029859 613.6430833252518
639.5000992041278 526.3429443921515 614.0495368330219
582.104593870484 506.0071639809065 613.874851723451
614.5883012923724 489.2103412625811 614.2819658353635
647.0720087142608 387.4395702910045 615.881992167205
679.5557161361494 225.31412336209337 615.9389146337019
707.2873537693597 359.7564281050152 615.9389146337019
664.8921415341094 494.198732847937 615.0666520682973
656.4097949337388 625.5000817246807 615.7121632201032
653.0760345288879 729.1477200092962 615.362289052608
642.9550373128407 674.9326309824771 615.4309006147055
637.665369792525 654.7237334605916 616.0941043644611
665.1872715233815 645.9676948995761 617.520313885652
676.4056989423441 636.4020458122818 618.219549915576
615.6002662336311 634.4154871360035 601.2277088333643
637.149650493335 642.7017206371316 584.3017672574038
635.788539635784 643.600155433953 584.4724116671376
647.2655352608214 643.0280614147579 584.5815709413469
666.4786466021762 644.6730461289328 585.1295813368995
653.142413988569 650.640196228712 598.9917504953273
691.242732548385 651.0047381322237 612.6543251223939
719.7542560630596 650.3894358105817 596.0833412185593
709.1213285803581 650.2284334833998 580.4167246339681
716.0124025256516 648.3403454508111 603.4398731083319
701.9143572780984 620.3557878417012 623.7956295194087
694.670252267275 618.2110011440839 622.0540543607748
708.015015948871 619.5654416838149 622.49116225227
691.0320311063035 621.955515443096 622.6261621622161
687.0123880975693 633.2254834850628 622.5729899454516
640.4011836784314 647.2001930251024 621.7681463169203
657.162177394807 647.8034038193995 620.7193497346937
663.0517345684914 649.9024926864029 619.4693871760219
620.633552820564 653.5033336297234 617.4151679801047
611.3111013616657 657.3099259007915 616.9167971116065
605.2090734246437 658.5372134832703 616.6633017579675
610.5119786219941 657.5059586924564 617.8171250459152
608.7089010233628 655.7538294489805 617.8171250459152
606.9744323797152 654.1292573023488 618.6059642081252
608.6085103725547 649.9672957465664 618.6526510687773
609.8223185924078 647.9068186591511 620.3042017411562
609.9251146139134 645.1036356525524 622.2024311184066
612.1678626602663 645.9107203189594 621.3006518586634
490.7517122895373 645.8173280937094 620.9048519999053
415.62562050655515 588.4176699386135 621.8510302622965
343.69498491300214 577.3997866894736 621.3526392685894
361.24933275070333 566.3819034403334 621.7518176628749
362.5018913291394 568.5753288200931 622.1511893295792
350.49182586782183 612.8820243858293 622.5012731878983
368.8421779961728 625.3551028580839 622.6517867804251
311.60093037791586 628.7563228254946 622.4508219483023
223.25449047571402 629.3460199984295 597.0946597660441
206.71622889941136 634.7115937253402 532.8485823275103
224.4056464332204 644.6471968266493 468.6025048889765
226.96868395768618 646.8208061827158 490.94071813655216
209.6866081683598 646.8044526748405 597.3728673674278
136.70594457153206 646.2007507997494 608.7644073500194
109.59756104226419 643.3244998317718 604.7899688516695
111.34536454001119 641.1123146532127 603.5065071055067
116.9134510272428 638.677280012459 603.1011370534563
143.81434261576393 634.512621148775 604.971491253812
141.47278564453643 632.2361109585564 604.3650869026872
135.43585025196953 634.1644721056896 606.0067634917539
97.27630095476246 623.3578558092487 613.9096129042616
212.83204602562682 617.4101754128978 610.8414529937272
179.83576481490857 620.3236456378756 603.3502917894123
168.07401368880377 619.6531076855749 619.230368674572
181.95198567215505 618.0600056261053 620.7635163827974
209.40326440440754 618.8315028403281 625.2594935053726
202.65631871566012 620.5243180528669 628.0208425439005
176.85337392530124 619.5695884893671 629.377867421472
359.16462915478485 618.2990581110448 629.005464588542
562.7295748315385 627.0633940811074 627.9080879774722
733.6362391567945 642.2075209774486 627.0091705868424
561.6391969405568 640.8177769667757 627.0091705868424
536.825440101152 639.9955077967345 627.1478938463058
542.9261177286726 639.1811167423518 633.0695201216952
561.1360918949764 639.4829943008649 633.8556567800874
559.9846498969408 637.9903869034465 634.4732066840963
548.5102495763124 635.5236030235227 634.9465732831881
558.9284228040851 632.329487891868 635.1042436765051
577.1320753932773 628.3139490821029 636.1238046826218
583.6220416456392 600.9606150960253 611.5240404515856
482.8835289557423 592.6425988738913 608.8212658981408
560.5873786057473 586.7341817211607 608.1523524167663
564.0759904479501 581.4911865196239 608.8539465155554
571.3186630624759 576.7810827498283 608.1559242454917
569.2425963288408 574.6172762900482 604.9244780902175
548.3626648654108 588.0993531364735 598.4578050621557
534.6542275931645 594.2584214961083 600.8948415238085
575.3984810337806 597.2248493970069 599.928544187796
542.0574288289947 597.8087176044148 597.0575945494583
535.8509870139271 597.2905490630168 593.1816753744168
537.8655836939076 593.869797463496 594.2572208753247
538.3880989431764 596.885530030326 598.2759326218679
540.51017660961 601.70438293428 608.6185340631981
541.6258521770253 605.8269844750221 610.1938216665259
544.0368217445998 606.4113596782429 608.0782260994588
533.2857761983164 610.1950324937199 607.8759443935537
541.8135506015421 609.4570559288076 608.2805786850462
575.8315439910343 609.2730543387783 608.6856035767546
619.6532849150849 608.8690058741404 607.9873238438752
663.4750258391354 611.6142053889257 607.4922023811137
687.1320389341809 629.1144569949097 607.7292229442401
585.4521764661638 628.2408035554258 607.2690976004351
572.7536087012663 627.9326437135348 526.1404315894737
570.9418124903692 627.8865281138746 504.9448231802576
569.7924600632331 630.3859183246745 544.6365607301402
577.8243065701994 632.2729212529623 584.3282982800229
581.3819742647686 636.4818584503485 614.4662226270466
580.7103830354858 637.143217144864 605.2183354376984
577.8072775588761 638.5470579215469 609.7487882032235
590.2537660987343 640.6032373020346 602.1360731139184
649.5184501093295 643.4974747425199 610.0403518742128
804.346349730462 642.9732448836692 608.7078924804104
728.7984343921336 624.3513298527641 610.9481386875254
683.7208042627997 605.2440291323209 611.4786064713114
595.5082291942213 604.139884463855 612.7497424152111
630.8159016333432 600.130265052994 611.8158099945853
598.8353627273334 594.4580192604528 611.5562963556054
600.4652932214051 590.9123552105597 610.0496621816711
543.7150453955722 596.1398324363511 619.5653718535276
503.88352919390627 562.1968059926107 620.35654992694
540.4106414165715 534.5952770208885 621.0727925567962
576.9377536392368 537.0813781167126 620.8704605688808
613.4648658619021 539.5674792125367 619.878317913636
649.9919780845673 542.0535803083609 619.089181014991
686.5190903072327 544.5396814041851 619.4041533278053
723.046202529898 547.0257825000092 618.6733764706945
717.0344968615086 549.5118835958333 618.4967222359078
687.0063277807619 552.4864414082763 618.4967222359078
686.9817027992673 579.9245669834629 619.9559164794133
610.5932916822129 595.3962719389874 621.1491935340623
620.2212132456234 605.6962935333186 621.4421298021402
622.5377499165197 609.7759329634682 623.0410525794712
692.5216676774407 620.8797559871279 624.0883350936789
691.1770249364976 657.3412567863471 623.8858741866025
696.3525392498541 649.9955812795973 622.873984044927
738.0870057357774 655.7000119711944 623.592909524371
704.2215818161662 652.1093782162066 623.4462662077219
700.1271531720582 646.0954639026592 622.3990566692471
687.6357364048915 643.9862951878135 623.0972349597291
690.5467182496268 642.1907816217856 623.6489862027597
677.3381876737735 640.2347989830045 623.9645396861897
676.4340063664981 642.1870881956792 624.1673282512925
675.7569829011326 643.130839097887 623.9079143293565
683.7928109248685 644.079456046645 622.7480879172397
642.0387450815036 644.9363753119019 465.32548065960884
636.4343678595511 644.6269084403175 484.4146034293645
608.3119092379104 644.8234240834786 503.50372619912014
654.6328996178844 644.4723388825115 522.5928489688758
683.9642606831928 645.300803346496 541.6819717386314
667.5224182523752 644.248199669916 586.138555377207
628.6750945540205 644.2055170601195 628.8498131861522
599.834208169154 643.461148788332 645.9548817455943
579.0092794807587 643.461148788332 658.8249603030287
612.0775755422385 643.0261477939964 638.1787286750409
594.4149714642148 643.8830399601759 639.1927889683254
641.3271011475174 644.3062212694791 625.719256635873
586.6567964941615 644.7717184567559 629.8705591509594
583.2207232355684 644.8458368667528 631.7485759865649
584.458767818666 645.3888136466 628.6156354454976
591.8854519793754 646.1301085739252 627.5110871431307
595.8918405554489 646.5993725020314 631.8808009479852
561.3848300748484 647.4589647358071 640.8545603616134
542.5919898534269 648.3184005892606 646.644795588397
565.1438098974502 648.63173406896 653.3608587427397
546.0301319230352 636.2452302574698 619.8993972092364
595.369119990562 615.9522121030323 618.503366491015
626.370345015481 615.1033371278263 617.692692662654
633.1113379690082 613.8020853662848 617.2880101746639
656.8973233833974 613.4014505132136 616.9945995072555
667.5123290710029 627.4528882254926 614.0521247461672
664.4413080057296 637.3583220553646 612.0491220257152
675.2492755518379 637.2285696671172 611.5912468259669
676.3242940534145 638.2385917507653 610.8386580732235
659.7210868446193 638.6323277129025 610.9325556333597
652.7554441491989 637.5367871754285 610.1266981243225
679.4182870789825 643.9141276353614 610.8789797106062
683.6539440966694 644.8457179822162 611.228476103658
656.3018907078593 644.6859700660469 611.175299870903
659.8641520704876 646.0914000869459 611.4299339978149
666.9472995658023 648.4336897478415 613.0431194132227
613.1977125322195 647.8093767712708 612.5855884236698
604.5471012894968 614.7036609788149 613.2990681866345
603.9886191903548 614.5008136691114 613.929814250004
600.6772313875517 614.8015940122472 616.6199210364271
567.9530438207285 614.9007970061236 617.0653813668703
600.5226722599458 613.9001628293008 618.8136540292282
596.5106495280672 625.9137610133658 619.3122117902356
592.4986267961885 633.0333787512084 619.3571242268674
591.3004488934425 636.724750487917 619.7068572143371
616.3534625340835 637.6362599476288 620.4579983212263
587.9514040621311 639.952543775773 620.8596840686389
579.7322404063326 639.5565598145554 620.5099424252285
575.274681632266 620.7213473998172 619.4087993881747
623.8032323155387 621.5164183340032 618.7093420985334
619.0955616969795 620.6006442878895 617.9656972084393
618.6863336505482 619.9027429333797 617.467511510019
622.5516223321587 618.4116839762894 615.973677650431
621.0049256639468 634.5350136618101 614.9783354509289
620.4013994189262 641.304925620514 618.1161391826427
620.0870861377306 641.3551314920223 620.8078697928333
616.740195048726 642.1172761163834 620.5098709932018
615.5506182366706 642.4991460047936 619.6098495048413
621.1293887998529 640.395971579888 619.512913505441
619.839708027959 618.945570377959 618.8139777440242
660.2989582148771 616.3967815662286 618.9715237395778
654.3142982290208 614.6498935973151 619.0368198644405
668.2168835323589 613.1098658462587 619.2385140918173
664.3453970282903 592.7347739164886 618.284175259219
682.910557890508 596.7116856145138 617.4375779255497
659.6844738761087 621.9691967314996 615.636468689439
712.383795368371 593.8547659210792 615.8403167104393
662.8416606319541 631.6625847740095 615.1392804271113
642.3362550985235 633.2904510096888 614.9375984602015
573.2944570835325 633.603762386589 614.6293842666578
592.8310476897195 632.6626495497715 614.714746933287
594.82266432857 633.8362143332718 616.2614647501318
588.6719274316047 634.165912421467 619.7138972409223
592.0613621397856 634.2501630747017 621.7080313712459
604.2434777095467 638.2134468581029 623.1539559502919
609.7793901834691 639.6885912440055 574.4967135294881
607.6895187365349 634.4491245211673 440.5862190539465
608.3822388945434 627.7510596056709 443.4652672412369
605.4690161119718 627.3232818890114 446.34431542852724
615.0732409345344 626.0131787750158 449.2233636158177
411.47739967872656 623.296593658376 452.102411803108
432.89446224580536 620.5839991491885 454.98145999039843
454.3115248128843 621.4567563394899 457.86050817768876
475.7285873799632 621.8958076224312 460.73955636497914
497.14564994704205 622.2190128885487 463.6186045522695
518.5627125141209 634.7618793470031 466.4976527395599
607.2009943386347 644.3929771367846 469.3767009268503
657.964297709798 646.5758650782301 472.2557491141406
659.0468455399996 646.8910263715211 475.13479730143104
638.7268706281964 645.5575109934048 478.01384548872136
642.2480632977522 645.0031007677405 480.8928936760118
645.769255967308 644.6893425661765 483.7719418633021
649.2904486368641 643.672665257738 486.6509900505925
645.0310070066399 643.3593474878561 543.9135700422436
651.6125318365664 643.672665257738 617.2942076932206
653.6597741264115 643.672665257738 603.4823254526866
641.8304975091112 644.30000776036 586.2043075815313
610.512144020778 645.0031007677405 603.3220077557773
699.235180823257 646.334665633834 609.7673742894015
754.1632334036078 647.0378702234555 614.2684221461551
579.2984784160744 645.9461285528425 611.2291572495178
459.96863886145474 645.7062025410628 611.9275246957802
340.638799306835 633.6833969612592 612.0345264287917
221.30895975221523 614.954865661584 610.8541053798047
271.44495135813224 613.0345891118982 610.7448321516932
321.00121525674183 612.7303648424811 610.6907949854694
338.23269756295326 613.1274337362503 610.489027891467
337.8570454073068 613.6189029995943 609.7362826236779
357.08434396125983 608.5053244560178 555.4698788571092
371.7979837258631 565.231645203532 520.5981252830396
364.5861617376245 708.0968482478844 533.6128814334719
359.91800688109424 850.9620512922368 546.6276375839043
392.7720278658602 597.9410317413253 559.6423937343366
365.8547482197879 633.7567748057704 600.9681508031974
399.9237648421372 644.0101755124848 611.5691560886223
371.21492779787457 643.5860435338758 605.770752361545
397.96296036822025 644.6753842961432 605.1256754193348
480.0357819477331 648.263186381302 605.6613686132177
477.67949491430727 650.9692014812796 613.1757395371658
475.32320788088134 649.490954517459 612.4169331427732
533.6266365945745 648.5417489142351 611.4954037530262
576.2181489885415 647.5222003916159 611.2716127400379
472.31787640288303 644.9529828189768 610.5326224207065
488.7347543979335 645.6565649988099 609.4688387831368
492.7504049532256 645.9028564730148 605.8517158074176
537.2409180901138 646.2200858573785 601.6566674811929
535.4349515985523 645.9028564730148 601.7184289152876
567.6629451190089 647.3102038435668 602.272778730701
601.4402134089421 647.3102038435668 602.5524224491929
621.3802414888721 646.6065264130884 603.1122793316206
640.2276417412388 648.5129142892993 603.7397033859854
633.9481671408057 648.0612611635015 603.1861315402431
624.456098226949 649.019260114829 602.8459587655872
574.863015325109 650.1079893986389 602.6392638031416
569.1061923809958 650.1733244712657 602.2919601233181
563.3493694368826 626.2332521018576 607.911340188049
569.3488021252301 620.6388750238909 612.5260223705782
567.1188100329155 619.7065837959123 613.6847725013225
580.2977868412343 619.5443890473063 616.7018157804717
590.4845243373841 618.76186857304 617.98717686028
619.206993854594 618.4504830623063 617.414875130589
616.2025314640555 645.0616993862188 620.3189728265088
560.0777207561896 644.6753842961432 620.5586096353112
587.7930851346745 642.7480066091221 620.4490309445249
604.2582660331076 642.7480066091221 618.5222279649618
598.0555460367219 643.1332664364186 616.4102405501059
589.0401318823072 643.5184535038603 615.413488195847
597.0747524557987 642.110698065302 613.6060128008454
561.6729371913135 642.1106613584326 612.2022417783348
598.5147370157182 641.7922171544308 611.2513782625972
639.7933879116028 674.5391316657866 611.8523696094
632.2072349223556 675.4320242667804 612.2069412092214
621.4542063772651 675.2769679185562 612.2069412092214
623.8750300403813 675.4058631459181 611.8055246563241
619.1001317687717 675.9484077945594 612.9072078354701
594.1447229858231 675.3845201068796 613.7095496466457
616.1791624921941 675.6488206692893 613.9558187253356
614.114412932041 677.0378497543546 613.9043085041837
609.3974483044707 677.881995630508 613.5033326872758
607.3788152732259 634.4690354764844 613.1535267627856
604.4139723732402 621.0511251096805 612.3518167005394
602.7223656045958 620.914043970661 612.4506940057581
602.5672360400893 621.1360559490972 611.8000081726053
558.6296394672328 621.7531664575581 612.7000203835643
564.0854147285996 621.9236287519553 613.9001628293008
532.5861700834872 620.2123873394884 613.9001628293008
501.0869254383748 620.6065581348621 613.500705080316
469.5876807932624 619.8185158170246 613.1004119070444
438.08843614815 668.802644544367 612.2001306762356
406.58919150303757 678.6573024883032 611.1017718795184
375.08994685792516 680.1744261584671 610.3037447247258
343.59070221281274 680.5854097760251 610.2057724569369
312.09145756770033 680.3008525645106 611.0546189692241
280.5922129225879 679.1651124726593 612.104026402661
249.0929682774755 677.9035698386607 613.0515862652552
217.5937236323631 677.7745423425295 613.6018772176337
186.09447898725068 676.7961288305364 614.5503009460585
253.67713421458757 663.5148811296647 598.0837322108531
245.74107112959933 636.3261582878058 583.4005888329539
257.77493547366385 629.6488132810068 568.7174454550546
225.4938603701263 629.0389853109887 554.0343020771554
237.49787248778415 630.873133239992 583.002543075982
256.00439872433367 636.2339424340773 625.8168683331587
274.51092496088324 644.6860885682681 630.0052490372252
293.0174511974328 645.9352840557693 630.802574550823
228.7435672683264 647.3407139984322 629.3001351010281
239.5968628797874 648.6697927297062 629.6000714739477
253.37005576783528 648.3566518755064 628.5005440863473
244.82653822457263 647.653767068312 623.8530967566232
233.79343530716287 582.0310500482378 622.5566217921557
339.0732074048176 519.0543478426653 623.612527632879
444.3529795024723 517.1732429011183 624.8188413735102
534.0339240131527 515.2921379595714 624.9248882496327
546.8422405651955 532.5331980671986 624.8189824406634
540.758842421829 613.8445717737591 625.1273219071247
523.2192972331309 625.0153227374223 623.7409831608793
526.100179168666 627.0419548609707 621.9402030816527
524.2729056460175 626.5702275084574 621.6446607858118
534.3499334888193 623.1374246504538 620.852840856833
554.3303666344511 621.0512496348535 618.9043311320954
551.4151672603091 616.2671904296058 618.003744310985
549.9785789170649 613.9220227357869 617.452495517507
547.9621344120098 624.1421236596266 617.1580968043195
468.51437363889795 634.10479505486 617.0656367032602
358.6968960354674 637.8523927544036 617.176626000512
248.87941843203677 640.0362528963451 617.231923103771
139.06194082860623 643.9144858395889 617.3231353343967
207.76473122273188 647.8092775728329 616.7716451369598
266.1336661227284 651.7203397916587 616.6613738511599
262.14831980641145 654.6285245501722 616.5142766898632
265.4472831944132 657.9350308218322 615.2094180110959
269.2538900671997 659.9098423269652 615.3413591827339
313.28521389034074 661.9547933179413 612.8279403134852
476.70316889395167 661.3177365553122 612.2900221959734
603.2434705656171 653.3092528069765 612.0346497877997
635.2470960726382 618.9227766975519 610.8790773530638
643.842742945425 617.356668680395 609.8305810686237
644.5702052067279 617.9800989646543 609.037424414304
643.9479183711506 617.9800989646543 609.9920057453955
639.1903672630947 617.6681957167618 610.1014040867277
642.9877503207483 624.1532415410077 610.2649014977021
640.4165474454269 637.583208999465 611.3126270784089
610.6076223953839 636.017693195094 611.2209573085768
603.6381854643057 634.2278770284385 611.8834333907974
596.6687485332272 633.7729054174004 612.8751912094338
597.2101594407154 632.6786493008005 613.7758660820526
632.9697294075486 630.0130906851044 614.5677517872389
621.3058832070931 630.1804507692719 617.4803217617452
575.9801736274296 631.3734233058333 619.3142116036372
552.6862484971643 631.6210487575927 623.0019610470437
562.4778710274263 633.91540883455 594.3121528835538
557.8962399070705 628.2857607466614 588.2580140312385
539.5604139559381 628.4563287802496 582.2038751789232
548.2769782553496 627.6514619757672 576.149736326608
565.1471049746813 626.897406263269 593.175067280771
565.2587853635274 624.7330295429617 659.2764773479512
601.7402564650049 623.698645180507 631.578905754648
576.429609934666 623.0417321496209 633.3664692306285
572.8474945860594 622.7137323169529 628.5709806791067
579.1471960628828 622.2877148072264 629.3554427868592
571.739534933575 628.3695122802678 629.4222789555836
577.480673208385 645.4341183920621 634.7945371206856
618.0729875545715 651.0676635771242 630.5850347369953
621.7115699338335 655.3568512154513 623.9317572206593
633.4617449972598 659.1388321135389 616.8403747917606
634.448579476698 661.663509658106 609.7489923628618
632.358654392036 629.1566964462156 602.6576099339632
632.1062271354851 616.5613078945146 610.7703283150463
612.5910449866581 599.9460923269828 617.1294500750093
616.083361485496 588.4448386184368 647.4305740110156
605.0466576563168 614.9160390041056 637.436271324436
608.8041831694617 628.3272095138166 637.2499237148393
615.9988375375212 628.1546287271664 636.2093257074584
623.2371235143584 626.7162379762669 636.0709473006922
624.4225066858107 619.9688590563999 633.6820969539853
620.9405191740066 621.3140480652496 653.3081348469384
621.5566819202422 621.9168039682097 649.2366760604698
626.4311330674552 624.0670772752642 638.9424865781707
625.3579813894089 629.5599697250377 597.0890864720303
593.8371988659266 656.2200452624163 569.0406649422424
603.7486080013102 657.1807672350325 540.9922434124544
624.7844273242465 659.554030118589 512.9438218826665
611.6267099661775 663.2057996912035 484.8954003528786
618.3298281816492 668.0696385387788 508.6790904312169
592.4090531774909 670.2618144010105 582.3342399163407
616.9246091012976 620.5236555710097 615.3755737092553
616.5805774638961 608.208528034462 620.9382698537863
617.9535638684179 595.8934004979143 622.5648646801747
592.7315402206505 595.2059860048724 625.3545955178287
619.9675874072916 638.1620639713824 630.1240633935122
532.2591594194664 654.7046540692057 639.6559547770817
533.446093192681 652.0597588155599 642.7406680630287
572.7354595132675 651.5759701730683 642.7406680630287
535.336915347146 624.6643598819828 642.396670679595
538.2690914332529 628.4764934203398 641.292639907866
555.3978657519291 627.0899902648173 644.3796187743405
558.6991102876482 633.6169584457912 649.1966189067839
564.7387936905909 686.2637096572823 648.9040663644681
570.9290787495083 686.6811946578555 646.2021858765934
574.5653565974906 693.8833231722001 646.7373115958885
579.6428834294675 694.146027461502 648.3618251177008
573.9774447110838 693.0462646685862 648.7550088699712
593.1032730345764 691.854392195352 636.9666433478463
607.484999223158 688.9390393931817 640.871984822988
605.9468877057359 662.4471511307804 644.9176099318499
609.5322007582445 621.2699345140732 642.915537016936
603.6111289210776 617.6812113856236 631.341531317476
608.1946829765718 616.178748416399 627.2885154815144
603.7420939899575 616.3320288929667 623.9557515142503
568.4438780568369 654.749849195844 623.1314291071474
601.3189702410368 656.5840282708516 622.189729416023
592.5432049740094 654.9660388787186 616.5599498217417
562.3769505809373 655.9590307328652 615.4952681068714
560.5526952322962 655.1513183990397 617.4671463836139
557.2156296671355 660.5592642677578 618.9111662301955
558.3307991520796 685.2070574376241 618.975113929539
560.4859944184063 687.2776529621185 619.4661959868843
585.9786379494208 689.2330882945189 622.1306666172525
609.5356868536976 691.4206389745681 632.9349495861679
605.8678954593072 693.4926099101561 644.3315094421448
618.5603501262347 694.7233262241883 656.2528159411971
611.8735866960867 641.8809638362949 656.1267632333952
615.0920060823743 631.3484246573953 648.4414363180305
592.1607063964536 631.4002961692615 647.6375723314798
599.176155882026 628.8427863941829 648.7344792006942
611.8650469605572 622.8405392020156 649.9163368106483
587.1976195872891 650.3480552177509 624.8045004285216
589.748558541466 647.9674854684041 556.1988030482026
559.5235110743424 647.7411511898063 544.9260377412236
564.6836570438008 648.0558225117287 533.6532724342445
558.4449531909678 648.8240113074423 522.3805071272654
619.2557861289315 647.5903411880075 601.8603663816721
577.7063497299396 646.8757608691177 617.2879603902599
413.56647839900916 645.1147114365259 617.4592383125237
425.51411264151693 645.60056559574 618.7024179620107
404.6610962389645 646.8000077303649 618.6254708002755
394.44609313555674 647.4005018073846 616.8731479754315
357.88563803578427 648.5070615562377 616.7408090385625
310.59486623737575 650.2647512162314 625.4027647336065
263.3040944389672 652.5898012844625 626.4473795861034
224.22014966005054 652.6553256637271 626.4704039183546
239.02607517306456 643.7210654692252 627.5075461819596
242.0250796671 631.9144590905778 627.0737479579714
221.00443192247246 630.0 628.7547881946838
300.7112744441956 629.9025718315492 619.198029852313
380.41811696591867 624.3054514912537 609.5677089475416
460.12495948764183 564.4112369398306 607.0147712912892
539.8318020093649 558.8725863139055 605.8178138858732
619.538644531088 553.3339356879801 604.2828911338761
680.2151839334183 581.5122873820977 603.3815128092673
537.3819375153718 646.004628462375 606.712096244677
574.9701638349488 646.9017986589113 612.9112883620653
558.5877137002838 644.5007757947232 614.9427041907472
582.3478592991316 652.5473352290621 617.5941875707254
672.99023414658 655.3320915580894 618.304390018772
654.5770709932888 655.0512569052689 618.2901242319631
645.8154750240319 653.3264110456025 616.4097770534443
663.2586436147229 647.653725382859 617.9284607065553
645.9695958158171 643.1527756445853 617.6582759781625
642.9043437688126 638.8556110402876 618.985603653121
683.3406794082164 635.6095166721424 619.5534682333721
643.2117240260012 636.6022770118901 618.2136112008816
632.3723999728779 641.4057538029633 618.0743694947821
620.5137649960257 647.0278201128604 615.90963521819
589.6719115433209 652.7948556769458 616.0068855860948
673.1927455880514 658.1499781820521 613.8754128260757
667.4683454552563 662.4234141219531 611.2304217076529
663.9636125448383 606.9324782907258 584.4246600929387
659.8533221521459 590.3021833890205 551.9668287126385
660.6800628810342 593.2668929712197 542.740445118803
659.2844833332254 596.2316025534191 533.5140615249675
661.7548288205592 669.2492453944535 524.2876779311318
657.7485916331817 664.9164844383399 529.9680288719321
503.0075926668121 660.5584550368696 555.8639800815668
521.6037406921397 655.8801740704484 585.6570513582852
540.1998887174673 653.8307203939698 589.7669162741659
558.7960367427949 655.792986555808 588.824094394346
577.3921847681224 661.4478941861289 589.9548677992229
595.98833279345 664.9564429844588 591.6774476126087
600.8945457575517 664.2419404849595 653.2869425297769
627.4369573230185 663.167022702426 613.1238332062842
789.9608172647012 661.2485054207627 611.4626599429104
722.6362877732045 665.7088233424395 609.8939484179501
655.3117582817076 671.300003828429 608.3242076510069
606.3887234787579 669.4027188471824 607.3953951406638
607.0114061863036 665.5452485544263 605.9152856743008
607.5735603389785 655.6263395955765 605.0488677124504
608.1357144916533 628.5074385581811 607.9212531241196
645.3831396061964 621.0449261017601 608.3293379960703
785.6958079051748 621.1164612533378 609.0016873246715
703.9632175576326 624.6753847324449 609.3264694214549
686.0153589832694 628.4333813834446 609.9627037778621
648.5916640927362 628.4327422981902 609.0616250077244
643.5996645893492 639.7136289440336 607.2839092523886
648.1921939026814 657.5048738119643 608.1514025963027
675.4733733631803 671.171556353795 612.6574010136592
620.3613322917283 676.0391946029583 619.3823536394947
635.2694310368724 683.3207142385681 618.7754088666119
632.1465802113648 682.5582348982184 619.2714781309404
627.0183586763258 669.4662606197544 618.7570201621958
620.7455613711954 653.9373201857323 618.3531247341466
620.3161505094229 650.779057426615 615.1807894002777
617.8896600506458 653.0093027781718 608.709937613789
621.2409333119964 649.8082372137471 597.7799800245841
732.6572554776267 644.6367351989531 548.8528796093517
804.6827297114367 636.0270032633503 283.18982206328786
737.2332487137214 632.2851468240796 234.83288382392553
669.7837677160062 623.3161665877344 385.2808273347787
661.0426697386309 619.8009761205608 535.7287708456319
784.6197875168846 619.8015811531945 686.176714356485
674.6346325339318 629.5317478554136 798.4850321679289
604.2169712507165 643.019586382853 792.1706494619264
