x_A x_P y_A y_P d_A d_P FaceP_A FaceA_P
602.5 -594.25 310.0 342.5 678.3035509312335 685.887994528939 0.0 1.0
617.0 -598.75 291.5 342.0 682.3938063037106 689.5402458789645 0.0 1.0
628.0 -594.0 298.0 403.5 695.1172968244857 718.1116642023305 0.0 0.0
636.0 -590.75 301.5 390.0 703.845371132644 707.8896527357142 0.0 1.0
637.0 -601.5 300.5 390.75 704.3218774571683 717.2780607518647 0.0 1.0
631.5 -605.75 298.5 389.5 698.4945019139842 720.1691392246935 0.0 1.0
613.5 -608.75 300.5 391.75 683.1557459349269 723.9100078432573 0.0 1.0
603.5 -614.5 312.5 387.75 679.6099982709159 726.6164875472346 0.0 1.0
600.5 -614.25 311.5 389.75 676.4882778983543 727.4752797069959 0.0 1.0
585.0 -607.0 310.0 388.25 662.0612626508607 720.5463662794809 0.0 1.0
573.0 -551.15625 305.5 383.65625 649.353469859207 671.6313767734623 0.0 0.0
570.5 -557.78125 302.5 374.28125 645.7377091436906 672.0556199533839 0.0 0.0
554.0 -564.40625 289.5 364.90625 625.0851806008648 672.4798631333056 0.0 0.0
528.3 -571.03125 248.05 355.53125 583.6422054496478 672.9041063132272 0.0 0.0
515.5 -575.5 246.25 362.5 571.3169094832299 680.2596748275369 0.0 1.0
502.7 -581.25 244.45 356.0 558.991613516812 681.6612630793425 0.0 1.0
483.0 -608.5 349.0 382.0 595.9980975791996 718.5089496084371 0.0 1.0
500.0 -750.25 371.5 421.0 622.916663112014 860.376221861316 0.0 0.0
562.0 -622.5 393.0 398.5 685.7791203080733 739.3207257403571 0.0 1.0
555.5 -608.75 382.5 397.5 674.4615640567929 727.0373466099923 0.0 1.0
536.5 -605.5 401.0 386.25 669.808052083312 718.2134355784675 0.0 1.0
485.5 -600.5 384.0 384.75 619.0061835284126 713.1958275227769 0.0 1.0
563.5 -598.0 387.5 386.5 684.3115595778398 712.0297210523659 0.0 1.0
546.0 -599.25 395.5 388.25 674.1931412179932 714.0301159308178 0.0 1.0
562.5 -597.25 394.5 389.75 687.0491446547119 713.1708527453272 0.0 1.0
566.0 -596.0 392.0 389.75 688.5336599070465 712.1243337015876 0.0 1.0
554.5 -592.5 392.0 395.0 679.0695630385364 712.0968630095996 0.0 1.0
548.5 -593.5 394.0 396.0 675.3436965929759 713.4833971800671 0.0 1.0
544.0 -593.25 396.5 395.5 673.1633554102071 712.9986278182022 0.0 1.0
521.5 -593.75 403.5 393.5 659.422324228699 712.3070897850864 0.0 1.0
504.5 -594.0 403.5 390.25 646.0128887789631 710.7258938982523 0.0 1.0
502.0 -598.75 406.0 384.75 645.631550391173 711.7139233640339 0.0 1.0
501.0 -597.125 409.5 384.875 647.0639419724656 710.4135701164105 0.0 1.0
502.5 -595.5 412.0 385.0 649.8079335462749 709.1158333721041 0.0 1.0
513.5 -594.0 416.5 385.0 661.1894171135783 707.8569616848931 0.0 1.0
526.0 -590.75 420.0 385.75 673.1092759238252 705.5423338497988 0.0 1.0
526.0 -588.5 420.0 386.5 673.1092759238252 704.0699685247178 0.0 1.0
527.5 -589.25 421.5 384.0 675.2173724068421 703.3290340765296 0.0 1.0
527.0 -587.5 419.5 383.25 673.5797975239127 701.4537644507548 0.0 1.0
527.5 -587.25 418.0 384.25 673.0380747030587 701.7910160649371 0.0 1.0
526.0 -585.75 418.5 383.75 672.1742705578665 700.2621867562866 0.0 1.0
526.5 -586.0 420.5 386.0 673.8120306412457 701.7065058192363 0.0 1.0
527.0 -582.0 423.5 357.0 676.0778431512158 683.1107882916181 0.0 1.0
528.0 -582.5 426.0 329.0 678.4246457787335 669.0273465195876 0.0 1.0
528.0 -593.75 427.5 325.5 679.367647895782 677.119679308285 0.0 1.0
528.5 -583.0 428.0 331.5 680.070879380121 670.6795062368819 0.0 1.0
527.5 -584.0 428.0 332.5 679.2940458698627 672.0215809011868 0.0 1.0
526.0 -586.5 423.5 332.0 675.2990035831222 673.9487252772063 0.0 1.0
517.03125 -609.5 391.6875 332.75 648.9302052092225 694.4589152041692 0.0 1.0
497.15625 -603.5 354.4375 333.25 611.675522931813 689.4569979461135 0.0 1.0
477.28125 -614.75 317.1875 330.5 574.4208406544034 697.960778067778 0.0 1.0
457.40625 -602.25 279.9375 332.5 537.1661583769937 687.9893427570439 0.0 1.0
448.5 -594.5 285.5 333.75 532.2504895130767 681.7842465494402 0.0 1.0
466.0 -579.0 360.5 337.5 589.1673061128845 670.1884468324823 0.0 1.0
525.0 -577.75 368.0 342.25 641.132454726564 671.514386979994 0.0 1.0
518.0 -577.0 378.5 345.0 641.5548736898926 672.2752633951159 0.0 1.0
520.0 -576.75 391.0 352.0 650.6005230115659 675.6883441480259 0.0 1.0
518.0 -557.25 400.0 407.0 654.4654413399189 690.0966481400048 0.0 0.0
511.5 -564.5 405.0 395.5 652.4257902448423 689.2613225406417 0.0 1.0
504.5 -581.5 397.0 394.0 642.0116130176946 702.4154415682599 0.0 1.0
507.5 -583.0 383.5 393.0 636.1045436875445 703.0921047531067 0.0 1.0
511.0 -573.5 373.5 392.0 632.9485775222984 694.6699021517956 0.0 1.0
515.5 -574.25 362.5 389.5 630.1974246551058 693.8867827132495 0.0 1.0
515.5 -572.75 355.5 391.0 626.1993747481429 693.4865879457951 0.0 1.0
535.5 -570.75 377.0 389.25 654.8978209827765 690.8481216441187 0.0 1.0
547.0 -570.75 394.0 390.75 674.1253688134054 691.6944145303963 0.0 1.0
550.5 -574.75 410.0 384.75 686.403853427412 691.657690611348 0.0 1.0
550.5 -580.25 427.0 389.75 696.6948250834585 698.9995559892633 0.0 1.0
548.0 -581.5 440.0 389.25 702.7833905948721 699.7584259622624 0.0 1.0
546.5 -579.5 446.5 390.75 705.7087928505578 698.9319968739239 0.0 1.0
546.0 -577.25 447.0 387.75 705.6381152398152 695.3904359889846 0.0 1.0
545.0 -567.0 440.5 391.0 700.7606330005148 688.7753780774507 0.0 1.0
542.5 -568.25 418.5 392.0 685.1690956426205 690.3431194323041 0.0 1.0
543.5 -565.5 396.5 392.75 672.7628528931484 688.5077012369793 0.0 1.0
547.5 -562.0 373.5 394.0 662.7661599453518 686.3543516301718 0.0 1.0
550.0 -550.75 351.0 396.0 652.4577975993479 678.3393721817498 0.0 1.0
551.5 -550.5 334.5 394.5 645.0135657488144 677.2602637681891 0.0 1.0
551.5 -551.0 321.5 391.5 638.3686239156808 675.924989870485 0.0 1.0
553.5 -550.25 315.0 394.0 636.8614762743565 676.7651464181649 0.0 1.0
596.5 -571.5 300.0 397.0 667.7025504948837 695.9197074287407 0.0 1.0
598.5 -594.25 307.5 401.0 672.8769907898255 716.8921604755262 0.0 1.0
599.5 -574.75 321.0 397.5 680.037330236667 698.8520065048735 0.0 1.0
601.0 -556.5 343.0 395.0 691.9965609356666 682.4355085017164 0.0 1.0
588.5625 -585.25 351.8125 396.5 685.984624432769 706.987243410394 0.0 1.0
562.8125 -555.0 371.0625 394.5 674.7563395533983 680.9225155918765 0.0 1.0
540.0 -512.65625 363.5 378.6875 651.1512496354192 637.7149307789789 0.0 1.0
556.5 -511.28125 404.0 351.4375 687.7036652909414 621.7735318755042 0.0 0.0
553.0 -509.90625 414.0 324.1875 690.8013041953893 605.8321329720294 0.0 0.0
552.0 -508.53125 409.5 296.9375 687.3106734382055 589.8907340685546 0.0 0.0
553.5 -549.5 400.0 316.5 682.909404453647 634.2804250241684 0.0 0.0
554.5 -604.0 388.5 350.0 677.0544905060246 698.0859464749844 0.0 1.0
558.0 -607.25 377.5 343.5 673.6996184356146 697.6713918239606 0.0 1.0
559.5 -618.0 366.0 347.5 668.5777972241181 708.9994901278792 0.0 1.0
561.0 -615.5 357.0 344.5 664.9587791293574 705.3523877543353 0.0 1.0
559.0 -611.25 348.5 343.5 658.7361197993409 701.1554374775902 0.0 1.0
556.5 -607.5 340.0 341.5 652.1447097439843 696.9063866379718 0.0 1.0
553.5 -597.0 341.0 338.0 650.1120054366315 686.0415699007697 0.0 1.0
550.0 -594.5 349.0 336.5 651.389288275684 683.127178966769 0.0 1.0
547.0 -590.0 364.0 336.0 657.0479014315811 678.967882033571 0.0 1.0
538.5 -587.75 373.0 335.75 655.0807851581148 676.8888180714965 0.0 1.0
532.0 -585.0 375.5 338.5 651.172189606157 675.8775680080373 0.0 1.0
532.5 -584.5 389.0 339.5 659.452433997034 675.9445000563652 0.0 1.0
532.5 -585.75 397.0 339.25 664.2027847834355 676.9000298836751 0.0 1.0
529.5 -588.0 400.0 339.75 663.6046017747126 679.0980944569533 0.0 1.0
534.5 -583.75 408.5 342.0 672.7344206214 676.5561367962573 0.0 1.0
538.5 -584.75 412.0 342.5 678.0311635183614 677.6720957835562 0.0 1.0
534.5 -584.25 400.0 343.0 667.6014471724488 677.4932313461502 0.0 1.0
533.5 -583.5 387.5 343.5 659.378474729571 677.1004124875711 0.0 1.0
534.0 -581.5 375.0 345.25 652.5199020763382 676.2692020294357 0.0 1.0
526.0 -587.5 348.5 363.0 630.9836474850075 690.6998079240243 0.0 1.0
521.5 -594.0 331.5 385.0 617.9438258826194 707.8625251784565 0.0 1.0
521.0 -598.0 322.5 385.5 612.7375049725616 711.4886933722183 0.0 1.0
520.0 -603.75 314.0 377.75 607.4505602926472 712.2033957892407 0.0 1.0
520.5 -604.75 309.0 372.5 605.3122447729788 710.2669375404382 0.0 1.0
522.0 -606.5 309.5 372.0 606.8589973491702 711.4960290061891 0.0 1.0
522.5 -606.75 313.5 368.0 609.3371338733525 709.6267248907908 0.0 1.0
523.0 -608.75 317.5 366.0 611.8307724290123 710.3046612875185 0.0 1.0
523.5 -613.0 326.5 369.0 616.9751598432791 715.4928371409458 0.0 1.0
522.0 -612.25 333.0 369.0 619.1725116636246 714.8504825350265 0.0 1.0
522.5 -609.25 342.5 369.0 624.7512095048289 712.2826540592357 0.0 1.0
522.5 -698.25 350.5 405.75 629.1718284063404 807.7022594137613 0.0 1.0
526.5 -621.25 370.0 378.25 643.5261589882084 727.3469726560365 0.0 1.0
527.0 -618.0 382.5 381.5 651.179956892363 726.2698390859067 0.0 1.0
527.0 -599.5 390.0 355.0 655.6134531871658 696.9131525530382 0.0 1.0
526.5 -588.75 397.5 329.5 659.7034631069841 674.6844960793671 0.0 1.0
526.0 -587.25 404.5 330.5 663.5482273354364 673.8640939457568 0.0 1.0
540.0 -589.0 424.5 330.75 686.877531246441 675.5121094521504 0.0 1.0
539.5 -588.75 433.0 332.5 691.7726519988175 676.1540867160833 0.0 1.0
540.0 -589.5 446.0 332.25 700.3688988501078 676.6836331649346 0.0 1.0
540.0 -589.75 456.0 333.0 706.779020445711 677.2696645237747 0.0 1.0
541.0 -589.75 462.5 333.5 711.7503424241527 677.5156160193869 0.0 1.0
542.0 -586.0 467.5 338.0 715.7671015101711 676.4918665993971 0.0 1.0
535.0 -585.5 460.5 340.0 705.8996583628098 677.0605569847864 0.0 1.0
527.5 -585.75 430.0 341.5 680.5560695709303 678.0305348260613 0.0 1.0
527.5 -584.75 437.0 343.25 685.0012709907712 678.0513348262439 0.0 1.0
525.0 -590.75 436.0 343.75 682.4402530053982 683.4891260797642 0.0 1.0
525.5 -595.5 435.5 341.5 682.5034766598213 686.4710731171222 0.0 1.0
527.5 -595.0 434.5 343.5 683.4114794916438 687.0374709765663 0.0 1.0
530.0 -595.75 427.0 345.5 680.6092858608381 688.6883158638178 0.0 1.0
525.0 -601.75 420.5 345.0 672.6408749053489 693.6346634370187 0.0 1.0
531.0 -602.25 426.0 344.5 680.7630784137673 693.8201674994724 0.0 1.0
531.5 -602.75 419.5 344.25 677.1064289756482 694.1294070042189 0.0 1.0
531.5 -609.5 413.0 342.5 673.0987100859822 699.1539143973171 0.0 1.0
529.5 -612.5 406.5 341.0 667.5422513181527 701.0278041663175 0.0 1.0
530.0 -603.0 402.5 337.25 665.5127767246559 690.904078202851 0.0 1.0
530.0 -654.75 398.5 232.0 663.10060300861 694.6912780265937 0.0 0.0
529.5 -625.5 391.5 248.0 658.5153756747067 672.871410632883 0.0 0.0
528.0 -617.75 381.5 249.0 651.4032928992607 666.0450969980733 0.0 0.0
525.5 -631.0 371.5 241.5 643.5545931120791 675.6429637203332 0.0 0.0
517.0 -620.25 355.0 244.5 627.1564726035563 666.7019857689766 0.0 0.0
511.5 -609.25 349.0 248.0 619.2198859993124 657.791974797951 0.0 0.0
507.5 -617.0 354.0 214.5 618.7668528402173 653.9068749471568 0.0 0.0
498.5 -598.5 365.5 199.5 618.1368379028709 630.8763746272441 0.0 0.0
410.79166666666663 -593.0 355.125 213.5 617.1546739385285 630.2718433121454 0.0 0.0
293.84722222222223 -600.75 339.95833333333337 206.0 615.0567312876844 635.0889518094507 0.0 0.0
176.9027777777778 -597.5 324.79166666666663 207.0 612.9587886368405 632.3411714901365 0.0 0.0
59.95833333333334 -607.0 309.625 199.5 610.8608459859965 639.0445091807708 0.0 0.0
-56.986111111111086 -601.25 294.45833333333337 202.5 608.7629033351525 634.435435014226 0.0 0.0
-173.93055555555554 -585.75 279.2916666666667 237.0 606.6649606843084 633.2671460913775 0.0 0.0
-290.875 -601.5 264.125 358.5 604.5670180334646 700.4352101955269 0.0 0.0
-407.81944444444446 -595.75 248.95833333333334 355.25 602.4690753826205 693.6285983966798 0.0 1.0
-524.7638888888889 -616.25 233.79166666666669 350.75 600.3711327317765 709.081246514666 0.0 1.0
-613.625 -605.0 240.125 358.0 658.9760586658217 702.9930030896903 0.0 1.0
-819.5 -594.75 298.0 360.25 873.5846385599546 695.3499326510178 1.0 1.0
-549.5 -607.0 283.0 369.5 618.1197425596955 710.631096388794 0.0 1.0
-524.5 -622.25 304.0 366.25 606.2649736696133 722.0360331056954 1.0 1.0
-484.5 -633.75 304.0 327.5 571.9969231956445 714.5563473441455 1.0 1.0
-515.5 -631.25 307.25 346.5 600.1390482867232 720.9080750852418 1.0 1.0
-526.25 -636.5 309.0 362.5 610.2632176307886 732.4902421884883 1.0 1.0
-526.5 -641.5 315.0 365.5 613.5436007217022 738.3316228774652 1.0 1.0
-523.0 -637.5 319.5 348.0 612.8774307089935 726.3018604721283 1.0 1.0
-521.0 -660.5 324.25 364.5 613.6621790349136 754.4019502714783 1.0 1.0
-520.25 -646.5 322.75 363.0 612.2320390624391 741.4427772409873 1.0 1.0
-519.5 -646.0 316.75 367.0 608.4630314365645 742.9703897195366 1.0 1.0
-518.25 -645.0 305.5 366.5 601.603999725425 741.854509041425 1.0 1.0
-517.0 -649.0 298.0 362.5 596.7378004377221 743.3757379640087 1.0 1.0
-516.0 -643.5 292.25 365.0 593.0163414337467 739.8089394151687 1.0 1.0
-501.5 -649.0 287.75 374.5 578.1898507948598 749.3014406412873 1.0 1.0
-495.25 -653.5 286.0 381.0 571.9006938674813 756.4552166895304 1.0 1.0
-494.0 -752.0 279.5 391.5 567.5999663513901 849.4894018503264 1.0 1.0
-490.0 -681.0 273.25 373.5 561.0422047971397 776.7002317496757 1.0 0.0
-488.75 -796.1875 271.75 355.71875 559.2184087589618 872.2201537012174 1.0 0.0
-490.0 -802.9375 273.75 338.59375 561.283431430558 872.0774094555919 1.0 0.0
-491.5 -809.6875 278.5 321.46875 564.9248505009559 871.9346652099664 1.0 0.0
-492.5 -816.4375 287.25 304.34375 570.1558884187145 871.791920964341 1.0 0.0
-493.25 -726.0 296.25 325.0 575.3865555326121 798.4898152217936 1.0 0.0
-509.5 -627.5 282.5 349.0 582.5817461305026 718.0234313962517 1.0 1.0
-506.75 -620.5 286.5 345.5 582.1327634631116 710.2097392725609 1.0 1.0
-504.25 -613.5 284.5 333.5 578.9761215823327 698.2886537448184 1.0 1.0
-501.75 -608.0 276.5 330.0 572.9006724187773 691.7835730937417 1.0 1.0
-499.75 -611.0 264.75 326.0 565.5718928839215 692.5515058635146 1.0 1.0
-492.0 -611.0 272.75 325.5 562.5447330058907 692.2979910131633 1.0 1.0
-490.25 -608.375 270.0 323.75 559.6838379328487 689.1556455595238 1.0 1.0
-489.5 -606.5 262.0 322.0 555.2066681231943 686.6800329510575 1.0 1.0
-487.5 -600.25 259.5 329.0 552.2655875666394 684.5047898059937 1.0 1.0
-484.0 -595.75 261.5 332.75 550.1260847337601 682.3799201198481 1.0 1.0
-436.5 -591.75 312.5 333.5 538.5463780851185 679.2573244369029 1.0 1.0
-206.5 -618.5 252.0 344.0 327.0298841710353 707.9679559190915 0.0 1.0
-152.0 -611.75 242.0 344.25 285.7764498253475 702.135335732258 0.0 0.0
-142.0 -627.5 246.0 348.5 284.0422503783548 717.924262566939 0.0 1.0
-136.5 -660.5 250.5 357.75 285.27628228928495 751.2258848463639 0.0 1.0
-132.5 -609.25 253.5 367.25 286.03967619237744 711.440200342648 0.0 1.0
-110.0 -609.75 249.0 373.0 272.8902978704248 714.7909139651674 0.0 1.0
8.5 -608.5 230.5 377.75 230.65875695584248 716.2249141247785 0.0 1.0
12.5 -607.5 228.0 381.75 228.34294219621128 717.4888252602334 0.0 1.0
24.5 -617.25 226.0 388.75 227.32899917532066 729.4685806426721 0.0 1.0
40.5 -644.0 222.0 403.0 225.66437849801727 759.7007156984355 0.0 1.0
33.5 -659.25 223.5 408.45 227.63009812274785 775.5313196470242 0.0 1.0
-65.5 -636.25 213.0 390.25 222.8567678488597 746.4102010316055 0.0 0.0
-55.5 -613.25 196.0 372.05 203.70632920334918 717.2890824161866 0.0 0.0
-54.0 -621.75 175.5 354.5 183.6298017521743 715.7249448000514 0.0 1.0
-78.5 -617.5 159.5 345.5 179.84899871344322 707.5858586083609 0.0 1.0
-106.0 -607.0 144.0 351.25 178.84607876526795 701.3054648723653 0.0 1.0
-142.0 -605.5 129.5 346.0 192.3784649503835 697.3868835831968 0.0 1.0
-218.6875 -603.75 119.375 343.25 253.26487273125008 694.5033507796031 0.0 1.0
-316.9375 -596.5 117.875 335.5 339.57206356599613 684.3837754504463 0.0 1.0
-345.5 -594.5 80.0 331.5 355.62434044731333 680.6780805121452 0.0 1.0
-373.0 -591.25 137.0 330.75 397.4389869308476 677.4748311907385 0.0 1.0
-385.5 -587.5 169.0 331.25 420.9238681959221 674.4513275089073 0.0 1.0
-387.5 -586.75 170.0 330.0 423.17188652442996 673.1832296083726 0.0 1.0
-535.5 -583.75 269.0 332.5 599.4160197669014 671.818598440725 0.0 1.0
-582.0 -580.25 272.5 338.0 642.6361049344046 671.5163112424152 1.0 1.0
-551.0 -587.0 260.0 338.5 609.263393868569 677.6092584055132 1.0 1.0
-525.5 -594.5 256.0 341.0 584.5434073192373 685.3550650277265 1.0 1.0
-498.5 -628.0 250.0 333.0 557.6768804713327 710.8297742308133 1.0 1.0
-482.5 -630.0 270.0 330.0 552.9096828435003 711.196495714127 1.0 1.0
-386.3571428571429 -634.0 284.4642857142857 332.0 585.4129753473387 715.6675652592795 1.0 1.0
-256.83333333333337 -618.0 300.4166666666667 352.0 625.9594049515288 711.2175512342449 1.0 1.0
-127.30952380952382 -612.75 316.36904761904765 357.25 666.5058345557188 709.3044908019874 1.0 1.0
2.214285714285694 -739.75 332.32142857142856 357.75 707.052264159909 823.4355049379943 0.0 1.0
131.73809523809524 -845.75 348.2738095238095 329.91666666666663 747.5986937640992 909.3597960005981 0.0 0.0
261.2619047619047 -810.0833333333333 364.2261904761905 285.1388888888889 788.1451233682892 861.5831127016068 0.0 0.0
390.7857142857143 -774.4166666666667 380.17857142857144 240.3611111111111 828.6915529724793 813.8064294026153 0.0 0.0
520.3095238095237 -738.75 396.13095238095235 195.58333333333331 869.2379825766694 766.029746103624 0.0 0.0
649.8333333333334 -655.75 412.0833333333333 261.25 909.7844121808596 714.8701493898842 0.0 0.0
779.3571428571428 -618.5 428.0357142857143 355.5 950.3308417850496 713.3932690721222 0.0 1.0
836.0 -653.0 434.0 359.5 942.0350998252832 745.5524442485382 0.0 1.0
764.5 -603.5 403.0 363.0 864.233990066065 704.2597836297432 0.0 1.0
706.5 -583.75 377.5 375.0 801.0537860729867 694.6416827802805 0.0 1.0
634.0 -625.0 359.5 353.0 728.8777125075211 717.8631307956142 0.0 1.0
564.9642857142858 -623.0 356.0357142857143 351.0 670.0243053850038 715.1400876397258 0.0 1.0
490.25 -576.5 348.75 348.5 605.3148922699853 673.653069824918 0.0 1.0
415.53571428571433 -589.5 341.4642857142857 333.5 540.6054791549668 677.4294702705117 0.0 1.0
358.0 -595.25 338.5 329.5 492.70108183336447 680.362276408096 0.0 1.0
333.0 -591.5 344.5 331.75 479.13486139062286 678.1847768475236 0.0 1.0
358.5 -585.5 359.5 331.75 507.71109634596047 672.9549675726469 0.0 1.0
415.5 -585.75 362.0 329.5 551.0892137976178 672.0705789878839 0.0 1.0
491.0 -600.5 372.5 328.0 616.322079659724 684.25933160614 0.0 1.0
559.5 -612.0 385.0 331.5 679.1651148701351 696.2464289190841 0.0 1.0
602.0 -579.75 394.0 331.75 719.4745817161445 667.9608539339299 0.0 1.0
613.0 -577.25 397.5 334.75 730.5993479918435 667.28944191257 0.0 1.0
598.5 -589.75 401.5 354.5 720.6977043341537 688.09835101503 0.0 1.0
555.5 -701.5 409.0 366.0 689.8535662692987 791.2452930476383 0.0 0.0
504.5 -658.5 419.5 361.5 656.1358625922762 751.216906612909 0.0 1.0
490.0 -637.25 418.5 361.5 644.3969405061324 732.647516947867 0.0 1.0
492.0 -625.0 415.0 360.5 643.6529374811332 721.5174958463961 0.0 1.0
505.5 -573.75 412.5 367.5 652.4468558607223 681.4484051981483 0.0 1.0
516.5 -569.5 414.5 367.5 662.2630095635919 677.7850584990389 0.0 1.0
520.0 -569.0 413.5 373.0 664.3726500720702 680.3633685542977 0.0 1.0
517.0 -570.25 411.0 369.0 660.462032831393 679.2255330952866 0.0 1.0
516.5 -572.0 409.0 369.5 658.8274701265512 680.9658907962989 0.0 1.0
520.0 -594.25 410.0 371.0 662.1943329735877 700.6136573898499 0.0 1.0
519.5 -615.25 411.5 376.0 662.7312076671979 721.292532946263 0.0 1.0
516.5 -583.25 412.5 371.0 661.0059003801337 691.2466070105431 0.0 1.0
505.5 -585.0 404.5 375.5 647.4195390965792 695.1442847150923 0.0 1.0
498.0 -590.75 373.5 377.0 622.5002008036986 700.7957226369822 0.0 1.0
505.5 -592.5 370.5 379.0 626.738502515212 703.3478786393299 0.0 1.0
506.5 -594.75 366.5 382.0 625.1915968832463 706.860838351994 0.0 1.0
498.5 -596.5 364.5 381.5 617.545676775623 708.0639095448942 0.0 1.0
501.5 -617.0 381.0 378.0 629.8336315621829 723.6493061572771 0.0 1.0
509.5 -613.0 394.0 363.5 644.0700723055456 712.6719445614758 0.0 1.0
514.0 -583.5 389.0 331.5 644.6060812620372 671.11123481957 0.0 1.0
516.5 -577.75 389.0 331.5 646.601376802462 666.0993140162872 0.0 1.0
517.0 -579.5 391.5 329.0 648.5069390530837 666.3792790053956 0.0 1.0
514.0 -596.75 395.0 326.5 648.2446242146677 680.2317590262431 0.0 1.0
514.0 -593.0 395.5 326.0 648.5496294687644 676.7018997168962 0.0 1.0
506.5 -597.0 396.0 325.0 642.9441260061872 679.7396813295363 0.0 1.0
499.5 -602.75 401.0 322.5 640.5501343714017 683.6051328135815 0.0 1.0
498.5 -607.25 403.5 319.0 641.338058659759 685.9476564342458 0.0 1.0
496.0 -607.25 406.0 320.0 640.9774569369515 686.4057654607229 0.0 1.0
495.0 -608.75 406.5 320.0 640.521076936583 687.7333706107871 0.0 1.0
495.0 -606.5 406.5 320.5 640.5233991239243 685.9793910277152 0.0 1.0
521.5 -605.25 404.0 320.75 659.681326737195 684.987694762928 0.0 1.0
519.5 -603.75 402.5 321.0 657.1807269876117 683.7827309122197 0.0 1.0
518.5 -603.25 400.5 320.5 655.1660807921648 683.1042687927668 0.0 1.0
518.5 -642.0 402.5 323.25 656.3905803743835 718.901377455881 0.0 1.0
520.0 -612.25 405.5 323.0 659.416598213906 692.2276854489025 0.0 1.0
520.5 -615.75 405.0 330.5 659.5041639991617 698.8593285084535 0.0 1.0
522.0 -620.0 405.0 337.0 660.6893404092896 705.6714700713983 0.0 1.0
507.5 -617.75 376.0 336.5 631.6108460409752 703.4553940381354 0.0 1.0
504.5 -607.5 377.5 318.0 630.100516002466 685.6970513508729 0.0 1.0
503.5 -608.5 379.5 318.0 630.5019107256281 686.5843906164487 0.0 1.0
502.5 -607.25 382.0 317.5 631.2134412686516 685.2438602008162 0.0 1.0
499.5 -609.0 382.5 316.5 629.1316695174587 686.3337652661869 0.0 1.0
497.5 -611.75 382.0 316.5 627.2406867373659 688.7745100516888 0.0 1.0
495.0 -614.0 379.0 316.5 623.4317969985589 690.7766559875377 0.0 1.0
491.5 -623.25 376.5 314.0 619.1331988835913 697.8815736585285 0.0 1.0
482.5 -627.25 375.0 313.0 611.090724381649 701.0172264403207 0.0 1.0
455.0 -627.25 376.0 313.5 590.25553298161 701.2309355640482 0.0 1.0
345.6764705882353 -623.5 375.52941176470586 314.5 614.5058416771378 698.3283974652068 0.0 1.0
199.91176470588238 -621.5 376.2352941176471 315.0 647.6889362595655 696.7709339791213 0.0 1.0
54.14705882352945 -611.75 376.94117647058823 318.0 680.8720308419929 689.4651334936625 0.0 1.0
-91.61764705882348 -607.25 377.6470588235294 319.0 714.0551254244203 685.9441776304084 0.0 1.0
-237.3823529411764 -604.5 378.3529411764706 320.25 747.2382200068478 684.0914885150227 0.0 1.0
-383.14705882352933 -605.5 379.05882352941177 321.25 780.4213145892754 685.4429368584097 0.0 1.0
-528.9117647058822 -600.25 379.7647058823529 323.5 813.6044091717029 681.8833053207888 0.0 1.0
-674.6764705882351 -594.75 380.47058823529414 326.0 846.7875037541303 678.2360951896901 0.0 1.0
-861.5 -597.5 446.0 327.0 970.3563549471385 681.1290566636015 1.0 1.0
-751.5 -618.0 397.0 360.0 849.9271183689928 715.2170709710342 1.0 1.0
-717.0 -623.75 353.5 363.0 799.7169092725175 721.688842115509 0.0 1.0
-639.5 -628.25 307.5 360.5 709.6499542317932 724.3350980548436 1.0 1.0
-580.5 -630.0 292.0 358.5 649.8069957326126 724.8601589272237 1.0 1.0
-558.0 -750.0 271.0 372.0 620.3293263570524 838.3601055895804 1.0 1.0
-525.0 -678.5 262.0 363.75 586.7801247458106 770.0507016964443 1.0 0.0
-547.0 -634.0 263.5 358.5 607.1583985857656 728.3395083551172 1.0 1.0
-541.0 -632.5 273.5 361.0 606.2173025123487 728.2708948078844 1.0 1.0
-540.0 -652.0 289.5 365.0 612.7092933337822 747.2532478178921 1.0 1.0
-543.0 -649.75 298.5 367.0 619.6379991575726 746.3135294669551 1.0 1.0
-545.5 -623.75 304.0 366.5 624.4887909322313 723.4581849459166 1.0 1.0
-546.0 -691.25 310.0 376.0 627.8662277906019 787.3314330014741 1.0 1.0
-544.5 -760.25 312.5 383.25 627.803064708085 851.3875367569965 1.0 0.0
-543.5 -759.25 310.5 383.25 625.9414417362912 850.4946432376104 1.0 0.0
-541.5 -621.5 311.5 370.0 624.7036800279255 723.3000679679681 1.0 0.0
-541.0 -623.0 315.0 369.75 626.0245576770687 724.4613747926417 1.0 1.0
-531.0 -620.0 308.5 362.25 614.1281632717755 718.0703826318583 1.0 1.0
-486.5 -623.0 188.0 361.0 522.0683733434973 720.0347650229578 0.0 1.0
-486.5 -623.75 156.5 361.0 511.0524476419317 720.6837574013504 0.0 1.0
-479.5 -626.0 145.0 363.0 500.94458680997366 723.6404256897556 0.0 1.0
-472.5 -626.5 124.5 367.0 488.63183002089266 726.0796252853553 0.0 1.0
-474.45000000000005 -627.0 124.125 365.5 490.42710207618 725.7548658517794 0.0 1.0
-481.04999999999995 -624.75 127.625 368.0 497.70791326046526 725.0770951048288 0.0 1.0
-487.65 -626.75 131.125 370.0 504.9887244447506 727.8159803987444 0.0 1.0
-494.25 -679.75 134.625 370.25 512.2695356290359 774.0453217148608 0.0 1.0
